Velocidad	Densidad
0.0005163454822509827	0.10457138167832669
0.05234696981762152	0.3018485731286755
0.10417759415299205	0.5013927640895782
0.1560082184883626	0.6640861544959419
0.20783884282373313	0.8206055887884558
0.25966946715910366	0.9379589889837362
0.3115000914944742	1.0173522058852713
0.3633307158298447	1.0862304037804043
0.4151613401652153	1.129351628513072
0.46699196450058583	1.127808139484611
0.5188225888359563	1.1177272267674647
0.5706532131713269	1.093079636344206
0.6224838375066974	1.0289766076308775
0.674314461842068	0.9657900255282006
0.7261450861774384	0.8959471469902757
0.777975710512809	0.8224384820097546
0.8298063348481796	0.7376912875407416
0.8816369591835501	0.6450819458329985
0.9334675835189207	0.5920727445117446
0.9852982078542911	0.5270050351556259
1.0371288321896617	0.46102087918885887
1.0889594565250322	0.39817193531115613
1.1407900808604028	0.3517707963930057
1.1926207051957733	0.30551435957127354
1.244451329531144	0.2670718359561322
1.2962819538665145	0.2214906755843524
1.348112578201885	0.19949595692876423
1.3999432025372553	0.16240398621352667
1.451773826872626	0.13881754449733583
1.5036044512079965	0.11735340019528079
1.555435075543367	0.09912093604656884
1.6072656998787376	0.08248019495845874
1.6590963242141081	0.06767234709164774
1.7109269485494787	0.05870081711371012
1.7627575728848492	0.049922223264330295
1.8145881972202198	0.03969660845076699
1.8664188215555904	0.03188269524417616
1.918249445890961	0.026094611387442325
1.9700800702263312	0.022525293009122847
2.021910694561702	0.017460719634480815
2.0737413188970724	0.013264358838348573
2.125571943232443	0.010225614813563351
2.1774025675678135	0.009309168202913805
2.229233191903184	0.0059810199852917195
2.2810638162385546	0.004726935149666077
2.332894440573925	0.004003424667574296
2.3847250649092957	0.0027011057998091873
2.436555689244666	0.002025829349856873
2.488386313580037	0.0013505528999045936
2.540216937915407	0.001205850803486234
2.592047562250778	0.0010129146749284451
2.6438781865861483	0.0009164466106495378
2.695708810921519	0.0002894041928366986
2.7475394352568894	0.00024117016069724883
2.7993700595922597	0.0003376382249761455
2.8512006839276305	0.0001929361285577991
2.903031308263001	4.823403213944935e-05
2.9548619325983716	0.0
3.006692556933742	0.0
3.0585231812691127	9.646806427889954e-05
