Velocidad	Densidad
0.0006914437689219565	0.18056772800456278
0.03234161771282619	0.5111346316349632
0.06399179165673043	0.867293811675459
0.09564196560063466	1.1548119787518403
0.1272921395445389	1.4354581456810669
0.15894231348844315	1.6472263341238635
0.19059248743234738	1.8308746139185306
0.22224266137625162	1.939641788661438
0.25389283532015583	1.9872718586468918
0.28554300926406007	2.0274770089331224
0.3171931832079643	1.985613099990682
0.34884335715186854	1.9286623861274759
0.3804935310957728	1.829847763321829
0.412143705039677	1.7133397148499436
0.44379387898358125	1.5619977345976503
0.4754440529274855	1.427796260459526
0.5070942268713897	1.25623322230296
0.538744400815294	1.12013602398631
0.5703945747591982	0.9597893538860203
0.6020447487031024	0.827404615418983
0.6336949226470067	0.6909124745651403
0.6653450965909109	0.578195874450306
0.6969952705348151	0.4706135273189786
0.7286454444787194	0.38127752540596
0.7602956184226236	0.3060804663244448
0.7919457923665278	0.2352277751520507
0.8235959663104321	0.19636542949227606
0.8552461402543363	0.14905131353657478
0.8868963141982406	0.1062395425048718
0.9185464881421448	0.07796165684186503
0.950196662086049	0.0594783461012405
0.9818468360299533	0.04296974804657997
1.0134970099738576	0.030963494915918138
1.0451471839177617	0.023696552231569835
1.076797357861666	0.01627163253234462
1.1084475318055704	0.0125591726827321
1.1400977057494746	0.007740873728979534
1.1717478796933787	0.005608184028138194
1.203398053637283	0.0037124598496126077
1.2350482275811874	0.003001563282665534
1.2666984015250915	0.0020537011934027333
1.2983485754689956	0.0011848276115784917
1.3299987494129	0.0003949425371928306
1.3616489233568043	0.0005529195520699667
1.3932990973007084	0.00023696552231570003
1.4249492712446126	0.00015797701487713222
1.456599445188517	7.898850743856611e-05
1.4882496191324213	7.898850743856667e-05
1.5198997930763254	7.898850743856667e-05
1.5515499670202295	0.0
1.5832001409641339	0.0
1.6148503149080382	0.0
1.6465004888519423	0.0
1.6781506627958465	0.0
1.7098008367397508	0.0
1.7414510106836552	0.0
1.7731011846275593	0.0
1.8047513585714634	0.0
1.8364015325153678	0.0
1.868051706459272	7.898850743856667e-05
