Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.02)	0.0	0.02	4	1.0	0.01	0.031830670311675954	4	2e-05
(0.02, 0.04)	0.02	0.04	16	1.0	0.03	0.04244089374890126	20	0.0001
(0.04, 0.06)	0.04	0.06	18	1.0	0.05	0.028647603280508353	38	0.00019
(0.06, 0.08)	0.06	0.08	27	1.0	0.07	0.03069386065768752	65	0.000325
(0.08, 0.1)	0.08	0.1	35	1.0	0.09	0.030946485025240493	100	0.0005
(0.1, 0.12)	0.1	0.12	50	1.0	0.11	0.03617121626326814	150	0.00075
(0.12, 0.14)	0.12	0.14	57	1.0	0.13	0.03489131168779862	207	0.001035
(0.14, 0.16)	0.14	0.16	87	1.0	0.15000000000000002	0.04615447195193015	294	0.00147
(0.16, 0.18)	0.16	0.18	100	1.0	0.16999999999999998	0.04680980928187642	394	0.00197
(0.18, 0.2)	0.18	0.2	120	1.0	0.19	0.05025895312369881	514	0.00257
(0.2, 0.22)	0.2	0.22	149	1.0	0.21000000000000002	0.05646154614809193	663	0.003315
(0.22, 0.24)	0.22	0.24	175	1.0	0.22999999999999998	0.06054747070155751	838	0.00419
(0.24, 0.26)	0.24	0.26	201	1.0	0.25	0.0639796473264686	1039	0.005195
(0.26, 0.28)	0.26	0.28	292	1.0	0.27	0.08606070121304976	1331	0.006655
(0.28, 0.3)	0.28	0.3	326	1.0	0.29000000000000004	0.08945515966902046	1657	0.008285
(0.3, 0.32)	0.3	0.32	431	1.0	0.31	0.11063724922848649	2088	0.01044
(0.32, 0.34)	0.32	0.34	456	1.0	0.33	0.10996049744033497	2544	0.01272
(0.34, 0.36)	0.34	0.36	547	1.0	0.35	0.12436697614633416	3091	0.015455
(0.36, 0.38)	0.36	0.38	636	1.0	0.37	0.1367858535015263	3727	0.018635
(0.38, 0.4)	0.38	0.4	732	1.0	0.39	0.14935929915478688	4459	0.022295
(0.4, 0.42)	0.4	0.42	883	1.0	0.41000000000000003	0.1713809871049388	5342	0.02671
(0.42, 0.44)	0.42	0.44	1010	1.0	0.43	0.1869126570627481	6352	0.03176
(0.44, 0.46)	0.44	0.46	1166	1.0	0.45	0.20619200879674515	7518	0.03759
(0.46, 0.48)	0.46	0.48	1319	1.0	0.47	0.2233226284101097	8837	0.044185
(0.48, 0.5)	0.48	0.5	1494	1.0	0.49	0.24262766043695844	10331	0.051655
(0.5, 0.52)	0.5	0.52	1737	1.0	0.51	0.271028795742064	12068	0.06034
(0.52, 0.54)	0.52	0.54	1927	1.0	0.53	0.2893287815594319	13995	0.069975
(0.54, 0.56)	0.54	0.56	2155	1.0	0.55	0.311795884189371	16150	0.08075
(0.56, 0.58)	0.56	0.58	2466	1.0	0.5700000000000001	0.3442738288973384	18616	0.09308
(0.58, 0.6)	0.58	0.6	2726	1.0	0.59	0.36767121724418905	21342	0.10671
(0.6, 0.62)	0.6	0.62	2997	1.0	0.61	0.390969339852839	24339	0.121695
(0.62, 0.64)	0.62	0.64	3514	1.0	0.63	0.44386101379059245	27853	0.139265
(0.64, 0.66)	0.64	0.66	3845	1.0	0.65	0.470726643647669	31698	0.15849
(0.66, 0.68)	0.66	0.68	4321	1.0	0.67	0.5132101731968342	36019	0.180095
(0.68, 0.7000000000000001)	0.68	0.7000000000000001	4660	1.0	0.6900000000000001	0.5374308827985865	40679	0.203395
(0.7000000000000001, 0.72)	0.7000000000000001	0.72	5323	1.0	0.71	0.5966009086938446	46002	0.23001
(0.72, 0.74)	0.72	0.74	5748	1.0	0.73	0.626584564902443	51750	0.25875
(0.74, 0.76)	0.74	0.76	6387	1.0	0.75	0.6776749709355804	58137	0.290685
(0.76, 0.78)	0.76	0.78	6911	1.0	0.77	0.7142265017012732	65048	0.32524
(0.78, 0.8)	0.78	0.8	7563	1.0	0.79	0.7618207581240654	72611	0.363055
(0.8, 0.8200000000000001)	0.8	0.8200000000000001	8447	1.0	0.81	0.8298570127244658	81058	0.40529
(0.8200000000000001, 0.84)	0.8200000000000001	0.84	9260	1.0	0.8300000000000001	0.8878072502594013	90318	0.45159
(0.84, 0.86)	0.84	0.86	9966	1.0	0.85	0.9330131186063596	100284	0.50142
(0.86, 0.88)	0.86	0.88	11025	1.0	0.87	1.0084285637535255	111309	0.556545
(0.88, 0.9)	0.88	0.9	12004	1.0	0.89	1.0733015910712285	123313	0.616565
(0.9, 0.92)	0.9	0.92	13223	1.0	0.91	1.1563103118991518	136536	0.68268
(0.92, 0.9400000000000001)	0.92	0.9400000000000001	13959	1.0	0.93	1.1944202335502234	150495	0.752475
(0.9400000000000001, 0.96)	0.9400000000000001	0.96	15100	1.0	0.95	1.2648503202797612	165595	0.827975
(0.96, 0.98)	0.96	0.98	16561	1.0	0.97	1.3586281727620262	182156	0.91078
(0.98, 1.0)	0.98	1.0	17844	1.0	0.99	1.4343092955594559	200000	1.0
