Step,Ke_T,Ke_M,Temp_Act,Temp_Tar,Vx_Mean,Vy_Mean,Pot_Energy
2900,"504,285533057","5,042855331","5,042855331","5,627000000","0,107451690","-0,003209521","12819,081317324"
3000,"551,886229913","5,518862299","5,518862299","5,627000000","0,251812564","-0,030769284","12584,212297835"
3100,"541,168253339","5,411682533","5,411682533","5,627000000","0,190891924","0,355469279","12545,916211848"
3200,"552,747439941","5,527474399","5,527474399","5,627000000","-0,100462627","-0,240641742","12533,985961433"
3300,"552,624317190","5,526243172","5,526243172","5,627000000","-0,325282019","-0,113063355","12615,796159029"
3400,"536,185551952","5,361855520","5,361855520","5,627000000","-0,385647685","-0,055433729","12794,730314282"
3500,"670,318959155","6,703189592","6,703189592","5,627000000","-0,180358413","0,206769730","12741,722446904"
3600,"764,380948990","7,643809490","7,643809490","5,627000000","0,297114369","0,330148701","12573,667852041"
3700,"494,245260461","4,942452605","4,942452605","5,627000000","0,378127858","0,179104104","12846,842387211"
3800,"518,288493645","5,182884936","5,182884936","5,627000000","0,065923676","-0,434107773","12696,683291158"
3900,"547,698473912","5,476984739","5,476984739","5,627000000","-0,061005230","-0,443652719","12624,251468259"
4000,"549,124322557","5,491243226","5,491243226","5,627000000","-0,357455782","-0,331308489","12676,429481945"
4100,"587,924447614","5,879244476","5,879244476","5,627000000","0,302999333","-0,037984768","12723,853934177"
4200,"599,011267537","5,990112675","5,990112675","5,627000000","0,388658340","0,086906202","12791,429873839"
4300,"693,774946996","6,937749470","6,937749470","5,627000000","-0,113535661","-0,036722452","12585,154065496"
4400,"480,524202215","4,805242022","4,805242022","5,627000000","-0,089744003","-0,257810528","12780,719556478"
4500,"468,952276770","4,689522768","4,689522768","5,627000000","-0,103519959","-0,138521862","12717,220104732"
4600,"506,206823455","5,062068235","5,062068235","5,627000000","-0,118696168","-0,475286057","12720,745346704"
4700,"691,281250826","6,912812508","6,912812508","5,627000000","0,354621740","-0,233288934","12521,950515636"
4800,"634,174776231","6,341747762","6,341747762","5,627000000","0,550418833","0,056926542","12691,000213905"
4900,"558,858992133","5,588589921","5,588589921","5,627000000","0,217469109","0,088143336","12825,946202303"
5000,"608,456313710","6,084563137","6,084563137","5,627000000","-0,163262377","0,224395765","12745,566819051"
5100,"662,640205271","6,626402053","6,626402053","5,627000000","-0,098622166","0,078067433","12606,307893481"
5200,"542,812842899","5,428128429","5,428128429","5,627000000","-0,420650826","-0,379861270","12710,981441375"
5300,"568,236626469","5,682366265","5,682366265","5,627000000","0,174108991","-0,128602200","12539,811659104"
5400,"489,260242199","4,892602422","4,892602422","5,627000000","0,189165680","-0,026458401","12639,376319826"
5500,"518,675491309","5,186754913","5,186754913","5,627000000","0,312366528","0,182606926","12677,743185145"
5600,"642,258796176","6,422587962","6,422587962","5,627000000","0,034166555","0,191912943","12615,602512398"
5700,"596,899183859","5,968991839","5,968991839","5,627000000","-0,387093330","-0,018341437","12749,332199975"
5800,"617,401251653","6,174012517","6,174012517","5,627000000","-0,195941007","-0,107992097","12578,133447445"
5900,"392,543020820","3,925430208","3,925430208","5,627000000","0,072819282","-0,174409640","12858,508809711"
6000,"567,096437423","5,670964374","5,670964374","5,627000000","0,318331398","0,134243397","12550,602104927"
6100,"552,669948294","5,526699483","5,526699483","5,627000000","0,334796529","-0,248816746","12648,165174698"
6200,"587,228917942","5,872289179","5,872289179","5,627000000","0,163331333","0,126639333","12683,781490330"
6300,"677,407309237","6,774073092","6,774073092","5,627000000","-0,492099192","-0,454894969","12632,466890736"
6400,"554,803808919","5,548038089","5,548038089","5,627000000","-0,531957703","0,013499379","12814,944377909"
6500,"551,601308268","5,516013083","5,516013083","5,627000000","0,233499770","0,182051378","12764,200380247"
6600,"556,320272691","5,563202727","5,563202727","5,627000000","0,113217355","0,267390699","12718,132751792"
6700,"562,834096263","5,628340963","5,628340963","5,627000000","0,369206757","0,107588579","12612,047711273"
6800,"486,484750526","4,864847505","4,864847505","5,627000000","0,331345022","-0,095099376","12636,572259954"
6900,"568,732055258","5,687320553","5,687320553","5,627000000","-0,037311676","-0,073148966","12448,669258422"
7000,"539,096647723","5,390966477","5,390966477","5,627000000","0,043127783","-0,055474657","12580,633848645"
7100,"542,462173818","5,424621738","5,424621738","5,627000000","0,034307900","0,209448013","12684,667121451"
7200,"661,461784326","6,614617843","6,614617843","5,627000000","0,156763912","0,235611235","12553,915009955"
7300,"625,912838980","6,259128390","6,259128390","5,627000000","0,143486610","0,064594812","12660,742499962"
7400,"576,600288044","5,766002880","5,766002880","5,627000000","0,280835929","-0,179643558","12745,313928871"
7500,"574,604742270","5,746047423","5,746047423","5,627000000","0,044080957","-0,272658833","12699,303787350"
7600,"594,341006144","5,943410061","5,943410061","5,627000000","0,152802843","-0,144126158","12584,908069575"
7700,"459,913107885","4,599131079","4,599131079","5,627000000","-0,151877706","0,131468041","12796,660996283"
7800,"700,939179690","7,009391797","7,009391797","5,627000000","-0,062806992","-0,000338467","12385,048537148"
7900,"524,951460391","5,249514604","5,249514604","5,627000000","0,143496359","-0,048657229","12720,409135060"
8000,"598,034586659","5,980345867","5,980345867","5,627000000","-0,075086941","-0,056591794","12631,125803938"
8100,"547,693134328","5,476931343","5,476931343","5,627000000","-0,221335636","-0,152722471","12793,810776055"
8200,"597,766517077","5,977665171","5,977665171","5,627000000","-0,223010808","0,083386090","12705,032802455"
8300,"556,384068050","5,563840681","5,563840681","5,627000000","-0,068576149","-0,101253694","12777,884360648"
8400,"616,974704870","6,169747049","6,169747049","5,627000000","0,040260868","0,154573798","12656,851443543"
8500,"575,567649517","5,755676495","5,755676495","5,627000000","0,520891365","0,038047826","12698,337892931"
8600,"502,611269514","5,026112695","5,026112695","5,627000000","0,124350500","0,160714600","12825,449092210"
8700,"610,912733659","6,109127337","6,109127337","5,627000000","-0,165343935","-0,289311248","12642,209287122"
8800,"545,126943426","5,451269434","5,451269434","5,627000000","0,005081241","-0,264031530","12773,245215432"
8900,"646,827536126","6,468275361","6,468275361","5,627000000","-0,048266529","0,089332247","12537,118134159"
9000,"557,224728954","5,572247290","5,572247290","5,627000000","0,082883389","0,115650905","12579,461576718"
9100,"471,743250134","4,717432501","4,717432501","5,627000000","0,078337714","0,026721135","12638,842196688"
9200,"465,310169985","4,653101700","4,653101700","5,627000000","-0,012328766","-0,210727399","12680,869239407"
9300,"628,242753278","6,282427533","6,282427533","5,627000000","0,070983848","-0,315912299","12507,036601763"
9400,"714,790521154","7,147905212","7,147905212","5,627000000","-0,183290070","-0,173762475","12428,310420048"
9500,"596,467704723","5,964677047","5,964677047","5,627000000","-0,050948307","0,355511062","12547,935310743"
9600,"435,455602122","4,354556021","4,354556021","5,627000000","-0,054756624","0,428866920","12682,365928044"
9700,"514,820143572","5,148201436","5,148201436","5,627000000","0,405502169","-0,134570169","12477,492041831"
9800,"566,480317081","5,664803171","5,664803171","5,627000000","0,109554105","-0,093939908","12470,943683027"
9900,"608,348719686","6,083487197","6,083487197","5,627000000","-0,080443450","-0,234353612","12557,610890687"
10000,"745,979141305","7,459791413","7,459791413","5,627000000","0,243526342","0,232638035","12465,321851383"
10100,"547,279411240","5,472794112","5,472794112","5,627000000","0,202684786","-0,069565244","12731,829567464"
10200,"497,095311856","4,970953119","4,970953119","5,627000000","-0,388063808","0,117942171","12706,809581897"
10300,"603,239298953","6,032392990","6,032392990","5,627000000","-0,071763566","-0,106071139","12490,446521652"
10400,"558,788048118","5,587880481","5,587880481","5,627000000","-0,121932405","-0,000786389","12550,601610626"
10500,"471,792056510","4,717920565","4,717920565","5,627000000","0,084109483","0,027204271","12726,608860922"
10600,"574,136788753","5,741367888","5,741367888","5,627000000","0,183029856","0,107170409","12587,856336812"
10700,"542,584057615","5,425840576","5,425840576","5,627000000","0,194747306","0,113399216","12731,078073076"
10800,"619,815131102","6,198151311","6,198151311","5,627000000","-0,145608751","0,172549388","12611,935557894"
10900,"577,015478047","5,770154780","5,770154780","5,627000000","-0,231581243","0,162021632","12601,217828811"
11000,"490,629283028","4,906292830","4,906292830","5,627000000","0,249013018","-0,129856561","12684,035543725"
11100,"488,765262289","4,887652623","4,887652623","5,627000000","0,438525154","-0,085476760","12710,479689307"
11200,"540,946773001","5,409467730","5,409467730","5,627000000","0,307822760","0,216841246","12673,551327679"
11300,"640,267856870","6,402678569","6,402678569","5,627000000","0,254287675","-0,069316915","12531,241817484"
11400,"531,700940272","5,317009403","5,317009403","5,627000000","-0,370564600","0,097384007","12695,059399888"
11500,"444,841529552","4,448415296","4,448415296","5,627000000","-0,145893558","-0,277138399","12832,511298806"
11600,"594,372210551","5,943722106","5,943722106","5,627000000","-0,454514511","-0,204923803","12602,470913369"
11700,"564,856856799","5,648568568","5,648568568","5,627000000","0,041778170","0,188082248","12759,528694228"
11800,"675,076262969","6,750762630","6,750762630","5,627000000","0,435356241","-0,156836536","12649,686745023"
11900,"552,437464570","5,524374646","5,524374646","5,627000000","-0,009801301","-0,110357173","12838,571445265"
12000,"476,999198806","4,769991988","4,769991988","5,627000000","0,214784191","-0,080071139","12923,709674923"
12100,"537,403015237","5,374030152","5,374030152","5,627000000","-0,036708148","0,010193685","12804,184003389"
12200,"543,012087821","5,430120878","5,430120878","5,627000000","0,060833390","0,034514667","12829,411841608"
12300,"604,375724107","6,043757241","6,043757241","5,627000000","-0,229207136","-0,224092495","12775,465352736"
12400,"654,460868354","6,544608684","6,544608684","5,627000000","0,154397817","0,152240408","12737,328314129"
12500,"597,988959425","5,979889594","5,979889594","5,627000000","0,141441263","0,373866102","12832,170098146"
12600,"624,218555274","6,242185553","6,242185553","5,627000000","0,315103662","0,060162822","12709,232317622"
12700,"551,923862916","5,519238629","5,519238629","5,627000000","-0,011410802","-0,142274290","12730,507814900"
12800,"535,010587665","5,350105877","5,350105877","5,627000000","-0,134278204","0,108459266","12722,437670004"
12900,"560,406832027","5,604068320","5,604068320","5,627000000","-0,214616691","-0,219635757","12679,117774446"
13000,"473,579113553","4,735791136","4,735791136","5,627000000","0,353200387","-0,115447227","12896,536326574"
13100,"567,141865702","5,671418657","5,671418657","5,627000000","0,094570345","0,073117171","12829,684756309"
13200,"621,850291839","6,218502918","6,218502918","5,627000000","0,008318547","0,173876835","12846,204310820"
13300,"580,472125570","5,804721256","5,804721256","5,627000000","-0,023969772","-0,039937247","12929,859101930"
13400,"592,744477382","5,927444774","5,927444774","5,627000000","0,108498391","-0,114762207","12793,964395147"
13500,"547,537820333","5,475378203","5,475378203","5,627000000","-0,048912439","-0,241249429","12758,063081593"
13600,"547,365196889","5,473651969","5,473651969","5,627000000","0,027633273","-0,108903667","12656,514498773"
13700,"587,887841656","5,878878417","5,878878417","5,627000000","-0,017283025","0,167031370","12551,250444539"
13800,"551,464368655","5,514643687","5,514643687","5,627000000","-0,378792399","0,019363242","12639,782928732"
13900,"532,019833952","5,320198340","5,320198340","5,627000000","-0,223088098","0,006784743","12683,112220854"
14000,"607,671858261","6,076718583","6,076718583","5,627000000","-0,014624055","-0,205802052","12570,369029602"
14100,"539,786185334","5,397861853","5,397861853","5,627000000","-0,067599257","0,102446970","12755,397220089"
14200,"689,347874499","6,893478745","6,893478745","5,627000000","0,113583964","0,038997791","12486,274062854"
14300,"541,003958280","5,410039583","5,410039583","5,627000000","0,134032026","0,035060528","12579,292641458"
14400,"446,658198721","4,466581987","4,466581987","5,627000000","0,142118089","0,174981394","12625,781896710"
14500,"457,827495515","4,578274955","4,578274955","5,627000000","-0,020666796","0,179293942","12657,958681990"
14600,"596,968316157","5,969683162","5,969683162","5,627000000","-0,154965311","0,124343743","12563,954802562"
14700,"499,852627176","4,998526272","4,998526272","5,627000000","-0,031702799","-0,063635436","12899,365556300"
14800,"625,508745887","6,255087459","6,255087459","5,627000000","0,122700231","-0,089155775","12809,386400355"
14900,"639,214062572","6,392140626","6,392140626","5,627000000","0,171393965","-0,213114102","12678,573969202"
15000,"532,481744396","5,324817444","5,324817444","5,627000000","0,392091361","0,099084352","12700,938457474"
15100,"445,990316676","4,459903167","4,459903167","5,627000000","-0,245619441","0,249021996","12722,265959124"
15200,"437,703681948","4,377036819","4,377036819","5,627000000","-0,270384481","0,071405122","12776,152473108"
15300,"630,535567345","6,305355673","6,305355673","5,627000000","0,282242821","-0,298455161","12643,443747437"
15400,"607,887194962","6,078871950","6,078871950","5,627000000","0,009333201","-0,408771033","12808,340017509"
15500,"643,378913404","6,433789134","6,433789134","5,627000000","0,252022396","0,177774882","12669,466829072"
15600,"521,376947463","5,213769475","5,213769475","5,627000000","-0,066190311","-0,132396496","12706,863496910"
15700,"393,241176878","3,932411769","3,932411769","5,627000000","-0,036787453","-0,031304669","12794,561345234"
15800,"534,426967235","5,344269672","5,344269672","5,627000000","-0,044275900","0,036328712","12537,804919568"
15900,"523,202098742","5,232020987","5,232020987","5,627000000","0,156760878","0,431885605","12665,039801471"
16000,"569,422453749","5,694224537","5,694224537","5,627000000","0,314285889","0,047429167","12740,050061045"
16100,"582,232590519","5,822325905","5,822325905","5,627000000","0,257258899","-0,001482151","12903,971922085"
16200,"621,139570374","6,211395704","6,211395704","5,627000000","-0,314238406","0,119720110","12899,924834618"
16300,"587,064018126","5,870640181","5,870640181","5,627000000","-0,456334490","-0,076389784","12856,198909493"
16400,"517,965929673","5,179659297","5,179659297","5,627000000","0,262238158","-0,003812274","12793,790885438"
16500,"454,759344174","4,547593442","4,547593442","5,627000000","0,090378535","-0,173935266","12786,342129935"
16600,"492,244245025","4,922442450","4,922442450","5,627000000","0,147015130","-0,096761551","12707,533275484"
16700,"530,367926121","5,303679261","5,303679261","5,627000000","0,219692965","-0,035571213","12759,792325561"
16800,"625,132945126","6,251329451","6,251329451","5,627000000","0,245426810","0,030474855","12741,403548009"
16900,"600,730763405","6,007307634","6,007307634","5,627000000","-0,198861850","-0,108529278","12806,937467865"
17000,"544,240900936","5,442409009","5,442409009","5,627000000","-0,201205754","-0,230706195","12862,422216510"
17100,"559,784761636","5,597847616","5,597847616","5,627000000","0,020965714","-0,340146659","12780,713023546"
17200,"578,116510827","5,781165108","5,781165108","5,627000000","0,175605219","-0,065020302","12628,622468716"
17300,"513,464482491","5,134644825","5,134644825","5,627000000","0,149872945","0,244673975","12651,198279366"
17400,"498,537079298","4,985370793","4,985370793","5,627000000","0,095352247","0,089090485","12705,057415707"
17500,"579,740859709","5,797408597","5,797408597","5,627000000","-0,332248377","-0,102952495","12689,854544879"
17600,"691,330163926","6,913301639","6,913301639","5,627000000","-0,287352412","-0,070697031","12572,048235521"
17700,"606,206661091","6,062066611","6,062066611","5,627000000","-0,413138641","0,101364166","12675,877723770"
17800,"537,734279717","5,377342797","5,377342797","5,627000000","-0,008871810","-0,076781032","12669,190218024"
17900,"546,305649017","5,463056490","5,463056490","5,627000000","0,413472490","0,114063684","12658,807326601"
18000,"573,202740118","5,732027401","5,732027401","5,627000000","0,198004331","0,055155137","12691,972717466"
18100,"613,239110319","6,132391103","6,132391103","5,627000000","-0,061095500","0,025299791","12635,041978577"
18200,"608,304724879","6,083047249","6,083047249","5,627000000","-0,164729985","-0,504560676","12584,195468871"
18300,"511,342616863","5,113426169","5,113426169","5,627000000","-0,390235229","-0,575899025","12652,093494477"
18400,"388,388058275","3,883880583","3,883880583","5,627000000","0,211989076","0,197685940","12855,058027397"
18500,"598,202192834","5,982021928","5,982021928","5,627000000","0,978583492","0,134469199","12575,388630230"
18600,"560,615615224","5,606156152","5,606156152","5,627000000","0,232046857","-0,236810971","12807,835854907"
18700,"598,491949463","5,984919495","5,984919495","5,627000000","-0,556943784","0,121738690","12874,519652530"
18800,"673,092189688","6,730921897","6,730921897","5,627000000","-0,313926072","0,110145719","12761,840993554"
18900,"611,748577998","6,117485780","6,117485780","5,627000000","0,131928835","-0,357887833","12729,165782783"
19000,"472,888748750","4,728887488","4,728887488","5,627000000","0,236290462","-0,084402175","12812,646771710"
19100,"490,643334474","4,906433345","4,906433345","5,627000000","0,146244706","0,166764263","12775,560258540"
19200,"569,114961525","5,691149615","5,691149615","5,627000000","0,127814649","0,611341507","12752,776152519"
19300,"675,580549623","6,755805496","6,755805496","5,627000000","-0,059895123","0,087122437","12651,615952205"
19400,"635,675468042","6,356754680","6,356754680","5,627000000","-0,286266262","-0,208458934","12683,594949893"
19500,"516,143384117","5,161433841","5,161433841","5,627000000","-0,156939898","-0,506457322","12789,867530276"
19600,"492,258873399","4,922588734","4,922588734","5,627000000","0,355573457","-0,051657031","12753,341271587"
19700,"559,053954102","5,590539541","5,590539541","5,627000000","0,427441117","-0,062126741","12614,694736720"
19800,"450,931157164","4,509311572","4,509311572","5,627000000","0,135292753","0,037578873","12866,252222584"
19900,"613,505838093","6,135058381","6,135058381","5,627000000","-0,206679822","-0,014872605","12684,687714309"
20000,"655,728169457","6,557281695","6,557281695","5,627000000","-0,179688062","-0,200003276","12635,751208191"
20100,"603,262523270","6,032625233","6,032625233","5,627000000","-0,021230141","0,054920399","12662,651008619"
20200,"499,695348038","4,996953480","4,996953480","5,627000000","0,130660332","0,287488642","12734,173114289"
20300,"508,973125141","5,089731251","5,089731251","5,627000000","0,232633283","0,260220588","12662,989158513"
20400,"600,995713774","6,009957138","6,009957138","5,627000000","0,409679206","0,220904448","12517,897192123"
20500,"556,418078921","5,564180789","5,564180789","5,627000000","-0,133168823","-0,109533718","12612,372862520"
20600,"523,231069641","5,232310696","5,232310696","5,627000000","-0,220045683","-0,276020076","12700,768405597"
20700,"573,636240901","5,736362409","5,736362409","5,627000000","-0,068423175","-0,246575846","12645,641741664"
20800,"662,020015316","6,620200153","6,620200153","5,627000000","0,142734734","0,174771650","12520,240619504"
20900,"630,665260398","6,306652604","6,306652604","5,627000000","-0,032361814","0,140445866","12567,554515953"
21000,"514,866126113","5,148661261","5,148661261","5,627000000","0,105046691","0,289360175","12744,376470473"
21100,"521,490040332","5,214900403","5,214900403","5,627000000","-0,047938788","-0,424313029","12765,663607113"
21200,"671,413843530","6,714138435","6,714138435","5,627000000","-0,363380702","-0,054305452","12583,015675605"
21300,"639,253382028","6,392533820","6,392533820","5,627000000","-0,072518354","-0,180066421","12709,207096451"
21400,"688,390991922","6,883909919","6,883909919","5,627000000","0,219157986","0,318935179","12604,048326694"
21500,"574,159197542","5,741591975","5,741591975","5,627000000","0,032651205","0,017653590","12592,207462135"
21600,"435,510318547","4,355103185","4,355103185","5,627000000","0,042719058","0,326991795","12670,727257436"
21700,"486,078519234","4,860785192","4,860785192","5,627000000","-0,055545088","-0,348961363","12543,411182840"
21800,"581,220929027","5,812209290","5,812209290","5,627000000","0,013926700","-0,295182037","12465,796569858"
21900,"564,037132792","5,640371328","5,640371328","5,627000000","0,180942716","-0,186086501","12668,564308714"
22000,"618,439974882","6,184399749","6,184399749","5,627000000","-0,089250859","0,165103446","12734,388875146"
22100,"642,592323155","6,425923232","6,425923232","5,627000000","0,087545983","0,221188121","12738,352494963"
22200,"622,718161935","6,227181619","6,227181619","5,627000000","-0,266359204","0,195966570","12571,073665368"
22300,"552,529364070","5,525293641","5,525293641","5,627000000","-0,059549565","-0,079072737","12458,034901751"
22400,"423,411692712","4,234116927","4,234116927","5,627000000","-0,089806414","-0,265196346","12578,589706919"
22500,"466,319581492","4,663195815","4,663195815","5,627000000","0,100591668","-0,132447031","12555,325409344"
22600,"519,468043708","5,194680437","5,194680437","5,627000000","0,116797510","-0,156312427","12686,370607672"
22700,"682,274528729","6,822745287","6,822745287","5,627000000","0,196024047","0,212406194","12663,484314914"
22800,"605,527841750","6,055278417","6,055278417","5,627000000","-0,187309736","0,273435976","12850,915974473"
22900,"634,247482202","6,342474822","6,342474822","5,627000000","-0,372069497","0,067350150","12633,284400927"
23000,"510,486937770","5,104869378","5,104869378","5,627000000","-0,309086041","-0,098268298","12590,039410769"
23100,"447,261497253","4,472614973","4,472614973","5,627000000","-0,109718480","-0,263240231","12562,339467816"
23200,"483,137382510","4,831373825","4,831373825","5,627000000","0,225008703","-0,107874986","12561,663292900"
23300,"555,353640449","5,553536404","5,553536404","5,627000000","0,478405092","0,143798708","12669,017163354"
23400,"744,708578944","7,447085789","7,447085789","5,627000000","-0,107139269","0,574814744","12588,049698406"
23500,"626,781666084","6,267816661","6,267816661","5,627000000","-0,178317124","0,260404446","12888,456595597"
23600,"624,828151705","6,248281517","6,248281517","5,627000000","-0,318309284","-0,525302403","12749,660943480"
23700,"504,954326171","5,049543262","5,049543262","5,627000000","-0,007974217","-0,166306628","12724,424564673"
23800,"449,490410021","4,494904100","4,494904100","5,627000000","0,254518641","-0,007917195","12667,410757573"
23900,"527,774372651","5,277743727","5,277743727","5,627000000","0,120262300","-0,087346123","12507,063434370"
24000,"503,452988253","5,034529883","5,034529883","5,627000000","0,257904355","0,183640182","12665,138052600"
24100,"645,777404048","6,457774040","6,457774040","5,627000000","0,052391348","-0,226811026","12615,254515692"
24200,"651,491979854","6,514919799","6,514919799","5,627000000","-0,660905934","0,115637369","12765,543060576"
24300,"638,663426499","6,386634265","6,386634265","5,627000000","-0,279491238","0,170833324","12720,769544917"
24400,"579,297403479","5,792974035","5,792974035","5,627000000","0,328511446","-0,300127787","12704,954515107"
24500,"602,864174080","6,028641741","6,028641741","5,627000000","0,324661221","0,108429114","12560,775144475"
24600,"515,132241554","5,151322416","5,151322416","5,627000000","0,364671474","0,065736493","12623,430729133"
24700,"471,058824331","4,710588243","4,710588243","5,627000000","-0,123404990","-0,025703028","12691,452928870"
24800,"545,996558494","5,459965585","5,459965585","5,627000000","-0,311428109","0,008703778","12693,827588827"
24900,"618,658362985","6,186583630","6,186583630","5,627000000","-0,294056761","-0,109270092","12769,339655751"
25000,"701,957819249","7,019578192","7,019578192","5,627000000","0,098812080","-0,167591544","12701,175819923"
25100,"603,753380690","6,037533807","6,037533807","5,627000000","0,101909815","0,172473732","12746,214176686"
25200,"531,276668277","5,312766683","5,312766683","5,627000000","-0,001450225","0,023625985","12675,949678226"
25300,"485,994288349","4,859942883","4,859942883","5,627000000","-0,101748443","0,031511430","12689,259003918"
25400,"525,545207916","5,255452079","5,255452079","5,627000000","-0,154233519","-0,083495203","12657,203572846"
25500,"501,429278705","5,014292787","5,014292787","5,627000000","0,232531180","0,002674373","12828,602384841"
25600,"609,995356249","6,099953562","6,099953562","5,627000000","-0,024970131","0,030645385","12889,305878091"
25700,"776,526585912","7,765265859","7,765265859","5,627000000","0,017685518","-0,202693140","12705,737888517"
25800,"575,922027713","5,759220277","5,759220277","5,627000000","-0,063749353","0,113357686","12749,495176862"
25900,"511,221203283","5,112212033","5,112212033","5,627000000","-0,136471868","-0,115952200","12625,288901199"
26000,"480,917153341","4,809171533","4,809171533","5,627000000","0,312668644","0,129958725","12566,316341295"
26100,"455,923234015","4,559232340","4,559232340","5,627000000","0,124271140","0,213840735","12657,362712011"
26200,"548,229364285","5,482293643","5,482293643","5,627000000","0,067932789","-0,207542935","12679,832584917"
26300,"623,132088449","6,231320884","6,231320884","5,627000000","0,148836182","0,072432591","12792,435756703"
26400,"664,921225077","6,649212251","6,649212251","5,627000000","-0,341100556","0,141773648","12774,455713725"
26500,"635,638636716","6,356386367","6,356386367","5,627000000","-0,155869579","0,139661393","12711,240427306"
26600,"473,834383317","4,738343833","4,738343833","5,627000000","0,086813265","0,560536124","12912,056409954"
26700,"580,766275226","5,807662752","5,807662752","5,627000000","0,156965773","-0,011947457","12694,629561381"
26800,"637,018178840","6,370181788","6,370181788","5,627000000","0,288477293","-0,174204261","12582,967905152"
26900,"577,307391184","5,773073912","5,773073912","5,627000000","0,041932267","-0,199485499","12637,705850486"
27000,"545,251574282","5,452515743","5,452515743","5,627000000","-0,156252437","-0,120986370","12633,952300513"
27100,"568,569972280","5,685699723","5,685699723","5,627000000","-0,044056614","0,683800653","12597,865822720"
27200,"533,100259622","5,331002596","5,331002596","5,627000000","0,121630604","0,177926623","12737,991614660"
27300,"649,531984411","6,495319844","6,495319844","5,627000000","0,021639748","0,011848267","12601,022803735"
27400,"645,363411135","6,453634111","6,453634111","5,627000000","-0,267743027","-0,533234757","12563,275106128"
27500,"526,607221723","5,266072217","5,266072217","5,627000000","-0,337514417","-0,135987539","12652,202293684"
27600,"473,815798907","4,738157989","4,738157989","5,627000000","-0,114998542","-0,029116247","12714,300530805"
27700,"591,078430582","5,910784306","5,910784306","5,627000000","0,041591995","0,353681910","12616,343838892"
27800,"652,298550346","6,522985503","6,522985503","5,627000000","0,041392413","0,128173527","12691,949185627"
27900,"684,540331887","6,845403319","6,845403319","5,627000000","0,260293556","-0,236103452","12619,532622603"
28000,"487,642246999","4,876422470","4,876422470","5,627000000","0,120413174","-0,101598094","12785,213487001"
28100,"504,384175376","5,043841754","5,043841754","5,627000000","-0,035520102","-0,040144208","12640,107122417"
28200,"560,445532148","5,604455321","5,604455321","5,627000000","-0,069105510","0,128245783","12521,413277928"
28300,"537,854923360","5,378549234","5,378549234","5,627000000","0,024598211","0,235278377","12592,655934287"
