Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.08)	0.0	0.08	43	1.0	0.01	5.333278174058214	43	0.0002150021500215002
(0.08, 0.16)	0.08	0.16	87	1.0	0.03	3.5968620243648415	130	0.0006500065000650006
(0.16, 0.24)	0.16	0.24	171	1.0	0.05	4.241816594250951	301	0.0015050150501505015
(0.24, 0.32)	0.24	0.32	242	1.0	0.07	4.287884777814244	543	0.0027150271502715028
(0.32, 0.4)	0.32	0.4	285	1.0	0.09	3.9276079576397684	828	0.004140041400414004
(0.4, 0.48)	0.4	0.48	344	1.0	0.11	3.8787477629514298	1172	0.005860058600586006
(0.48, 0.56)	0.48	0.56	403	1.0	0.13	3.844921474321035	1575	0.007875078750787507
(0.56, 0.64)	0.56	0.64	465	1.0	0.15000000000000002	3.844921474321039	2040	0.01020010200102001
(0.64, 0.72)	0.64	0.72	552	1.0	0.16999999999999998	4.027318128700595	2592	0.012960129601296014
(0.72, 0.8)	0.72	0.8	676	1.0	0.19	4.4128470571154805	3268	0.016340163401634016
(0.8, 0.88)	0.8	0.88	683	1.0	0.21000000000000002	4.033919150478144	3951	0.01975519755197552
(0.88, 0.96)	0.88	0.96	769	1.0	0.22999999999999998	4.1469068916590155	4720	0.023600236002360022
(0.96, 1.04)	0.96	1.04	824	1.0	0.25	4.088019735278106	5544	0.027720277202772026
(1.04, 1.12)	1.04	1.12	911	1.0	0.27	4.184854794631378	6455	0.03227532275322753
(1.12, 1.2)	1.12	1.2	980	1.0	0.29000000000000004	4.191349326846075	7435	0.03717537175371754
(1.2, 1.28)	1.2	1.28	1062	1.0	0.31	4.249018320217418	8497	0.04248542485424854
(1.28, 1.36)	1.28	1.36	1158	1.0	0.33	4.352315803776888	9655	0.04827548275482755
(1.36, 1.44)	1.36	1.44	1199	1.0	0.35	4.248904007106852	10854	0.054270542705427055
(1.44, 1.52)	1.44	1.52	1296	1.0	0.37	4.344392528962565	12150	0.06075060750607506
(1.52, 1.6)	1.52	1.6	1419	1.0	0.39	4.512773839587711	13569	0.06784567845678456
(1.6, 1.68)	1.6	1.68	1493	1.0	0.41000000000000003	4.516497058348803	15062	0.07531075310753108
(1.68, 1.76)	1.68	1.76	1518	1.0	0.43	4.378537732947733	16580	0.08290082900829009
(1.76, 1.84)	1.76	1.84	1693	1.0	0.45	4.6662738752871045	18273	0.09136591365913659
(1.84, 1.92)	1.84	1.92	1782	1.0	0.47	4.702573827892997	20055	0.1002760027600276
(1.92, 2.0)	1.92	2.0	1893	1.0	0.49	4.791597334357947	21948	0.10974109741097411
(2.0, 2.08)	2.0	2.08	2081	1.0	0.51	5.060899170184737	24029	0.12014620146201462
(2.08, 2.16)	2.08	2.16	2148	1.0	0.53	5.026714136848199	26177	0.13088630886308864
(2.16, 2.24)	2.16	2.24	2214	1.0	0.55	4.992760201845614	28391	0.14195641956419564
(2.24, 2.32)	2.24	2.32	2342	1.0	0.5700000000000001	5.096098524538708	30733	0.15366653666536664
(2.32, 2.4)	2.32	2.4	2496	1.0	0.59	5.247088026192076	33229	0.16614666146661466
(2.4, 2.48)	2.4	2.48	2722	1.0	0.61	5.534572317875119	35951	0.1797567975679757
(2.48, 2.56)	2.48	2.56	2785	1.0	0.63	5.482901334349252	38736	0.19368193681936818
(2.56, 2.64)	2.56	2.64	3078	1.0	0.65	5.873284515116696	41814	0.2090720907209072
(2.64, 2.72)	2.64	2.72	3178	1.0	0.67	5.883081581796936	44992	0.22496224962249622
(2.72, 2.8000000000000003)	2.72	2.8000000000000003	3315	1.0	0.6900000000000001	5.95881939568688	48307	0.24153741537415374
(2.8000000000000003, 2.88)	2.8000000000000003	2.88	3626	1.0	0.71	6.33425046155754	51933	0.2596675966759668
(2.88, 2.96)	2.88	2.96	3837	1.0	0.73	6.519206229328246	55770	0.27885278852788525
(2.96, 3.04)	2.96	3.04	4101	1.0	0.75	6.781945361802393	59871	0.2993579935799358
(3.04, 3.12)	3.04	3.12	4417	1.0	0.77	7.114796041925427	64288	0.3214432144321443
(3.12, 3.2)	3.12	3.2	4728	1.0	0.79	7.4229435404613415	69016	0.34508345083450837
(3.2, 3.2800000000000002)	3.2	3.2800000000000002	5111	1.0	0.81	7.8261225230007305	74127	0.37063870638706387
(3.2800000000000002, 3.36)	3.2800000000000002	3.36	5541	1.0	0.8300000000000001	8.280104892815006	79668	0.3983439834398344
(3.36, 3.44)	3.36	3.44	6125	1.0	0.85	8.937436064598229	85793	0.42896928969289694
(3.44, 3.52)	3.44	3.52	6750	1.0	0.87	9.622995903473106	92543	0.46271962719627197
(3.52, 3.6)	3.52	3.6	7569	1.0	0.89	10.548100992800245	100112	0.5005650056500565
(3.6, 3.68)	3.6	3.68	8558	1.0	0.91	11.664246003984209	108670	0.5433554335543356
(3.68, 3.7600000000000002)	3.68	3.7600000000000002	10301	1.0	0.93	13.737959107520249	118971	0.5948609486094861
(3.7600000000000002, 3.84)	3.7600000000000002	3.84	14488	1.0	0.95	18.91518584718624	133459	0.6673016730167302
(3.84, 3.92)	3.84	3.92	11417	1.0	0.97	14.598426495618007	144876	0.7243872438724387
(3.92, 4.0)	3.92	4.0	55122	1.0	0.99	69.05824747719903	199998	1.0
(5.0, 5.06)	5.0	5.06	30789	-1.0	1.2574999999999998	-40.490403735991315	30789	0.153945
(5.06, 5.12)	5.06	5.12	11826	-1.0	1.2725	-15.368964270763334	42615	0.213075
(5.12, 5.18)	5.12	5.18	8046	-1.0	1.2875	-10.334686520893563	50661	0.253305
(5.18, 5.24)	5.18	5.24	7171	-1.0	1.3025	-9.10471818623602	57832	0.28916
(5.24, 5.3)	5.24	5.3	5996	-1.0	1.3175	-7.526195885831034	63828	0.31914
(5.3, 5.36)	5.3	5.36	5535	-1.0	1.3325	-6.869338614171526	69363	0.346815
(5.36, 5.42)	5.36	5.42	4869	-1.0	1.3475000000000001	-5.975517436421654	74232	0.37116
(5.42, 5.48)	5.42	5.48	4571	-1.0	1.3625	-5.548035453209864	78803	0.394015
(5.48, 5.54)	5.48	5.54	4119	-1.0	1.3775	-4.9449818481286165	82922	0.41461
(5.54, 5.6)	5.54	5.6	3936	-1.0	1.3925	-4.67438417727155	86858	0.43429
(5.6, 5.66)	5.6	5.66	3605	-1.0	1.4075	-4.23566283998616	90463	0.452315
(5.66, 5.72)	5.66	5.72	3269	-1.0	1.4224999999999999	-3.8003812157319867	93732	0.46866
(5.72, 5.78)	5.72	5.78	3215	-1.0	1.4375	-3.6986023494917775	96947	0.484735
(5.78, 5.84)	5.78	5.84	3205	-1.0	1.4525000000000001	-3.6490213980934647	100152	0.50076
(5.84, 5.9)	5.84	5.9	3049	-1.0	1.4675	-3.435926236985505	103201	0.516005
(5.9, 5.96)	5.9	5.96	2880	-1.0	1.4825	-3.2126417802084197	106081	0.530405
(5.96, 6.02)	5.96	6.02	2798	-1.0	1.4975	-3.0899069158706363	108879	0.544395
(6.02, 6.08)	6.02	6.08	2679	-1.0	1.5125	-2.929151587581899	111558	0.55779
(6.08, 6.14)	6.08	6.14	2512	-1.0	1.5274999999999999	-2.719586855602694	114070	0.57035
(6.14, 6.2)	6.14	6.2	2498	-1.0	1.5425	-2.6781307660316402	116568	0.58284
(6.2, 6.26)	6.2	6.26	2517	-1.0	1.5575	-2.67251208363725	119085	0.595425
(6.26, 6.32)	6.26	6.32	2487	-1.0	1.5725	-2.615469431016645	121572	0.60786
(6.32, 6.38)	6.32	6.38	2415	-1.0	1.5875	-2.515752531839238	123987	0.619935
(6.38, 6.4399999999999995)	6.38	6.4399999999999995	2361	-1.0	1.6025	-2.4364778423154894	126348	0.63174
(6.4399999999999995, 6.5)	6.4399999999999995	6.5	2348	-1.0	1.6175	-2.4005918124560166	128696	0.64348
(6.5, 6.5600000000000005)	6.5	6.5600000000000005	2340	-1.0	1.6325	-2.3704302721694472	131036	0.65518
(6.5600000000000005, 6.62)	6.5600000000000005	6.62	2240	-1.0	1.6475	-2.2484700774987596	133276	0.66638
