U	Potencial_0.0004	Potencial_0.004	Potencial_0.008	Potencial_0.2	Potencial_0.4	Potencial_0.8	Potencial_4.0
0.0	60847.12506329989	60421.71722055289	59839.56431175595	38808.942321991926	26219.486009857996	15001.999371166241	3174.9730205942265
0.006000000000000001	60748.07677305784	60359.60961683939	59823.99189725872	38806.68332368462	26218.27140855979	15001.682704599174	3174.9694942739916
0.012000000000000002	61250.6102867422	60356.1006051102	59810.27028746542	38799.90550735435	26214.62798372097	15000.732798827616	3174.9589153830666
0.018000000000000002	60762.67033708897	60337.22515120429	59798.59458498574	38788.60641409164	26208.556873162917	14999.149935587224	3174.9412841307703
0.024000000000000004	60611.52601934578	60301.45065289994	59781.33245921554	38772.78196344261	26200.059975430893	14996.93458425988	3174.9166008659645
0.030000000000000006	60689.82113224861	60290.0387421114	59762.03498875612	38752.42648003548	26189.139953045968	14994.087401607427	3174.884866077026
0.036000000000000004	61180.98294068982	60288.29811861171	59744.60704341297	38727.53273092157	26175.800237032443	14990.609231399021	3174.8460803918215
0.04200000000000001	60691.25338046609	60266.67234007121	59726.59838404633	38698.091973686634	26160.045032695656	14986.50110393211	3174.800244577673
0.04800000000000001	60534.69413673939	60222.87187099601	59699.89936513279	38664.09401539441	26141.8793266177	14981.764235447321	3174.747359541321
0.054000000000000006	60604.67044656805	60201.87601585737	59669.58794329567	38625.52728242365	26121.308894831323	14976.4000274373	3174.6874263288696
0.06000000000000001	61121.96838107237	60191.370824205354	59639.14864139222	38582.37890125392	26098.340312125263	14970.410065849708	3174.6204461257275
0.06600000000000002	60552.3702397903	60140.25337354315	59603.85744840344	38534.634790243836	26072.98096242687	14963.7961201847	3174.5464202565554
0.07200000000000001	60402.36669865865	60091.43013364488	59567.445772318475	38482.279762430044	26045.239050200522	14956.560142487073	3174.4653501851813
0.07800000000000001	60487.0623632888	60073.852191084115	59531.851198841054	38425.29763935858	26015.12361279339	14948.704266233392	3174.3772375145227
0.08400000000000002	61013.522311507484	60057.162161921864	59492.44990470111	38363.6713759422	25982.64453365267	14940.230805114528	3174.2820839865103
0.09000000000000001	60415.54494921742	59993.128742530374	59443.94422906505	38297.38319632237	25947.812556331242	14931.142251713956	3174.1798914819806
0.09600000000000002	60248.06586254247	59928.12680937224	59390.751854568465	38226.41474070283	25910.63929919152	14921.441276082232	3174.0706620205783
0.10200000000000002	60314.96261723821	59889.07141230789	59334.50305546169	38150.74722311636	25871.137270710286	14911.130724208278	3173.9543977606513
0.10800000000000001	60800.75761718713	59845.59399352418	59272.93914547324	38070.36160008662	25829.319885279918	14900.213616387933	3173.8311009991244
0.11400000000000002	60204.17382865443	59768.02038873367	59205.105879154326	37985.23875015657	25785.201479394844	14888.693145490399	3173.700774171384
0.12000000000000002	60010.58157146869	59681.31741692366	59129.87651899441	37895.35966427286	25738.79732810492	14876.572675123378	3173.5634198511384
