Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.08)	0.0	0.08	1	1.0	0.01	0.0331351896843553	1	8.333333333333333e-05
(0.08, 0.16)	0.08	0.16	0	1.0	0.03	0.0	1	8.333333333333333e-05
(0.16, 0.24)	0.16	0.24	0	1.0	0.05	0.0	1	8.333333333333333e-05
(0.24, 0.32)	0.24	0.32	0	1.0	0.07	0.0	1	8.333333333333333e-05
(0.32, 0.4)	0.32	0.4	1	1.0	0.09	0.0036816877427061426	2	0.00016666666666666666
(0.4, 0.48)	0.4	0.48	0	1.0	0.11	0.0	2	0.00016666666666666666
(0.48, 0.56)	0.48	0.56	0	1.0	0.13	0.0	2	0.00016666666666666666
(0.56, 0.64)	0.56	0.64	0	1.0	0.15000000000000002	0.0	2	0.00016666666666666666
(0.64, 0.72)	0.64	0.72	0	1.0	0.16999999999999998	0.0	2	0.00016666666666666666
(0.72, 0.8)	0.72	0.8	1	1.0	0.19	0.0017439573518081711	3	0.00025
(0.8, 0.88)	0.8	0.88	0	1.0	0.21000000000000002	0.0	3	0.00025
(0.88, 0.96)	0.88	0.96	0	1.0	0.22999999999999998	0.0	3	0.00025
(0.96, 1.04)	0.96	1.04	0	1.0	0.25	0.0	3	0.00025
(1.04, 1.12)	1.04	1.12	1	1.0	0.27	0.0012272292475687138	4	0.0003333333333333333
(1.12, 1.2)	1.12	1.2	0	1.0	0.29000000000000004	0.0	4	0.0003333333333333333
(1.2, 1.28)	1.2	1.28	0	1.0	0.31	0.0	4	0.0003333333333333333
(1.28, 1.36)	1.28	1.36	1	1.0	0.33	0.0010040966571016742	5	0.0004166666666666667
(1.36, 1.44)	1.36	1.44	0	1.0	0.35	0.0	5	0.0004166666666666667
(1.44, 1.52)	1.44	1.52	1	1.0	0.37	0.0008955456671447371	6	0.0005
(1.52, 1.6)	1.52	1.6	0	1.0	0.39	0.0	6	0.0005
(1.6, 1.68)	1.6	1.68	0	1.0	0.41000000000000003	0.0	6	0.0005
(1.68, 1.76)	1.68	1.76	1	1.0	0.43	0.0007705858066129128	7	0.0005833333333333334
(1.76, 1.84)	1.76	1.84	0	1.0	0.45	0.0	7	0.0005833333333333334
(1.84, 1.92)	1.84	1.92	0	1.0	0.47	0.0	7	0.0005833333333333334
(1.92, 2.0)	1.92	2.0	3	1.0	0.49	0.0020286850827156296	10	0.0008333333333333334
