Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.08)	0.0	0.08	75	1.0	0.01	5.321246759937656	75	0.0002139806390317804
(0.08, 0.16)	0.08	0.16	231	1.0	0.03	5.463146673535993	306	0.000873041007249664
(0.16, 0.24)	0.16	0.24	376	1.0	0.05	5.33543675129749	682	0.0019457972775956565
(0.24, 0.32)	0.24	0.32	540	1.0	0.07	5.47328238165016	1222	0.0034864578786244754
(0.32, 0.4)	0.32	0.4	641	1.0	0.09	5.053213589807461	1863	0.005315279073549425
(0.4, 0.48)	0.4	0.48	834	1.0	0.11	5.379296724591524	2697	0.007694743779582823
(0.48, 0.56)	0.48	0.56	949	1.0	0.13	5.179346846339316	3646	0.010402312132131619
(0.56, 0.64)	0.56	0.64	1105	1.0	0.15000000000000002	5.226646817538766	4751	0.013554960213866516
(0.64, 0.72)	0.64	0.72	1228	1.0	0.16999999999999998	5.12509099702231	5979	0.017058536543613535
(0.72, 0.8)	0.72	0.8	1382	1.0	0.19	5.160675805076373	7361	0.021001486452172473
(0.8, 0.88)	0.8	0.88	1548	1.0	0.21000000000000002	5.230025386910159	8909	0.025418046841788423
(0.88, 0.96)	0.88	0.96	1734	1.0	0.22999999999999998	5.349009786511244	10643	0.030365279216203186
(0.96, 1.04)	0.96	1.04	1878	1.0	0.25	5.3297607547535515	12521	0.035723354417558965
(1.04, 1.12)	1.04	1.12	2074	1.0	0.27	5.4500077926472565	14595	0.04164063235558447
(1.12, 1.2)	1.12	1.2	2155	1.0	0.29000000000000004	5.272315755248582	16750	0.04778900938376429
(1.2, 1.28)	1.2	1.28	2397	1.0	0.31	5.4860337563744315	19147	0.05462783060721999
(1.28, 1.36)	1.28	1.36	2514	1.0	0.33	5.405096708882121	21661	0.06180046162756527
(1.36, 1.44)	1.36	1.44	2593	1.0	0.35	5.256378228006999	24254	0.06919848558769069
(1.44, 1.52)	1.44	1.52	2836	1.0	0.37	5.438218310336283	27090	0.07728980681827909
(1.52, 1.6)	1.52	1.6	3056	1.0	0.39	5.559565845596392	30146	0.08600880459002735
(1.6, 1.68)	1.6	1.68	3287	1.0	0.41000000000000003	5.688109951191914	33433	0.09538686272999353
(1.68, 1.76)	1.68	1.76	3326	1.0	0.43	5.48789665846593	36759	0.10487619080225621
(1.76, 1.84)	1.76	1.84	3597	1.0	0.45	5.67126654681355	40356	0.1151387022502204
(1.84, 1.92)	1.84	1.92	3779	1.0	0.47	5.704678441362956	44135	0.12592047338223505
(1.92, 2.0)	1.92	2.0	3978	1.0	0.49	5.759978125450882	48113	0.1372700064764807
(2.0, 2.08)	2.0	2.08	4278	1.0	0.51	5.951449317389088	52391	0.14947546212685342
(2.08, 2.16)	2.08	2.16	4543	1.0	0.53	6.081616108275918	56934	0.16243698270180515
(2.16, 2.24)	2.16	2.24	4743	1.0	0.55	6.118466274517401	61677	0.17596911831417494
(2.24, 2.32)	2.24	2.32	4914	1.0	0.5700000000000001	6.116633117738883	66591	0.1899891297835372
(2.32, 2.4)	2.32	2.4	5170	1.0	0.59	6.217140282232243	71761	0.20473952850079458
(2.4, 2.48)	2.4	2.48	5463	1.0	0.61	6.354092032686203	77224	0.22032587824786948
(2.48, 2.56)	2.48	2.56	5727	1.0	0.63	6.449688929981578	82951	0.23666543984433622
(2.56, 2.64)	2.56	2.64	6138	1.0	0.65	6.699858997435346	89089	0.2541776153426971
(2.64, 2.72)	2.64	2.72	6319	1.0	0.67	6.691533985282785	95408	0.2722061974499214
(2.72, 2.8000000000000003)	2.72	2.8000000000000003	6661	1.0	0.6900000000000001	6.849241481728447	102069	0.2912105312711306
(2.8000000000000003, 2.88)	2.8000000000000003	2.88	7149	1.0	0.71	7.143961143059996	109218	0.3116071657836399
(2.88, 2.96)	2.88	2.96	7525	1.0	0.73	7.313677053612942	116743	0.3330765565664952
(2.96, 3.04)	2.96	3.04	7829	1.0	0.75	7.406229490409222	124572	0.355413282206226
(3.04, 3.12)	3.04	3.12	8565	1.0	0.77	7.892030908894537	133137	0.3798498711836553
(3.12, 3.2)	3.12	3.2	9011	1.0	0.79	8.092785578700104	142148	0.40555893169452695
(3.2, 3.2800000000000002)	3.2	3.2800000000000002	9473	1.0	0.81	8.297641243932418	151621	0.43258611294183436
(3.2800000000000002, 3.36)	3.2800000000000002	3.36	10505	1.0	0.8300000000000001	8.979871038256295	162126	0.4625576677822191
(3.36, 3.44)	3.36	3.44	11146	1.0	0.85	9.303626099806284	173272	0.49435804381752874
(3.44, 3.52)	3.44	3.52	12117	1.0	0.87	9.881616396960075	185389	0.5289287558595032
(3.52, 3.6)	3.52	3.6	13515	1.0	0.89	10.774029956637794	198904	0.56748806701303
(3.6, 3.68)	3.6	3.68	14966	1.0	0.91	11.668539048970988	213870	0.610187190263025
(3.68, 3.7600000000000002)	3.68	3.7600000000000002	17432	1.0	0.93	13.29892093465705	231302	0.6599219969243849
(3.7600000000000002, 3.84)	3.7600000000000002	3.84	21618	1.0	0.95	16.145222800888817	252920	0.7215997763189054
(3.84, 3.92)	3.84	3.92	21190	1.0	0.97	15.499274067777195	274110	0.782056439533351
(3.92, 4.0)	3.92	4.0	76389	1.0	0.99	54.74541666597668	350499	1.0
(5.0, 5.06)	5.0	5.06	77	0.5	1.2574999999999998	0.028963004233458052	77	0.00021968678940596122
(5.06, 5.12)	5.06	5.12	106	0.5	1.2725	0.03940115479089367	183	0.0005221127592375442
(5.12, 5.18)	5.12	5.18	138	0.5	1.2875	0.05069822155746469	321	0.0009158371350560202
(5.18, 5.24)	5.18	5.24	172	0.5	1.3025	0.06246138231327906	493	0.00140656606723557
(5.24, 5.3)	5.24	5.3	212	0.5	1.3175	0.0761107695960726	705	0.002011418006898736
(5.3, 5.36)	5.3	5.36	309	0.5	1.3325	0.10968623715293543	1014	0.002893018239709671
(5.36, 5.42)	5.36	5.42	347	0.5	1.3475000000000001	0.12180400746721945	1361	0.0038830353296300415
(5.42, 5.48)	5.42	5.48	402	0.5	1.3625	0.13955661227285965	1763	0.005029971554840385
(5.48, 5.54)	5.48	5.54	541	0.5	1.3775	0.18576613008276077	2304	0.006573485231056294
(5.54, 5.6)	5.54	5.6	636	0.5	1.3925	0.21603433883553166	2940	0.008388041050045791
(5.6, 5.66)	5.6	5.66	752	0.5	1.4075	0.2527145885753672	3692	0.010533553590737777
(5.66, 5.72)	5.66	5.72	945	0.5	1.4224999999999999	0.3142247647344587	4637	0.01322970964253821
