Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.08)	0.0	0.08	11	1.0	0.01	547.0951168783903	11	0.00021782609556624883
(0.08, 0.16)	0.08	0.16	30	1.0	0.03	497.3591971621729	41	0.000811897265292382
(0.16, 0.24)	0.16	0.24	37	1.0	0.05	368.04580590000796	78	0.0015445850412879464
(0.24, 0.32)	0.24	0.32	69	1.0	0.07	490.2540657741418	147	0.0029109487316580527
(0.32, 0.4)	0.32	0.4	84	1.0	0.09	464.2019173513612	231	0.004574348006891225
(0.4, 0.48)	0.4	0.48	82	1.0	0.11	370.75867424816545	313	0.006198142537475989
(0.48, 0.56)	0.48	0.56	105	1.0	0.13	401.71319770790865	418	0.008277391631517457
(0.56, 0.64)	0.56	0.64	134	1.0	0.15000000000000002	444.3075494648746	552	0.01093090952296085
(0.64, 0.72)	0.64	0.72	170	1.0	0.16999999999999998	497.3591971621732	722	0.014297312818075605
(0.72, 0.8)	0.72	0.8	166	1.0	0.19	434.5348775206348	888	0.01758450662389354
(0.8, 0.88)	0.8	0.88	198	1.0	0.21000000000000002	468.9386716100493	1086	0.021505376344086023
(0.88, 0.96)	0.88	0.96	185	1.0	0.22999999999999998	400.0497890217478	1271	0.025168815224063844
(0.96, 1.04)	0.96	1.04	220	1.0	0.25	437.67609350271175	1491	0.02952533713538882
(1.04, 1.12)	1.04	1.12	254	1.0	0.27	467.8860595525625	1745	0.034555139705736745
(1.12, 1.2)	1.12	1.2	279	1.0	0.29000000000000004	478.49384830429807	2024	0.040080001584189784
(1.2, 1.28)	1.2	1.28	306	1.0	0.31	490.9416591342736	2330	0.04613952751539634
(1.28, 1.36)	1.28	1.36	332	1.0	0.33	500.3734953267915	2662	0.05271391512703222
(1.36, 1.44)	1.36	1.44	349	1.0	0.35	495.9381708845678	3011	0.059624943068179566
(1.44, 1.52)	1.44	1.52	333	1.0	0.37	447.6232774459554	3344	0.06621913305213965
(1.52, 1.6)	1.52	1.6	357	1.0	0.39	455.2749574022959	3701	0.07328857997188064
(1.6, 1.68)	1.6	1.68	393	1.0	0.41000000000000003	476.73698654813325	4094	0.08107091229529298
(1.68, 1.76)	1.68	1.76	405	1.0	0.43	468.4429647690228	4499	0.08909087308659577
(1.76, 1.84)	1.76	1.84	461	1.0	0.45	509.51686642613674	4960	0.09821976672805402
(1.84, 1.92)	1.84	1.92	509	1.0	0.47	538.6294284160559	5469	0.10829917424107408
(1.92, 2.0)	1.92	2.0	531	1.0	0.49	538.9749667206403	6000	0.11881423394522664
(2.0, 2.08)	2.0	2.08	504	1.0	0.51	491.50791248967613	6504	0.1287946295966257
(2.08, 2.16)	2.08	2.16	583	1.0	0.53	547.0951168783903	7087	0.14033941266163685
(2.16, 2.24)	2.16	2.24	579	1.0	0.55	523.5835911943598	7666	0.15180498623735122
