0,159199153
0,0651017899
0,029201982
-0,0310014682
-0,123204594
-0,151294317
-0,122069783
-0,140964442
-0,0131604263
0,0487117504
0,0324395321
0,0176432421
-0,0664636937
0,0794311233
0,146520752
0,118881754
0,0773245827
-0,142876831
-0,156070159
0,00351312527
0,122212606
0,102141241
-0,0153320154
-0,0614285654
-0,110167441
-0,121722293
-0,0745258206
-0,0962111861
0,0095765767
0,273535709
0,0606745572
-0,0623451745
-0,0270288564
0,0611148604
-0,0391419464
0,210518611
0,0597318355
-0,0561425934
0,0907176353
0,113906785
0,156417264
-0,0340330111
0,0610584317
0,0672640196
0,054211761
-0,139353342
0,0850579509
0,0942145941
0,0234355447
0,0126554441
0,0205675213
0,0896039444
0,117969491
0,19327612
-0,00866616176
0,0476349012
-0,0116298643
0,198374296
0,0421640264
0,0633398398
-0,0526933525
0,022742198
0,114419753
-0,0211533264
-0,0983524746
-0,176093491
0,0364139846
0,000346040331
-0,00210030625
0,023800078
-0,00834600268
0,0551685504
-0,0197809764
-0,0261446169
-0,1685293
-0,17842089
-0,184372976
0,0572370943
0,0672319876
-0,126945112
0,0453582029
0,0928003908
0,104053799
-0,0252249148
-0,0704578177
0,0305383554
-0,0217494436
-0,115213501
0,214772052
-0,0487802418
-0,103898963
-0,103380092
0,0485896236
-0,160239108
-0,151166881
0,00533485698
0,0535151377
-0,0854464946
0,141685332
-0,14273716
-0,0383011985
0,039743252
-0,0846722759
0,0404544777
0,114228998
0,0730131189
0,0470987869
0,029795938
-0,0800753996
-0,0626261174
0,0597951612
0,163737777
-0,0335619014
-0,13802204
0,0404641043
0,0336375146
0,0329117396
0,00173519848
-0,00840800778
-0,0966650659
0,0886571808
-0,161975609
0,110507749
0,0074799912
-0,0947857289
0,0117195267
-0,0819148708
0,0503552397
0,122572585
-0,116717291
0,0545392793
-0,0852342496
-0,0777746881
0,0104025762
0,147370618
-0,0366085337
-0,128510124
-0,0386801346
0,008113541
-0,00919255579
-0,0149532155
0,0129214446
0,0639469071
-0,0636447154
-0,116849109
0,159759859
0,165718022
-0,038238706
-0,124948358
0,117280788
0,205576353
-0,0435627403
-0,0180466732
-0,095211677
0,149093112
0,0266263354
0,0126657241
-0,0116402989
0,0620056264
0,0450473373
0,103358414
-0,0554853627
0,106654029
0,108581638
-0,0668370005
0,0348050707
0,01483669
0,0193329056
0,0219453196
-0,0796598397
0,0983209011
-0,00941414186
0,0441192012
0,0686415012
-0,0418131297
-0,00768795471
0,0864294141
0,0275162431
-0,041546445
0,120762987
-0,0129889384
-0,103056778
-0,187587994
0,264602664
0,00488856837
-0,0932768228
-0,0234728717
0,0846461595
0,0161243929
-0,0927230908
-0,114792438
0,128516876
-0,11827474
-0,162351809
-0,0527085676
0,0321041468
0,122824874
-0,0936322945
-0,00339107356
0,156921695
0,0726761679
-0,114514089
0,0940797411
-0,014088771
-0,104349082
0,102527238
0,0479852495
0,0177533583
-0,000184734645
0,0662504305
0,0589271726
-0,118513708
0,0783232582
0,212464918
-0,0710414772
-0,167538153
-0,0827120805
0,0689567683
-0,012450789
-0,00792996928
-0,223458189
0,101624192
0,0808560095
-0,157876888
0,0588415547
0,126023565
-0,18378852
-0,0722620391
-0,0064866357
0,0270099769
0,0578704991
-0,0243078044
0,0184995986
-0,11553978
-0,085083989
0,0332421794
-0,0699016669
-0,0509532943
-0,0531129473
0,0694737075
0,0768935411
-0,0842301124
-0,0328212508
0,0541368845
-0,120412525
-0,0832105064
-0,185529306
-0,101092252
0,100145118
0,0227725456
-0,11564949
0,0177419816
-0,0668979837
-0,0320433879
0,0525835388
0,0685080599
-0,0838919971
0,0439512905
0,096034692
-0,00546288684
-0,0960157652
0,0505984922
0,0450682708
0,0226475801
0,110396505
-0,0983190974
0,0133640787
-0,0126439962
0,0170564975
-0,00789273341
-0,161941276
0,0210256282
-0,0599504332
0,0950805369
0,0552777312
-0,0329814143
-0,208743531
0,14072418
0,244145038
0,00996522744
0,00805457116
-0,140740521
0,122377953
-0,116859125
0,00215934755
-0,0230014249
-0,224023571
0,0719162629
-0,051182522
-0,0654773899
0,077788517
-0,0431344574
0,00892038186
0,122424465
0,0737022835
-0,111543593
-0,113760845
0,1408258
0,0865971978
-0,00295041222
0,0690999163
0,0459229127
-0,181946565
0,133652306
0,00608268659
-0,182268369
0,0316343616
-0,0977911602
-0,0693986985
-0,0120887888
0,0146549412
-0,0936260765
-0,00718577008
-0,0532433279
-0,136875381
-0,0182074212
0,00418391574
0,0781113372
-0,0544407637
-0,0743727044
0,171958117
-0,10215257
-0,18050294
-0,0809137779
0,0169340657
0,0538501998
-0,117465419
-0,13702707
0,0123679072
-0,203601019
0,101721708
0,300410353
-0,250101405
-0,17936915
0,0456521118
0,130111241
0,00957266768
-0,139034053
0,124213405
0,0986518014
0,0106515269
-0,0470164763
0,034700547
-0,0357980346
0,0747871225
-0,125507501
0,038904362
0,150043392
-0,0375373746
0,10211706
0,0886399016
-0,101108797
-0,0680589215
0,0779881063
0,162940382
0,101289098
0,0204921004
0,165757379
-0,218314856
0,0704938145
0,107528789
-0,271177932
0,0479753891
0,160746569
-0,129184885
-3,89911072e-06
-0,00938381753
0,156661743
0,0778322892
-0,0047910667
-0,0501196516
-0,101504671
0,016055854
-0,0152373116
-0,10545385
0,0568755827
-0,019636705
-0,174315095
-0,0167756976
0,0542692769
0,098096559
-0,0970696524
0,0542178519
0,211585392
-0,0984485217
0,0271264244
-0,0949101958
-0,1199639
-0,0532768338
0,0737594794
-0,214158534
-0,0280051143
0,058305185
-0,0615920338
0,10070044
0,020536192
-0,191744434
-0,169027473
0,0296678696
-0,0103031234
-0,0771021197
0,127848924
0,0346181806
-0,0368083801
-0,0735432597
0,0350080659
0,167061085
-0,0306094866
-0,11704388
0,1441002
-0,0591278186
0,08651776
0,136162737
-0,0602695195
-0,0738414097
-0,1281754
0,169154442
0,0896862195
-0,0841280961
0,141720599
0,0314177466
-0,288413257
0,15100668
0,182893155
0,0668152657
-0,18888159
0,0418012578
0,194432404
0,0189147358
-0,0246258438
-0,0240811313
-0,156740309
0,028798532
0,0148933468
0,11647362
0,0614159168
0,0800343947
-0,0518455722
0,0364641524
0,206899763
0,0464349073
-0,256994833
0,124889442
0,145328786
0,0581644478
0,0437184305
-0,0147616792
-0,183483665
0,0482774429
0,10992155
0,0208359247
0,08600769
0,0106420482
-0,087557577
0,0638195835
0,0473569199
-0,0825086637
-0,15470527
0,0480082652
0,184171478
0,026972837
-0,0531739089
0,137364126
0,143300614
-0,0322881669
-0,0316089345
0,0802783114
-0,063283854
0,0413978719
0,177237499
-0,0258180464
-0,195536312
0,0924614139
0,0728971321
-0,101074893
0,0207093159
0,0747047557
-0,135459901
-0,0416349672
0,132043199
0,0152448659
-0,0548448196
-0,0319917006
-0,0970656834
0,0602008602
0,0474604848
0,171990091
-0,0552881737
-0,0519312985
0,196602087
0,18087013
-0,0418005364
0,0691562059
-0,135991382
0,206455062
-0,0063043035
-0,0231264104
-0,0105763399
0,0946033545
-0,0979447876
0,131447872
-0,0572961713
0,0473836501
-0,0880953575
0,018409899
-0,173350655
0,0216249982
0,0438012181
-0,169964869
0,100113573
0,0245254434
-0,19954517
0,130746008
0,0657450988
-0,098852317
-0,0579583425
-0,222181281
0,0397604197
-0,140087381
-0,129989098
0,223111478
-0,0141848239
-0,168926491
0,0278421963
0,117859376
-0,164835123
-0,0388401372
0,121718614
-0,1904753
0,102988801
-0,0207880745
0,0823042382
-0,0830655439
0,12140864
-0,141207327
-0,133361958
0,121461461
-0,104609922
