u	Value_40
0.	789.2289925262394
0.06	789.2281490789865
0.12	789.2256187528071
0.18	789.2214015944359
0.24	789.215497681761
0.3	789.2079071238206
0.36	789.1986300607982
0.42	789.1876666640146
0.48	789.1750171359197
0.54	789.1606817100833
0.6	789.1446606511819
0.66	789.1269542549879
0.72	789.1075628483545
0.78	789.0864867891981
0.84	789.0637264664811
0.9	789.0392823001946
0.96	789.0131547413372
1.02	788.9853442718901
1.08	788.9558514047974
1.14	788.9246766839375
1.2	788.8918206840987
1.26	788.8572840109503
1.32	788.8210673010126
1.38	788.7831712216253
1.44	788.7435964709168
1.5	788.7023437777653
1.56	788.6594139017704
1.62	788.6148076332089
1.68	788.5685257929993
1.74	788.5205692326617
1.8	788.4709388342745
1.86	788.4196355104348
1.92	788.3666602042084
1.98	788.3120138890877
2.04	788.2556975689438
2.1	788.1977122779758
2.16	788.1380590806622
2.22	788.076739071706
2.28	788.0137533759848
2.34	787.9491031484947
2.4	787.8827895742926
2.46	787.8148138684402
2.52	787.7451772759443
2.58	787.6738810716962
2.64	787.6009265604105
2.7	787.5263150765594
2.76	787.4500479843108
2.82	787.3721266774613
2.88	787.292552579366
2.94	787.2113271428734
3.	787.1284518502532
3.06	787.0439282131243
3.12	786.9577577723817
3.18	786.869942098123
3.24	786.7804827895727
3.3	786.6893814750031
3.36	786.5966398116577
3.42	786.5022594856705
3.48	786.4062422119853
3.54	786.3085897342717
3.6	786.209303824846
3.66	786.1083862845788
3.72	786.0058389428143
3.78	785.9016636572813
3.84	785.795862314003
3.9	785.6884368272073
3.96	785.5793891392361
4.02	785.4687212204514
4.08	785.3564350691424
4.14	785.2425327114296
4.2	785.1270162011681
4.26	785.0098876198495
4.32	784.8911490765053
4.38	784.7708027076037
4.44	784.6488506769502
4.5	784.5252951755854
4.56	784.4001384216783
4.62	784.2733826604268
4.68	784.1450301639453
4.74	784.0150832311624
4.8	783.8835441877106
4.86	783.7504153858173
4.92	783.6156992041939
4.98	783.479398047923
5.04	783.3415143483498
5.1	783.2020505629621
5.16	783.0610091752799
5.22	782.9183926947388
5.28	782.7742036565705
5.34	782.628444621686
5.4	782.4811181765585
5.46	782.3322269330989
5.52	782.1817735285385
5.58	782.0297606253032
5.64	781.8761909108939
5.7	781.7210670977593
5.76	781.564391923172
5.82	781.4061681491017
5.88	781.2463985620881
5.94	781.0850859731136
6.	780.9222332174727
6.06	780.7578431546433
6.12	780.5919186681551
6.18	780.4244626654582
6.24	780.2554780777892
6.3	780.0849678600397
6.36	779.9129349906201
6.42	779.7393824713247
6.48	779.5643133271951
6.54	779.3877306063855
6.6	779.2096373800204
6.66	779.0300367420604
6.72	778.8489318091598
6.78	778.6663257205281
6.84	778.4822216377877
6.9	778.2966227448327
6.96	778.1095322476867
7.02	777.9209533743575
7.08	777.7308893746967
7.14	777.5393435202509
7.2	777.3463191041188
7.26	777.151819440804
7.32	776.9558478660687
7.38	776.7584077367853
7.44	776.5595024307889
7.5	776.3591353467291
7.56	776.157309903918
7.62	775.954029542182
7.68	775.749297721712
7.74	775.5431179229091
7.8	775.3354936462356
7.86	775.1264284120601
7.92	774.9159257605057
7.98	774.7039892512976
8.04	774.4906224636044
8.1	774.2758289958889
8.16	774.0596124657492
8.22	773.8419765097648
8.28	773.6229247833381
8.34	773.4024609605411
8.4	773.1805887339547
8.46	772.9573118145137
8.52	772.7326339313463
8.58	772.5065588316173
8.64	772.27909028037
8.7	772.0502320603637
8.76	771.8199879719161
8.82	771.588361832743
8.88	771.3553574777969
8.94	771.1209787591076
9.	770.8852295456187
9.06	770.6481137230285
9.12	770.4096351936262
9.18	770.1697978761297
9.24	769.9286057055256
9.3	769.6860626329019
9.36	769.4421726252891
9.42	769.196939665495
9.48	768.9503677519408
9.54	768.7024608984979
9.6	768.4532231343225
9.66	768.2026585036938
9.72	767.9507710658472
9.78	767.6975648948105
9.84	767.4430440792379
9.9	767.1872127222475
9.96	766.9300749412531
10.02	766.6716348678003
10.08	766.4118966474001
10.14	766.150864439365
10.2	765.8885424166425
10.26	765.6249347656466
10.32	765.3600456860958
10.38	765.093879390844
10.44	764.8264401057176
10.5	764.5577320693455
10.56	764.2877595329957
10.62	764.016526760407
10.68	763.7440380276254
10.74	763.4702976228348
10.8	763.1953098461931
10.86	762.9190790096637
10.92	762.6416094368523
10.98	762.3629054628364
11.04	762.0829714340036
11.1	761.8018117078828
11.16	761.5194306529779
11.22	761.2358326486033
11.28	760.9510220847164
11.34	760.6650033617552
11.4	760.3777808904667
11.46	760.0893590917472
11.52	759.7997423964723
11.58	759.508935245335
11.64	759.2169420886788
11.7	758.9237673863327
11.76	758.6294156074464
11.82	758.333891230326
11.88	758.0371987422698
11.94	757.7393426394028
12.	757.440327426514
