u	Value_08
0.	8375.295769004793
0.06	8374.179592531049
0.12	8373.31342098886
0.18	8372.705930585324
0.24	8372.269962095832
0.3	8372.034815841165
0.36	8371.860632250045
0.42	8371.603636211734
0.48	8371.343454889433
0.54	8371.185749663933
0.6	8371.031825121938
0.66	8370.766096611538
0.72	8370.481385407815
0.78	8370.285729277575
0.84	8370.081901432008
0.9	8369.758401168478
0.96	8369.411402338417
1.02	8369.149010044086
1.08	8368.872592083733
1.14	8368.470904364282
1.2	8368.042132398872
1.26	8367.69497742856
1.32	8367.328778356456
1.38	8366.830993787018
1.44	8366.30157904743
1.5	8365.850471900278
1.56	8365.374507668217
1.62	8364.758707990379
1.68	8364.104815863046
1.74	8363.524594671648
1.8	8362.911755176663
1.86	8362.14769839688
1.92	8361.336021068839
1.98	8360.590845026938
2.04	8359.80184672953
2.1	8358.845301951673
2.16	8357.82662844664
2.22	8356.862731705376
2.28	8355.837831184635
2.34	8354.620878377533
2.4	8353.31872315982
2.46	8352.051166868116
2.52	8350.69454218023
2.58	8349.106829182914
2.64	8347.394915397479
2.7	8345.680633159964
2.76	8343.827731521149
2.82	8341.676242678637
2.88	8339.328755135279
2.94	8336.905040992931
3.	8334.245505339195
3.06	8331.156200752697
3.12	8327.721262714875
3.18	8324.042192766847
3.24	8319.90483538847
3.3	8315.033618194744
3.36	8309.438796067652
3.42	8303.129257496379
3.48	8295.707643199716
3.54	8286.60591713437
3.6	8275.444466982533
3.66	8261.622410234924
3.72	8243.587431166092
3.78	8218.529662473875
3.84	8181.6066046932565
3.9	8121.712073339826
3.96	8003.840867357462
4.02	7795.254101099818
4.08	7574.312074462261
4.14	7382.847910919712
4.2	7218.5644506274775
4.26	7074.961047864834
4.32	6947.144697786638
4.38	6831.706170964277
4.44	6726.215241962128
4.5	6628.865678118805
4.56	6538.24902265417
4.62	6453.2045978959195
4.68	6372.70880972881
4.74	6295.77808530883
4.8	6221.3655508746515
4.86	6148.2498614907245
4.92	6075.084957552834
4.98	6002.197854148102
5.04	5941.058235566123
5.1	5905.561995579955
5.16	5885.3605743619055
5.22	5872.06948921512
5.28	5862.436254105461
5.34	5854.991502621132
5.4	5848.977465984605
5.46	5843.959550784971
5.52	5839.6677047518615
5.58	5835.923414701942
5.64	5832.602773744189
5.7	5829.616308613566
5.76	5826.89725188467
5.82	5824.394362325194
5.88	5822.067334200157
5.94	5819.883750365821
6.	5817.816992720504
6.06	5815.844766296065
6.12	5813.94802765948
6.18	5812.1101856637915
6.24	5810.3164886429895
6.3	5808.5535403288295
6.36	5806.80890437854
6.42	5805.070768530462
6.48	5803.327646395297
6.54	5801.568099101098
6.6	5799.780461210536
6.66	5797.952555911524
6.72	5796.071383565715
6.78	5794.122765161687
6.84	5792.090917674987
6.9	5789.957931049085
6.96	5787.703105215623
7.02	5785.302088149403
7.08	5782.72572883136
7.14	5779.938516038249
7.2	5776.896404293487
7.26	5773.543712496258
7.32	5769.808581836944
7.38	5765.596125477286
7.44	5760.777745406674
7.5	5755.173813221202
7.56	5748.524281473376
7.62	5740.436019089285
7.68	5730.28197926919
7.74	5716.991780735453
7.8	5698.570480808097
7.86	5670.851432773801
7.92	5623.804696986912
7.98	5532.42548272762
8.04	5392.137142162669
8.1	5253.316617515985
8.16	5132.342454202068
8.22	5026.57100956509
8.28	4932.307565454284
8.34	4846.876686102642
8.4	4768.430104657914
8.46	4695.663012433836
8.52	4627.624535811401
8.58	4563.600386337196
8.64	4503.039505060038
8.7	4445.506906672637
8.76	4390.652415289512
8.82	4338.1893182516
8.88	4287.879397125439
8.94	4239.522176853133
9.	4192.947038316434
9.06	4148.007320877186
9.12	4104.575837479824
9.18	4062.5414117633604
9.24	4021.8061674627716
9.3	3982.2833802672544
9.36	3943.895756204926
9.42	3906.5740376766225
9.48	3870.2558641713485
9.54	3834.8848331004883
9.6	3800.40971945154
9.66	3766.783822649192
9.72	3733.9644161743317
9.78	3701.912280848688
9.84	3670.591306742313
9.9	3639.9681517526283
9.96	3610.011947285754
10.02	3580.6940433221303
10.08	3551.9877865989774
10.14	3523.8683267873043
10.2	3496.312446451702
10.26	3469.29841131021
10.32	3442.8058378986793
10.38	3416.815576220144
10.44	3391.3096053476056
10.5	3366.2709402666014
10.56	3341.6835485058746
10.62	3317.532275321159
10.68	3293.8027763774735
10.74	3270.481457025818
10.8	3247.555417396511
10.86	3225.0124026377453
10.92	3202.8407577178978
10.98	3181.0293862863823
11.04	3159.567713152841
11.1	3138.4456499999815
11.16	3117.6535639928816
11.22	3097.1822489886204
11.28	3077.022899085219
11.34	3057.1670842795356
11.4	3037.6067280300995
11.46	3018.3340865439695
11.52	2999.3417296267216
11.58	2980.6225229522156
11.64	2962.169611624144
11.7	2943.9764049148616
11.76	2926.0365620788953
11.82	2908.3439791489263
11.88	2890.8927766313623
11.94	2873.6772880268168
12.	2856.6920491079877
