u	Value_2
0.	6471.164039060441
0.06	6471.033841144845
0.12	6470.6431255068865
0.18	6469.991526338362
0.24	6469.078433512221
0.3	6467.902991919687
0.36	6466.464100556709
0.42	6464.760411374203
0.48	6462.790327910702
0.54	6460.552003730241
0.6	6458.043340692819
0.66	6455.2619870892695
0.72	6452.205335677491
0.78	6448.870521662504
0.84	6445.254420668777
0.9	6441.353646760471
0.96	6437.164550572701
1.02	6432.6832176261805
1.08	6427.905466907476
1.14	6422.826849808549
1.2	6417.4426495322705
1.26	6411.747881084853
1.32	6405.7372919923855
1.38	6399.405363896432
1.44	6392.746315203355
1.5	6385.75410498345
1.56	6378.422438339447
1.62	6370.744773488825
1.68	6362.714330831351
1.74	6354.324104301182
1.8	6345.566875332342
1.86	6336.435229795932
1.92	6326.921578297541
1.98	6317.018180251866
2.04	6306.71717217862
2.1	6296.010600687008
2.16	6284.890460634375
2.22	6273.3487389554
2.28	6261.377464659342
2.34	6248.968765481214
2.4	6236.114931645017
2.46	6222.808487149558
2.52	6209.042268916371
2.58	6194.8095140396
2.64	6180.103955246637
2.7	6164.919924510592
2.76	6149.252464549062
2.82	6133.097447695317
2.88	6116.45170133764
2.94	6099.313138791798
3.	6081.680894104424
3.06	6063.555458889852
3.12	6044.938818890823
3.18	6025.834587540714
3.24	6006.2481334116455
3.3	5986.18669808346
3.36	5965.659500689768
3.42	5944.677825219024
3.48	5923.255086598469
3.54	5901.406871693787
3.6	5879.150951636873
3.66	5856.507262360486
3.72	5833.497850872413
3.78	5810.146785630166
3.84	5786.48003035425
3.9	5762.52528170313
3.96	5738.311772374893
4.02	5713.8700423395085
4.08	5689.231681979091
4.14	5664.429051860434
4.2	5639.494984632184
4.26	5614.462475086987
4.32	5589.364364733227
4.38	5564.233027273463
4.44	5539.100061198695
4.5	5513.995995303919
4.56	5488.950012348232
4.62	5463.989695365777
4.68	5439.140800328671
4.74	5414.427058013634
4.8	5389.870007070109
4.86	5365.488859460646
4.92	5341.3003986690765
4.98	5317.3189103639
5.04	5293.556144574502
5.1	5270.021307890287
5.16	5246.7210837305165
5.22	5223.659678354914
5.28	5200.838889992
5.34	5178.258198252242
5.4	5155.914870865295
5.46	5133.804084733095
5.52	5111.919058319727
5.58	5090.251192500549
5.64	5068.790217159964
5.7	5047.524341050985
5.76	5026.440402699953
5.82	5005.524020444749
5.88	4984.759740022258
5.94	4964.131178458476
6.	4943.621163350634
6.06	4923.211866954771
6.12	4902.884934795014
6.18	4882.621608785216
6.24	4862.402845094107
6.3	4842.209427187199
6.36	4822.02207464043
6.42	4801.82154843955
6.48	4781.588753555434
6.54	4761.304839618151
6.6	4740.951300502127
6.66	4720.510073581008
6.72	4699.9636393146375
6.78	4679.2951216925285
6.84	4658.488389879124
6.9	4637.528161188526
6.96	4616.400105262549
7.02	4595.090949041035
7.08	4573.588581803464
7.14	4551.882159235413
7.2	4529.962205143501
7.26	4507.820709123228
7.32	4485.45121819197
7.38	4462.84892015416
7.44	4440.010716287396
7.5	4416.935280847357
7.56	4393.623104904447
7.62	4370.0765221606125
7.68	4346.299714660116
7.74	4322.298696703911
7.8	4298.081275796704
7.86	4273.656990080364
7.92	4249.037022411107
7.98	4224.234091984528
8.04	4199.262325162073
8.1	4174.137107860257
8.16	4148.874922488122
8.22	4123.493172920641
8.28	4098.010001347409
8.34	4072.444101017987
8.4	4046.8145289123313
8.46	4021.1405222028993
8.52	3995.4413220622564
8.58	3969.7360079331456
8.64	3944.043344849864
8.7	3918.381645816172
8.76	3892.7686506411496
8.82	3867.2214220428114
8.88	3841.756259276887
8.94	3816.3886290561945
9.	3791.1331131080624
9.06	3766.003371381267
9.12	3741.0121196610226
9.18	3716.1711201778353
9.24	3691.491183696251
9.3	3666.9821815336527
9.36	3642.653065976471
9.42	3618.5118976205767
9.48	3594.565878253643
9.54	3570.8213880100093
9.6	3547.2840256547383
9.66	3523.958650985882
9.72	3500.8494284766903
9.78	3477.9598714083213
9.84	3455.292885865155
9.9	3432.850814077248
9.96	3410.6354766960494
10.02	3388.6482136801365
10.08	3366.889923547001
10.14	3345.3611008154285
10.2	3324.0618715211795
10.26	3302.9920267375737
10.32	3282.1510540727763
10.38	3261.538167148327
10.44	3241.152333089507
10.5	3220.9922980784067
10.56	3201.056611035932
10.62	3181.3436455102255
10.68	3161.851619856733
10.74	3142.57861579997
10.8	3123.522595469727
10.86	3104.6814170050206
10.92	3086.052848818443
10.98	3067.634582611532
11.04	3049.4242452291187
11.1	3031.419409437112
11.16	3013.617603704419
11.22	2996.0163210655087
11.28	2978.613027135865
11.34	2961.405167348279
11.4	2944.390173473518
11.46	2927.5654694847567
11.52	2910.9284768209454
11.58	2894.47661910041
11.64	2878.207326332094
11.7	2862.1180386683527
11.76	2846.2062097397065
11.82	2830.469309608876
11.88	2814.9048273783383
11.94	2799.510273482894
12.	2784.283181696149
