u	Value_4
0.	5000.979408064533
0.06	5000.873446273515
0.12	5000.5555606591315
0.18	5000.025750589011
0.24	4999.284015314461
0.3	4998.330354428283
0.36	4997.164768505362
0.42	4995.78725992578
0.48	4994.197833880019
0.54	4992.396499555584
0.6	4990.3832715043645
0.66	4988.158171189623
0.72	4985.72122871139
0.78	4983.072484708631
0.84	4980.211992436182
0.9	4977.139820014032
0.96	4973.8560528460075
1.02	4970.360796204308
1.08	4966.654177975715
1.14	4962.736351564556
1.2	4958.60749894661
1.26	4954.267833867391
1.32	4949.7176051770475
1.38	4944.957100293197
1.44	4939.986648781755
1.5	4934.806626044618
1.56	4929.417457101644
1.62	4923.819620453079
1.68	4918.0136520069955
1.74	4912.000149054801
1.8	4905.779774276367
1.86	4899.353259754523
1.92	4892.721410977281
1.98	4885.885110804271
2.04	4878.845323372429
2.1	4871.603097914307
2.16	4864.159572460972
2.22	4856.515977399953
2.28	4848.673638857541
2.34	4840.633981873583
2.4	4832.398533335981
2.46	4823.968924641542
2.52	4815.346894049256
2.58	4806.534288692113
2.64	4797.533066213679
2.7	4788.345295996336
2.76	4778.97315994894
2.82	4769.418952823183
2.88	4759.685082029691
2.94	4749.774066927147
3.	4739.688537560591
3.06	4729.4312328281085
3.12	4719.004998058938
3.18	4708.412781989959
3.24	4697.657633132215
3.3	4686.742695523935
3.36	4675.671203871748
3.42	4664.446478087427
3.48	4653.071917233174
3.54	4641.550992894367
3.6	4629.887242004851
3.66	4618.084259155721
3.72	4606.145688424529
3.78	4594.075214767681
3.84	4581.876555024226
3.9	4569.553448584428
3.96	4557.109647781285
4.02	4544.548908067319
4.08	4531.874978042618
4.14	4519.0915894031405
4.2	4506.202446880467
4.26	4493.211218245813
4.32	4480.121524451759
4.38	4466.936929985131
4.44	4453.660933503594
4.5	4440.296958826792
4.56	4426.848346350495
4.62	4413.318344948873
4.68	4399.710104426271
4.74	4386.0266685751885
4.8	4372.270968892132
4.86	4358.4458189973175
4.92	4344.553909798228
4.98	4330.597805430587
5.04	4316.579940003732
5.1	4302.50261517058
5.16	4288.367998535403
5.22	4274.178122905956
5.28	4259.934886389532
5.34	4245.6400533259875
5.4	4231.295256044357
5.46	4216.901997423564
5.52	4202.461654231897
5.58	4187.975481214542
5.64	4173.44461589344
5.7	4158.87008403916
5.76	4144.252805770322
5.82	4129.593602232492
5.88	4114.8932028052395
5.94	4100.152252783295
6.	4085.3713214755467
6.06	4070.5509106636814
6.12	4055.691463360967
6.18	4040.79337281067
6.24	4025.8569916629795
6.3	4010.8826412692006
6.36	3995.870621032068
6.42	3980.8212177515793
6.48	3965.7347149066272
6.54	3950.61140181383
6.6	3935.4515826064176
6.66	3920.2555849779337
6.72	3905.0237686373594
6.78	3889.7565334248247
6.84	3874.4543270395225
6.9	3859.1176523344247
6.96	3843.7470741354628
7.02	3828.3432255463435
7.08	3812.906813703675
7.14	3797.4386249511062
7.2	3781.939529405156
7.26	3766.410484889809
7.32	3750.852540221404
7.38	3735.266837829955
7.44	3719.654615707905
7.5	3704.0172086821144
7.56	3688.3560490097702
7.62	3672.672666303954
7.68	3656.9686867993964
7.74	3641.2458319737652
7.8	3625.505916544591
7.86	3609.750845866315
7.92	3593.982612756271
7.98	3578.2032937823355
8.04	3562.415045048625
8.1	3546.620097518834
8.16	3530.820751919682
8.22	3515.019373269243
8.28	3499.218385076888
8.34	3483.4202632629217
8.4	3467.627529846908
8.46	3451.842746454065
8.52	3436.0685076889235
8.58	3420.307434424905
8.64	3404.56216705733
8.7	3388.8353587658335
8.76	3373.1296688302536
8.82	3357.4477560417395
8.88	3341.792272248165
8.94	3326.1658560700844
9.	3310.5711268202913
9.06	3295.010678656742
9.12	3279.48707499524
9.18	3264.0028432046943
9.24	3248.560469604325
9.3	3233.1623947786375
9.36	3217.8110092226298
9.42	3202.50864932629
9.48	3187.25759370432
9.54	3172.060059873984
9.6	3156.918201281133
9.66	3141.83410467187
9.72	3126.809787804899
9.78	3111.8471974974573
9.84	3096.948207995808
9.9	3082.1146196595864
9.96	3067.3481579478425
10.02	3052.6504726934577
10.08	3038.0231376515544
10.14	3023.4676503068335
10.2	3008.985431924146
10.26	2994.5778278262546
10.32	2980.2461078825245
10.38	2965.9914671922584
10.44	2951.8150269464295
10.5	2937.717835451874
10.56	2923.700869302228
10.62	2909.7650346804257
10.68	2895.9111687779728
10.74	2882.1400413169004
10.8	2868.452356160796
10.86	2854.8487530020984
10.92	2841.3298091134284
10.98	2827.8960411515454
11.04	2814.5479070031515
11.1	2801.285807662566
11.16	2788.110089131968
11.22	2775.021044335661
11.28	2762.0189150404685
11.34	2749.103893775098
11.4	2736.2761257419197
11.46	2723.5357107152813
11.52	2710.882704921042
11.58	2698.3171228926117
11.64	2685.838939299305
11.7	2673.4480907433554
11.76	2661.1444775223563
11.82	2648.9279653544318
11.88	2636.798387063749
11.94	2624.7555442244693
12.	2612.799208761534
