u	Value_04
0.	8421.721607943822
0.06	8417.020848422555
0.12	8417.063967625701
0.18	8415.277635443945
0.24	8413.590759697467
0.3	8414.350927192503
0.36	8415.480050141143
0.42	8414.168022514057
0.48	8412.82515566509
0.54	8413.754614909809
0.6	8414.910823096105
0.66	8413.600701316705
0.72	8412.287188650542
0.78	8413.238768147623
0.84	8414.378525311067
0.9	8413.028180634634
0.96	8411.690258735234
1.02	8412.634758349812
1.08	8413.751410614997
1.14	8412.344920204332
1.2	8410.958670678328
1.26	8411.884654656556
1.32	8412.975675558264
1.38	8411.499313824712
1.44	8410.045894000123
1.5	8410.945491870129
1.56	8412.007755780674
1.62	8410.44516234293
1.68	8408.904190345065
1.74	8409.768820724696
1.8	8410.796833187986
1.86	8409.12626648011
1.92	8407.471952850177
1.98	8408.289617038514
2.04	8409.273688884032
2.1	8407.464606926116
2.16	8405.661308776107
2.22	8406.413244184747
2.28	8407.33643313643
2.34	8405.343764543184
2.4	8403.33877019479
2.46	8403.993610651925
2.52	8404.825721890189
2.58	8402.579003696881
2.64	8400.288764462388
2.7	8400.79054209687
2.76	8401.475090921514
2.82	8398.855597965066
2.88	8396.13598519586
2.94	8396.376051496656
3.	8396.798305068716
3.06	8393.584183072282
3.12	8390.156149874572
3.18	8389.89615105035
3.24	8389.790361748785
3.3	8385.498113249929
3.36	8380.718994758703
3.42	8379.323891424605
3.48	8377.92307936824
3.54	8371.191554755002
3.6	8363.06467184419
3.66	8358.115714302854
3.72	8352.013189526486
3.78	8336.340449864038
3.84	8312.411566281276
3.9	8283.274969917718
3.96	8201.517626024322
4.02	7889.40714154649
4.08	7615.925785292185
4.14	7405.863342984687
4.2	7233.297497903397
4.26	7085.287269409405
4.32	6954.819317612174
4.38	6837.634696798907
4.44	6730.906806695625
4.5	6632.619731536693
4.56	6541.238854448535
4.62	6455.513023430703
4.68	6374.333606868065
4.74	6296.603603573625
4.8	6221.065312758365
4.86	6145.984528222917
4.92	6068.421442861502
4.98	5982.880538815313
5.04	5904.106366611528
5.1	5879.515651478643
5.16	5868.271602711177
5.22	5861.266836272438
5.28	5856.312120756403
5.34	5852.527468969888
5.4	5849.4898965212915
5.46	5846.9653722557
5.52	5844.811617641441
5.58	5842.935893390806
5.64	5841.274439617072
5.7	5839.781525111804
5.76	5838.423192474461
5.82	5837.173477898779
5.88	5836.012017331597
5.94	5834.922469431526
6.	5833.8914403668405
6.06	5832.9077279378325
6.12	5831.961774871908
6.18	5831.045262362157
6.24	5830.150799249852
6.3	5829.271677036623
6.36	5828.40167009885
6.42	5827.534866255084
6.48	5826.665516453815
6.54	5825.787894520395
6.6	5824.896159033721
6.66	5823.9842097003
6.72	5823.045530117761
6.78	5822.0730075073225
6.84	5821.058717642448
6.9	5819.993659421191
6.96	5818.867417654302
7.02	5817.6677235447005
7.08	5816.379868107432
7.14	5814.9859011218505
7.2	5813.463511254864
7.26	5811.7844209859795
7.32	5809.912022405427
7.38	5807.797786098342
7.44	5805.375610057315
7.5	5802.552550608569
7.56	5799.1928472587
7.62	5795.088674894258
7.68	5789.902413145398
7.74	5783.040853523627
7.8	5773.346993399817
7.86	5758.126370691002
7.92	5730.334554091439
7.98	5642.852837465407
8.04	5439.7675138763525
8.1	5275.567239245149
8.16	5145.16172327192
8.22	5035.003939285434
8.28	4938.341838775377
8.34	4851.446964304286
8.4	4772.034946104455
8.46	4698.593897183828
8.52	4630.064052755994
8.58	4565.669207208279
8.64	4504.820859223407
8.7	4447.060229992638
8.76	4392.021394355345
8.82	4339.406853578866
8.88	4288.970785698513
8.94	4240.507221021807
9.	4193.841483413608
9.06	4148.823859726332
9.12	4105.324827669956
9.18	4063.231397761087
9.24	4022.444267232268
9.3	3982.8755759956957
9.36	3944.4471159727095
9.42	3907.088886614801
9.48	3870.7379181401748
9.54	3835.337304196243
9.6	3800.8354000841355
9.66	3767.1851531399125
9.72	3734.3435395513798
9.78	3702.2710876040765
9.84	3670.93147164855
9.9	3640.291164348044
9.96	3610.319137273156
10.02	3580.986601851908
10.08	3552.2667842003016
10.14	3524.134728552366
10.2	3496.5671249556244
10.26	3469.5421576541225
10.32	3443.0393711890624
10.38	3417.0395517389047
10.44	3391.524621620775
10.5	3366.4775452024946
10.56	3341.8822447437046
10.62	3317.723524907087
10.68	3293.987004865524
10.74	3270.6590570852354
10.8	3247.726751994057
10.86	3225.177807852746
10.92	3203.000545238953
10.98	3181.1838456313253
11.04	3159.7171136473976
11.1	3138.5902425454256
11.16	3117.7935826487405
11.22	3097.3179123927807
11.28	3077.154411730796
11.34	3057.2946376651917
11.4	3037.7305016983873
11.46	3018.4542490202834
11.52	2999.4584392699085
11.58	2980.7359287264635
11.64	2962.279853800614
11.7	2944.08361571047
11.76	2926.140866238775
11.82	2908.445494478336
11.88	2890.991614482152
11.94	2873.773553742929
12.	2856.785842434028
