Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.08)	0.0	0.08	32	1.0	0.01	1591.5494309189535	32	0.00016
(0.08, 0.16)	0.08	0.16	135	1.0	0.03	2238.116387229778	167	0.000835
(0.16, 0.24)	0.16	0.24	213	1.0	0.05	2118.750179910857	380	0.0019
(0.24, 0.32)	0.24	0.32	270	1.0	0.07	1918.3854747683808	650	0.00325
(0.32, 0.4)	0.32	0.4	375	1.0	0.09	2072.32998817572	1025	0.005125
(0.4, 0.48)	0.4	0.48	474	1.0	0.11	2143.1659950442736	1499	0.007495
(0.48, 0.56)	0.48	0.56	562	1.0	0.13	2150.122067731854	2061	0.010305
(0.56, 0.64)	0.56	0.64	635	1.0	0.15000000000000002	2105.487267986533	2696	0.01348
(0.64, 0.72)	0.64	0.72	724	1.0	0.16999999999999998	2118.1650514436083	3420	0.0171
(0.72, 0.8)	0.72	0.8	807	1.0	0.19	2112.4677479467005	4227	0.021135
(0.8, 0.88)	0.8	0.88	915	1.0	0.21000000000000002	2167.0650733494704	5142	0.02571
(0.88, 0.96)	0.88	0.96	995	1.0	0.22999999999999998	2151.6191355494	6137	0.030685
(0.96, 1.04)	0.96	1.04	1102	1.0	0.25	2192.359341090856	7239	0.036195
(1.04, 1.12)	1.04	1.12	1196	1.0	0.27	2203.117036318365	8435	0.042175
(1.12, 1.2)	1.12	1.2	1307	1.0	0.29000000000000004	2241.546450658486	9742	0.04871
(1.2, 1.28)	1.2	1.28	1365	1.0	0.31	2189.984852020534	11107	0.055535
(1.28, 1.36)	1.28	1.36	1445	1.0	0.33	2177.8304239373906	12552	0.06276
(1.36, 1.44)	1.36	1.44	1588	1.0	0.35	2256.5897288386636	14140	0.0707
(1.44, 1.52)	1.44	1.52	1625	1.0	0.37	2184.347825374407	15765	0.078825
(1.52, 1.6)	1.52	1.6	1785	1.0	0.39	2276.3747870114794	17550	0.08775
(1.6, 1.68)	1.6	1.68	1871	1.0	0.41000000000000003	2269.6562387571435	19421	0.097105
(1.68, 1.76)	1.68	1.76	1950	1.0	0.43	2255.4661266656653	21371	0.106855
(1.76, 1.84)	1.76	1.84	2151	1.0	0.45	2377.3769624351844	23522	0.11761
(1.84, 1.92)	1.84	1.92	2246	1.0	0.47	2376.742035800514	25768	0.12884
(1.92, 2.0)	1.92	2.0	2332	1.0	0.49	2367.023770984055	28100	0.1405
(2.0, 2.08)	2.0	2.08	2453	1.0	0.51	2392.20021693884	30553	0.152765
(2.08, 2.16)	2.08	2.16	2565	1.0	0.53	2407.030831549007	33118	0.16559
(2.16, 2.24)	2.16	2.24	2806	1.0	0.55	2537.4361949764657	35924	0.17962
(2.24, 2.32)	2.24	2.32	2752	1.0	0.5700000000000001	2401.2851062987793	38676	0.19338
(2.32, 2.4)	2.32	2.4	2913	1.0	0.59	2455.6056632769646	41589	0.207945
(2.4, 2.48)	2.4	2.48	3209	1.0	0.61	2616.4355142514933	44798	0.22399
(2.48, 2.56)	2.48	2.56	3279	1.0	0.63	2588.636202372643	48077	0.240385
(2.56, 2.64)	2.56	2.64	3534	1.0	0.65	2704.1036965709504	51611	0.258055
(2.64, 2.72)	2.64	2.72	3669	1.0	0.67	2723.5983498328496	55280	0.2764
(2.72, 2.8000000000000003)	2.72	2.8000000000000003	3845	1.0	0.6900000000000001	2771.5161059254406	59125	0.295625
(2.8000000000000003, 2.88)	2.8000000000000003	2.88	3968	1.0	0.71	2779.607456816213	63093	0.315465
(2.88, 2.96)	2.88	2.96	4329	1.0	0.73	2949.4081705685567	67422	0.33711
(2.96, 3.04)	2.96	3.04	4556	1.0	0.75	3021.291336361144	71978	0.35989
(3.04, 3.12)	3.04	3.12	4691	1.0	0.77	3030.015576477597	76669	0.383345
(3.12, 3.2)	3.12	3.2	5027	1.0	0.79	3164.8413723218196	81696	0.40848
(3.2, 3.2800000000000002)	3.2	3.2800000000000002	5470	1.0	0.81	3358.7096400951696	87166	0.43583
(3.2800000000000002, 3.36)	3.2800000000000002	3.36	5778	1.0	0.8300000000000001	3462.339085786812	92944	0.46472
(3.36, 3.44)	3.36	3.44	6282	1.0	0.85	3675.777031262079	99226	0.49613
(3.44, 3.52)	3.44	3.52	6566	1.0	0.87	3753.6327454791062	105792	0.52896
(3.52, 3.6)	3.52	3.6	7463	1.0	0.89	4170.552458900324	113255	0.566275
(3.6, 3.68)	3.6	3.68	8164	1.0	0.91	4462.022511683496	121419	0.607095
(3.68, 3.7600000000000002)	3.68	3.7600000000000002	9613	1.0	0.93	5140.982755182745	131032	0.65516
(3.7600000000000002, 3.84)	3.7600000000000002	3.84	11894	1.0	0.95	6226.937148470436	142926	0.71463
(3.84, 3.92)	3.84	3.92	10517	1.0	0.97	5392.5017284067835	153443	0.767215
(3.92, 4.0)	3.92	4.0	46557	1.0	0.99	23389.44660836287	200000	1.0
(5.0, 5.06)	5.0	5.06	97	1.0	1.2574999999999998	51.1531791912324	97	0.000485
(5.06, 5.12)	5.06	5.12	168	1.0	1.2725	87.55085278139559	265	0.001325
(5.12, 5.18)	5.12	5.18	211	1.0	1.2875	108.67861809835013	476	0.00238
(5.18, 5.24)	5.18	5.24	254	1.0	1.3025	129.3197554233557	730	0.00365
(5.24, 5.3)	5.24	5.3	308	1.0	1.3175	155.02758530140417	1038	0.00519
(5.3, 5.36)	5.3	5.36	350	1.0	1.3325	174.18458437199166	1388	0.00694
(5.36, 5.42)	5.36	5.42	433	1.0	1.3475000000000001	213.09242535185894	1821	0.009105
(5.42, 5.48)	5.42	5.48	483	1.0	1.3625	235.08207190637629	2304	0.01152
(5.48, 5.54)	5.48	5.54	617	1.0	1.3775	297.0314576155469	2921	0.014605
(5.54, 5.6)	5.54	5.6	668	1.0	1.3925	318.1193955277885	3589	0.017945
(5.6, 5.66)	5.6	5.66	776	1.0	1.4075	365.61348679487753	4365	0.021825
(5.66, 5.72)	5.66	5.72	864	1.0	1.4224999999999999	402.7822812870502	5229	0.026145
(5.72, 5.78)	5.72	5.78	1025	1.0	1.4375	472.85164251939585	6254	0.03127
(5.78, 5.84)	5.78	5.84	1141	1.0	1.4525000000000001	520.9288297987775	7395	0.036975
(5.84, 5.9)	5.84	5.9	1280	1.0	1.4675	578.4166018104034	8675	0.043375
(5.9, 5.96)	5.9	5.96	1354	1.0	1.4825	605.6655226150285	10029	0.050145
(5.96, 6.02)	5.96	6.02	1471	1.0	1.4975	651.4104654651637	11500	0.0575
(6.02, 6.08)	6.02	6.08	1635	1.0	1.5125	716.8549089676217	13135	0.065675
(6.08, 6.14)	6.08	6.14	1803	1.0	1.5274999999999999	782.7505793635805	14938	0.07469
(6.14, 6.2)	6.14	6.2	1952	1.0	1.5425	839.1962423429937	16890	0.08445
(6.2, 6.26)	6.2	6.26	2008	1.0	1.5575	854.9575327140972	18898	0.09449
(6.26, 6.32)	6.26	6.32	2231	1.0	1.5725	940.8444039163056	21129	0.105645
