U	Potencial_0.004	Potencial_0.04	Potencial_0.08	Potencial_2.0	Potencial_4.0	Potencial_8.0	Potencial_40.0
0.0	1180.9931907695504	1175.7627246590314	1167.887870411716	777.0874921110681	505.64698558962596	264.90655934691927	50.47619594861016
0.06	1180.5042547714038	1175.593099700322	1168.0730118612287	777.0517920099204	505.62018176952165	264.899338832791	50.476137887303636
0.12	1188.63508027501	1177.1424890575759	1168.9140343064569	776.9446537211355	505.53977092215064	264.8776795951686	50.47596370460017
0.18	1187.340647449157	1179.3918973473483	1169.9964519702394	776.7659632503787	505.4057549163979	264.8415885475027	50.47567340414936
0.24	1184.91673805748	1179.4240218963616	1170.3407653009058	776.515530479834	505.2181369672847	264.7910772094136	50.47526699203307
0.3	1185.9982351869364	1179.2914370289586	1170.2527697783016	776.1930889788462	504.976921786297	264.7261617024901	50.47474447676567
0.36	1196.193544675093	1179.5400762130362	1170.0830813323107	775.7982957418737	504.682115791873	264.6468627443966	50.47410586929316
0.42	1185.0097323235293	1178.445314089338	1169.6844089366207	775.3307308568071	504.3337273800687	264.5532056412771	50.47335118299282
0.48	1182.7313898051068	1177.860719586458	1169.4741193412303	774.7898971075216	503.9317672554056	264.4452202784397	50.47248043367231
0.54	1184.8544082795288	1178.3956333793956	1169.6455231481423	774.1752195154149	503.4762488219059	264.3229411093089	50.47149363956864
0.6	1195.7118682991447	1179.402859944905	1169.9661862427743	773.4860448254349	502.9671886342902	264.18640714261784	50.4703908213473
0.6599999999999999	1186.3154080756879	1179.235506163555	1170.0545515423332	772.7216409429558	502.40460690927495	264.0356619278263	50.46917200210094
0.72	1184.233350424397	1178.9116726755158	1169.9832453236456	771.8811963286403	501.78852809685935	263.8707535387288	50.46783720734802
0.78	1185.9211878990784	1178.9227814199023	1169.8320280699397	770.9638193592771	501.11898151144413	263.69173455523344	50.46638646503133
0.84	1193.5872471313724	1178.8573035407326	1169.6774119627162	769.9685376635503	500.3960020225082	263.49866204327395	50.46481980551644
0.8999999999999999	1185.892727542777	1178.772058392384	1169.6431154121703	768.8942974427547	499.6196308045112	263.29159753282426	50.46313726158986
0.96	1183.6525637271204	1178.4167840681362	1169.5820756909868	767.7399627878773	498.7899161455439	263.0706069939837	50.46133886845697
1.02	1185.26613838327	1178.5578929949945	1169.5972569531693	766.5043150061251	497.9069143141081	262.8357608110898	50.45942466374022
1.08	1194.259147136051	1179.166042053583	1169.8354500867117	765.1860519722305	496.9706904832528	262.587133754829	50.45739468747696
1.14	1186.9718946868727	1179.647392219963	1170.216901388678	763.7837875225633	495.98131971109655	262.3248049522975	50.455248982116686
1.2	1185.544024654195	1179.910045401273	1170.5137632767821	762.2960509136383	494.9388879765385	262.0488578549801	50.45298759251916
1.26	1187.7989569146137	1180.2791633701902	1170.5992593454537	760.7212863708338	493.84349326873047	261.7593802045986	50.450610565951315
1.3199999999999998	1196.2792564588924	1180.3201365387335	1170.520423421224	759.0578527583361	492.6952467285883	261.4564639967977	50.448117952084644
1.38	1187.5382939372216	1180.1081254451644	1170.460065850269	757.3040234073736	491.4942738403326	261.1402054426184	50.445509802992454
1.44	1185.4761908015532	1179.8595338038185	1170.3994838650206	755.457986146865	490.2407156707009	260.8107049277228	50.442786173146814
1.5	1187.5008072653186	1180.0846933644439	1170.3484710943455	753.5178435884857	488.9347301531023	260.46806696933095	50.43994711941497
1.56	1196.99464968197	1180.4059735800568	1170.3296117011296	751.4816137270044	487.57649341360207	260.112400170827	50.43699270105664
1.6199999999999999	1187.965842312617	1180.322507393745	1170.3399912096556	749.3472309262352	486.1662011351897	259.74381717399945	50.43392297972017
1.68	1186.3049971710052	1180.31402760752	1170.324595662662	747.1125473712398	484.70406995631305	259.36243460887647	50.43073801943916
1.74	1188.576088025138	1180.4292196507247	1170.0842390339733	744.775335078107	483.19033889920667	258.96837304112574	50.427437886628574
1.7999999999999998	1196.6217073748242	1179.8927800954377	1169.5884842761084	742.3332885638115	481.6252708230121	258.56175691697933	50.424022650081014
1.8599999999999999	1186.6649414012275	1179.184549453538	1169.2010400974314	739.7840282899507	480.00915389616324	258.14271450566497	50.42049238096251
1.92	1185.0204254035082	1179.0889656420172	1169.0809146000752	737.1251050055197	478.34230308197834	257.7113778393034	50.4168471528088
1.98	1187.7323678945136	1179.550401173772	1169.0231437627613	734.3540051250096	476.6250616308143	257.26788265025897	50.41308704152071
2.04	1197.2498528688661	1179.633459218559	1168.848703580652	731.4681572887508	474.8578025716088	256.81236830592036	50.40921212535995
2.1	1187.613092655208	1179.3818953034372	1168.6906481768076	728.464940262262	473.0409301950257	256.34497774089095	50.405222484944325
2.16	1185.3588263569206	1179.0857956262932	1168.5262605919702	725.341692339992	471.1748815199018	255.86585738658337	50.40111820324343
2.2199999999999998	1187.650170372425	1179.298899720913	1168.3551933228887	722.0957224257443	469.260127734108	255.37515709820772	50.39689936557364
2.28	1198.3746092320055	1179.5711856501061	1168.184828938376	718.7243229666475	467.29717560043764	254.87303007915037	50.39256605959318
2.34	1188.0500606822577	1179.3084036259513	1167.996984463802	715.2247849190483	465.28656881763186	254.35963280274618	50.38811837529713
2.4	1185.4597500109296	1178.8667243038672	1167.7488177151852	711.5944149221666	463.2288893262024	253.8351249314525	50.3835564050121
2.46	1187.7387502895751	1179.0375455076432	1167.5372682281527	707.8305548478241	461.1247585483081	253.2996692334389	50.37888024339113
2.52	1199.4394752614353	1179.4963618544834	1167.4267394538683	703.9306038807007	458.974838550621	252.7534314966078	50.37408998740816
2.58	1188.6488119265916	1179.4085822455577	1167.3541232250989	699.8920432621609	456.77983311884105	252.1965804400779	50.36918573635211
2.6399999999999997	1186.580375149288	1179.3708892226894	1167.2748011242215	695.7124638002488	454.5404887323461	251.62928762315335	50.36416759182185
2.6999999999999997	1189.574434385152	1179.767566045381	1167.0829210820743	691.3895962075039	452.2575954273985	251.05172735182327	50.35903565771966
2.76	1201.4034580774921	1179.8574801845982	1166.7343544767816	686.9213442755911	449.9319875373347	250.46407658282993	50.35379004024557
2.82	1189.4841869423528	1179.4493179921574	1166.3755108158819	682.3058208300374	447.56454429833155	249.86651482536124	50.348430847891464
2.88	1186.822358890982	1179.075348666132	1166.0257555569124	677.541386329027	445.15619030959607	249.25922404041907	50.34295819143451
2.94	1189.8157052974586	1179.367095163032	1165.6818646845106	672.6266898768401	442.7078958372338	248.6423885379328	50.33737218393096
3.0	1203.3172387356378	1179.7255605713783	1165.3497038572389	667.5607123158612	440.2206769515951	248.01619487168185	50.33167294070966
3.06	1190.7229944000176	1179.5711667018454	1165.0666770570103	662.3428109423955	437.69559548857956	247.3808317321122	50.325860579365575
3.12	1188.082616316064	1179.414215999782	1164.7942201940912	656.972765263728	435.13375882620005	246.73648983712303	50.3199352197528
3.1799999999999997	1191.877501750934	1180.0774109996987	1164.5387123462062	651.4508230807573	432.5363194686962	246.08336182091836	50.313896983978005
3.2399999999999998	1208.7062090142792	1180.9184612088914	1164.2455519070804	645.7777460477017	429.9044744315837	245.4216421210194	50.30774599639317
3.3	1193.786939254362	1180.7345134053014	1163.799475048315	639.9548537344689	427.2394644222815	244.75152686354133	50.30148238358889
3.36	1190.617528856055	1180.4157737582818	1163.2118954284717	633.9840651064284	424.54257281234356	244.07321374684142	50.29510627438677
3.42	1195.121682341974	1181.0905396265755	1162.5614565845417	627.8679362494831	421.8151243987923	243.38690192365644	50.28861779983237
3.48	1216.3319358899012	1181.9937702337506	1161.7304882498022	621.6096931145603	419.0584839536659	242.69279188185087	50.28201709318762
3.54	1196.859375745686	1181.1356114714533	1160.5029646260994	615.2132580441174	416.2740545625614	241.99108532389982	50.27530428992338
3.5999999999999996	1193.2946375969616	1180.6578162874018	1159.2001032591768	608.6832688814576	413.4632757546932	241.28198504524218	50.2684795277115
3.6599999999999997	1200.0468523868635	1182.0491634254392	1157.9762817825358	602.0250895572253	410.6276214287968	240.56569481163976	50.2615429464174
3.7199999999999998	1230.9826653138405	1184.4341403320022	1156.4138079777952	595.2448111988755	407.7685975809927	239.84241923568047	50.254494688091924
3.78	1210.7676610963385	1184.964146424252	1153.3674732534218	588.3492430168739	404.8877398425658	239.11236365258003	50.24733489696325
3.84	1201.2298665177632	1181.3552678745536	1147.3299326358904	581.3458924802734	401.98661083736687	238.37573399542444	50.240063719428925
3.9	1215.0834502352673	1183.2942937995826	1138.0669248931963	574.242934594192	399.0667973702947	237.63273667001036	50.23268130404756
3.96	1381.5881711559412	1180.157578753058	1113.0424979623845	567.0491704186604	396.12990745995944	236.88357842943964	50.225187801530424
4.02	1101.7797031404218	1084.85942331442	1053.0466575545604	559.7739753053536	393.1775672301629	236.12846624862817	50.21758336473303
4.08	1004.2630168446995	999.018016202914	985.5059492676563	552.4272376571284	390.2114176762568	235.3676071988903	50.20986814864636
4.14	936.1479313169662	933.5901933339443	926.4119152943314	545.0192893163462	387.2331113237174	234.6012083227613	50.20204231038854
4.2	881.3797675322321	879.8559092232351	875.4370966649545	537.5608289443678	384.2443087973377	233.8294765092252	50.194106009195636
4.26	834.5300433426854	833.5196628077908	830.5441548877629	530.0628399526473	381.2466753203807	233.05261836951374	50.18605940641305
4.32	793.0063557371132	792.2935015351076	790.1764034920968	522.5365046759173	378.24187716372955	232.2708401136383	50.177902665486236
4.38	755.3272824140251	754.8063379086548	753.2512271908363	514.9931165361664	375.23157806555577	231.48434742782888	50.16963595195181
4.4399999999999995	720.5417971222993	720.1556013807285	718.9987029043891	507.44399193351825	372.21743564232537	230.69334535303682	50.16125943342829
4.5	687.9833600256541	687.6993425193053	686.8461018173409	499.9003835231664	369.20109781199045	229.89803816467452	50.15277327960662
4.56	657.1476805249256	656.9475816312845	656.3444444993387	492.37339640611634	366.18419925006174	229.09862925374563	50.14417766224078
4.62	627.6225894208069	627.4980754745051	627.1201631304382	484.87390858855883	363.1683578988683	228.29532100953588	50.13547275513841
4.68	599.0399757527924	598.9916831993143	598.8398761432916	477.4124968638741	360.1551715497	227.4883147040159	50.12665873415092
4.74	571.0326585475796	571.0727384525422	571.1801038015882	469.9993690561366	357.14621451675555	226.6778103781135	50.11773577716416
4.8	543.1785258459704	543.3401649943452	543.795603656255	462.64430334640076	354.1430344208139	225.86400673000796	50.10870406408807
4.859999999999999	514.8946014592343	515.2637486048351	516.2837853644551	455.3565951927354	351.1471490994221	225.04710100559308	50.09956377684717
4.92	485.147651831126	486.000894610381	488.17771278890484	448.1450121587541	348.16004365907116	224.22728889125082	50.090315099370194
4.9799999999999995	451.1363253079812	454.0446593257696	459.29708311973354	441.01775678758855	345.18316768343317	223.40476440907827	50.0809582175803
5.04	407.12115165041513	421.62576773646447	431.7685924345849	433.9824375006985	342.2179326101847	222.5797198146955	50.07149331938474
