Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.08)	0.0	0.08	6	1.0	0.01	298.4155182973038	6	0.00011881188118811881
(0.08, 0.16)	0.08	0.16	19	1.0	0.03	314.9941582027095	25	0.0004950495049504951
(0.16, 0.24)	0.16	0.24	57	1.0	0.05	566.9894847648771	82	0.0016237623762376237
(0.24, 0.32)	0.24	0.32	60	1.0	0.07	426.3078832818624	142	0.0028118811881188118
(0.32, 0.4)	0.32	0.4	90	1.0	0.09	497.35919716217273	232	0.004594059405940594
(0.4, 0.48)	0.4	0.48	90	1.0	0.11	406.93025222359626	322	0.006376237623762376
(0.48, 0.56)	0.48	0.56	106	1.0	0.13	405.5390376860792	428	0.008475247524752476
(0.56, 0.64)	0.56	0.64	146	1.0	0.15000000000000002	484.0962852378485	574	0.011366336633663366
(0.64, 0.72)	0.64	0.72	157	1.0	0.16999999999999998	459.32584679094816	731	0.014475247524752476
(0.72, 0.8)	0.72	0.8	179	1.0	0.19	468.5647173264676	910	0.01801980198019802
(0.8, 0.88)	0.8	0.88	180	1.0	0.21000000000000002	426.307883281863	1090	0.021584158415841583
(0.88, 0.96)	0.88	0.96	220	1.0	0.22999999999999998	475.73488424207846	1310	0.02594059405940594
(0.96, 1.04)	0.96	1.04	217	1.0	0.25	431.70778313676567	1527	0.030237623762376237
(1.04, 1.12)	1.04	1.12	238	1.0	0.27	438.41292194295227	1765	0.034950495049504954
(1.12, 1.2)	1.12	1.2	284	1.0	0.29000000000000004	487.06900687605963	2049	0.040574257425742576
(1.2, 1.28)	1.2	1.28	315	1.0	0.31	505.38111969704636	2364	0.04681188118811881
(1.28, 1.36)	1.28	1.36	308	1.0	0.33	464.2019173513608	2672	0.05291089108910891
(1.36, 1.44)	1.36	1.44	344	1.0	0.35	488.83303949653674	3016	0.05972277227722772
(1.44, 1.52)	1.44	1.52	361	1.0	0.37	485.2612707447144	3377	0.06687128712871288
(1.52, 1.6)	1.52	1.6	380	1.0	0.39	484.6063972349368	3757	0.07439603960396039
(1.6, 1.68)	1.6	1.68	411	1.0	0.41000000000000003	498.5722683747653	4168	0.08253465346534654
(1.68, 1.76)	1.68	1.76	481	1.0	0.43	556.3483112441975	4649	0.09205940594059406
(1.76, 1.84)	1.76	1.84	440	1.0	0.45	486.3067705585687	5089	0.10077227722772278
(1.84, 1.92)	1.84	1.92	450	1.0	0.47	476.1949760063362	5539	0.10968316831683168
(1.92, 2.0)	1.92	2.0	541	1.0	0.49	549.1251544178275	6080	0.12039603960396039
(2.0, 2.08)	2.0	2.08	526	1.0	0.51	512.9626229554954	6606	0.13081188118811882
(2.08, 2.16)	2.08	2.16	578	1.0	0.53	542.4030489806339	7184	0.14225742574257424
(2.16, 2.24)	2.16	2.24	604	1.0	0.55	546.190827429004	7788	0.15421782178217822
(2.24, 2.32)	2.24	2.32	630	1.0	0.5700000000000001	549.712796863456	8418	0.1666930693069307
(2.32, 2.4)	2.32	2.4	686	1.0	0.59	578.285439412289	9104	0.18027722772277227
(2.4, 2.48)	2.4	2.48	690	1.0	0.61	562.5866328555719	9794	0.19394059405940595
(2.48, 2.56)	2.48	2.56	739	1.0	0.63	583.41023286166	10533	0.20857425742574257
(2.56, 2.64)	2.56	2.64	791	1.0	0.65	605.2478845465822	11324	0.22423762376237624
(2.64, 2.72)	2.64	2.72	878	1.0	0.67	651.7632464304285	12202	0.24162376237623762
(2.72, 2.8000000000000003)	2.72	2.8000000000000003	872	1.0	0.6900000000000001	628.5466955440792	13074	0.2588910891089109
(2.8000000000000003, 2.88)	2.8000000000000003	2.88	941	1.0	0.71	659.1760627177562	14015	0.27752475247524755
(2.88, 2.96)	2.88	2.96	1003	1.0	0.73	683.3579106214512	15018	0.2973861386138614
(2.96, 3.04)	2.96	3.04	1038	1.0	0.75	688.3451288724468	16056	0.31794059405940595
(3.04, 3.12)	3.04	3.12	1138	1.0	0.77	735.0581381435738	17194	0.3404752475247525
(3.12, 3.2)	3.12	3.2	1212	1.0	0.79	763.0371480513319	18406	0.36447524752475247
(3.2, 3.2800000000000002)	3.2	3.2800000000000002	1327	1.0	0.81	814.8094501656838	19733	0.39075247524752477
(3.2800000000000002, 3.36)	3.2800000000000002	3.36	1437	1.0	0.8300000000000001	861.0905618337918	21170	0.4192079207920792
