Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.04)	0.0	0.04	5	1.0	0.01	994.7183943243459	5	0.0001
(0.04, 0.08)	0.04	0.08	35	1.0	0.03	2321.009586756807	40	0.0008
(0.08, 0.12)	0.08	0.12	50	1.0	0.05	1989.4367886486916	90	0.0018
(0.12, 0.16)	0.12	0.16	63	1.0	0.07	1790.493109783822	153	0.00306
(0.16, 0.2)	0.16	0.2	92	1.0	0.09	2033.6464950631064	245	0.0049
(0.2, 0.24)	0.2	0.24	121	1.0	0.11	2188.380467513562	366	0.00732
(0.24, 0.28)	0.24	0.28	136	1.0	0.13	2081.256948124784	502	0.01004
(0.28, 0.32)	0.28	0.32	140	1.0	0.15000000000000002	1856.8076694054464	642	0.01284
(0.32, 0.36)	0.32	0.36	169	1.0	0.16999999999999998	1977.7342193037005	811	0.01622
(0.36, 0.4)	0.36	0.4	186	1.0	0.19	1947.5539088876642	997	0.01994
(0.4, 0.44)	0.4	0.44	194	1.0	0.21000000000000002	1837.8606523706983	1191	0.02382
(0.44, 0.48)	0.44	0.48	211	1.0	0.22999999999999998	1825.0920104559737	1402	0.02804
(0.48, 0.52)	0.48	0.52	249	1.0	0.25	1981.479041494095	1651	0.03302
(0.52, 0.56)	0.52	0.56	281	1.0	0.27	2070.487917075119	1932	0.03864
(0.56, 0.6)	0.56	0.6	314	1.0	0.29000000000000004	2154.079833226517	2246	0.04492
(0.6, 0.64)	0.6	0.64	294	1.0	0.31	1886.7561802023063	2540	0.0508
(0.64, 0.68)	0.64	0.68	372	1.0	0.33	2242.637834476704	2912	0.05824
(0.68, 0.72)	0.68	0.72	376	1.0	0.35	2137.223521519742	3288	0.06576
(0.72, 0.76)	0.72	0.76	401	1.0	0.37	2156.1193304003377	3689	0.07378
(0.76, 0.8)	0.76	0.8	400	1.0	0.39	2040.4479883576287	4089	0.08178
(0.8, 0.84)	0.8	0.84	415	1.0	0.41000000000000003	2013.698212900512	4504	0.09008
(0.84, 0.88)	0.84	0.88	485	1.0	0.43	2243.8996337084054	4989	0.09978
(0.88, 0.92)	0.88	0.92	534	1.0	0.45	2360.798322529779	5523	0.11046
(0.92, 0.96)	0.92	0.96	560	1.0	0.47	2370.392769453763	6083	0.12166
(0.96, 1.0)	0.96	1.0	551	1.0	0.49	2237.101368460059	6634	0.13268
