Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.5, 0.51)	0.5	0.51	903	1.0	0.505	0.2845851018954791	903	0.004515
(0.51, 0.52)	0.51	0.52	947	1.0	0.515	0.2926567454869615	1850	0.00925
(0.52, 0.53)	0.52	0.53	987	1.0	0.525	0.2992083009297537	2837	0.014185
(0.53, 0.54)	0.53	0.54	1061	1.0	0.535	0.3156293570157778	3898	0.01949
(0.54, 0.55)	0.54	0.55	1151	1.0	0.545	0.3361201975113665	5049	0.025245
(0.55, 0.56)	0.55	0.56	1172	1.0	0.555	0.336085996444002	6221	0.031105
(0.56, 0.5700000000000001)	0.56	0.5700000000000001	1278	1.0	0.5650000000000001	0.3599964306046173	7499	0.037495
(0.5700000000000001, 0.58)	0.5700000000000001	0.58	1301	1.0	0.575	0.3601017571781807	8800	0.044
(0.58, 0.59)	0.58	0.59	1491	1.0	0.585	0.4056370037154606	10291	0.051455
(0.59, 0.6)	0.59	0.6	1498	1.0	0.595	0.40069196745286123	11789	0.058945
(0.6, 0.61)	0.6	0.61	1610	1.0	0.605	0.42353205951899403	13399	0.066995
(0.61, 0.62)	0.61	0.62	1664	1.0	0.615	0.43061979998885075	15063	0.075315
(0.62, 0.63)	0.62	0.63	1811	1.0	0.625	0.4611627514755608	16874	0.08437
(0.63, 0.64)	0.63	0.64	1857	1.0	0.635	0.46542956510852196	18731	0.093655
(0.64, 0.65)	0.64	0.65	2043	1.0	0.645	0.5041089879593322	20774	0.10387
(0.65, 0.66)	0.65	0.66	2104	1.0	0.655	0.5112345827157726	22878	0.11439
(0.66, 0.67)	0.66	0.67	2292	1.0	0.665	0.5485405740929405	25170	0.12585
(0.67, 0.6799999999999999)	0.67	0.6799999999999999	2312	1.0	0.675	0.5451297019303382	27482	0.13741
(0.6799999999999999, 0.69)	0.6799999999999999	0.69	2423	1.0	0.6849999999999999	0.562961417264167	29905	0.149525
(0.69, 0.7)	0.69	0.7	2560	1.0	0.695	0.5862339280423762	32465	0.162325
(0.7, 0.71)	0.7	0.71	2707	1.0	0.705	0.6111037200972088	35172	0.17586
(0.71, 0.72)	0.71	0.72	2969	1.0	0.715	0.6608759451424199	38141	0.190705
(0.72, 0.73)	0.72	0.73	2969	1.0	0.725	0.6517604148645944	41110	0.20555
(0.73, 0.74)	0.73	0.74	3161	1.0	0.735	0.684467679287125	44271	0.221355
(0.74, 0.75)	0.74	0.75	3305	1.0	0.745	0.7060427206717372	47576	0.23788
(0.75, 0.76)	0.75	0.76	3479	1.0	0.755	0.7333702120153683	51055	0.255275
(0.76, 0.77)	0.76	0.77	3719	1.0	0.765	0.7737141365302157	54774	0.27387
(0.77, 0.78)	0.77	0.78	3872	1.0	0.775	0.7951506803019919	58646	0.29323
(0.78, 0.79)	0.78	0.79	3995	1.0	0.785	0.8099587764021977	62641	0.313205
(0.79, 0.8)	0.79	0.8	4271	1.0	0.795	0.8550238547243256	66912	0.33456
(0.8, 0.81)	0.8	0.81	4376	1.0	0.805	0.8651615731918878	71288	0.35644
(0.81, 0.8200000000000001)	0.81	0.8200000000000001	4546	1.0	0.8150000000000001	0.887743725379626	75834	0.37917
(0.8200000000000001, 0.8300000000000001)	0.8200000000000001	0.8300000000000001	4802	1.0	0.8250000000000001	0.9263689626464746	80636	0.40318
(0.8300000000000001, 0.8400000000000001)	0.8300000000000001	0.8400000000000001	4946	1.0	0.8350000000000001	0.9427215291110707	85582	0.42791
(0.8400000000000001, 0.8500000000000001)	0.8400000000000001	0.8500000000000001	5167	1.0	0.8450000000000001	0.9731897840262094	90749	0.453745
(0.8500000000000001, 0.86)	0.8500000000000001	0.86	5391	1.0	0.855	1.0035037640365336	96140	0.4807
(0.86, 0.87)	0.86	0.87	5689	1.0	0.865	1.0467322740064944	101829	0.509145
(0.87, 0.88)	0.87	0.88	5946	1.0	0.875	1.081515232418432	107775	0.538875
(0.88, 0.89)	0.88	0.89	6147	1.0	0.885	1.105441414722438	113922	0.56961
(0.89, 0.9)	0.89	0.9	6392	1.0	0.895	1.136657232582304	120314	0.60157
(0.9, 0.91)	0.9	0.91	6747	1.0	0.905	1.1865278043805392	127061	0.635305
(0.91, 0.9199999999999999)	0.91	0.9199999999999999	6967	1.0	0.915	1.211826667002455	134028	0.67014
(0.9199999999999999, 0.9299999999999999)	0.9199999999999999	0.9299999999999999	6899	1.0	0.9249999999999999	1.1870259161094676	140927	0.704635
(0.9299999999999999, 0.94)	0.9299999999999999	0.94	7502	1.0	0.9349999999999999	1.2769715972095848	148429	0.742145
(0.94, 0.95)	0.94	0.95	7684	1.0	0.945	1.294110426851416	156113	0.780565
(0.95, 0.96)	0.95	0.96	8116	1.0	0.955	1.35255350916001	164229	0.821145
(0.96, 0.97)	0.96	0.97	8437	1.0	0.965	1.3914785773036797	172666	0.86333
(0.97, 0.98)	0.97	0.98	8721	1.0	0.975	1.4235655168621872	181387	0.906935
(0.98, 0.99)	0.98	0.99	9208	1.0	0.985	1.487801077309195	190595	0.952975
(0.99, 1.0)	0.99	1.0	9405	1.0	0.995	1.5043590667402609	200000	1.0
