Step,Ke_T,Ke_M,Temp_Act,Temp_Tar,Vx_Mean,Vy_Mean,Pot_Energy
6500,"2,131428707","0,021314287","0,021314287","0,140670000","0,001867006","-0,005459521","11707,328471923"
6600,"3,172927051","0,031729271","0,031729271","0,140670000","0,048655007","-0,007111823","11705,322237241"
6700,"3,072795502","0,030727955","0,030727955","0,140670000","-0,029531015","-0,020291909","11705,439990524"
6800,"2,174593784","0,021745938","0,021745938","0,140670000","-0,024590693","-0,012121858","11707,319686048"
6900,"2,963298026","0,029632980","0,029632980","0,140670000","0,026464149","0,020211357","11705,758705974"
7000,"2,585696894","0,025856969","0,025856969","0,140670000","-0,029932473","0,029526125","11706,457879793"
7100,"1,451674402","0,014516744","0,014516744","0,140670000","-0,018631272","-0,004330122","11708,815829252"
7200,"2,500200264","0,025002003","0,025002003","0,140670000","0,038516083","0,006203726","11706,674712445"
7300,"3,231726944","0,032317269","0,032317269","0,140670000","-0,002584265","-0,023050481","11705,138345796"
7400,"2,267406463","0,022674065","0,022674065","0,140670000","-0,009293323","-0,028282304","11707,204693685"
7500,"2,972608331","0,029726083","0,029726083","0,140670000","0,032510162","0,000547952","11705,798470012"
7600,"2,883989537","0,028839895","0,028839895","0,140670000","-0,036420957","0,015260496","11705,895102448"
7700,"2,089226659","0,020892267","0,020892267","0,140670000","-0,010781969","0,020040148","11707,543062740"
7800,"2,451359492","0,024513595","0,024513595","0,140670000","0,025146253","0,018267258","11706,853940656"
7900,"2,396346681","0,023963467","0,023963467","0,140670000","-0,024525506","0,001422142","11706,868124713"
8000,"2,124656302","0,021246563","0,021246563","0,140670000","0,004767275","-0,021281475","11707,486992389"
8100,"3,238328468","0,032383285","0,032383285","0,140670000","0,039033216","-0,027879861","11705,296846068"
8200,"2,842952808","0,028429528","0,028429528","0,140670000","-0,030662683","-0,004151601","11706,027393025"
8300,"1,979954217","0,019799542","0,019799542","0,140670000","-0,015928567","0,007175027","11707,834702434"
8400,"2,917475453","0,029174755","0,029174755","0,140670000","0,025823424","0,031543952","11705,945665780"
8500,"2,703671578","0,027036716","0,027036716","0,140670000","-0,026025657","0,002220019","11706,311635126"
8600,"1,720662940","0,017206629","0,017206629","0,140670000","-0,017163805","0,003285733","11708,330946277"
8700,"2,932156390","0,029321564","0,029321564","0,140670000","0,041253766","-0,009643041","11705,927084757"
8800,"2,945552053","0,029455521","0,029455521","0,140670000","-0,016702243","-0,021831846","11705,868760327"
8900,"2,071073749","0,020710737","0,020710737","0,140670000","-0,011366983","-0,013556280","11707,656566753"
9000,"2,767666051","0,027676661","0,027676661","0,140670000","0,020428126","0,018845323","11706,305110607"
9100,"2,802671107","0,028026711","0,028026711","0,140670000","-0,016938023","0,027788197","11706,176109186"
9200,"1,713876686","0,017138767","0,017138767","0,140670000","-0,005318596","-0,005854801","11708,417979792"
9300,"2,884024176","0,028840242","0,028840242","0,140670000","0,031179222","0,003664125","11706,035363450"
9400,"3,264677180","0,032646772","0,032646772","0,140670000","-0,021907620","-0,014484634","11705,265514954"
9500,"2,016430037","0,020164300","0,020164300","0,140670000","-0,009156067","-0,019987937","11707,821674535"
9600,"2,630355371","0,026303554","0,026303554","0,140670000","0,025122868","-0,001974816","11706,597771561"
9700,"2,998774122","0,029987741","0,029987741","0,140670000","-0,030891792","0,002690822","11705,829212483"
9800,"1,857053588","0,018570536","0,018570536","0,140670000","-0,009461358","0,029715757","11708,161606987"
9900,"2,242025838","0,022420258","0,022420258","0,140670000","0,031019196","0,005845256","11707,404080429"
10000,"2,734499024","0,027344990","0,027344990","0,140670000","-0,018823298","-0,011092154","11706,369291953"
10100,"2,758395874","0,027583959","0,027583959","0,140670000","0,004867140","-0,012943205","11706,342964281"
10200,"3,007915115","0,030079151","0,030079151","0,140670000","0,027237670","-0,008323355","11705,882174885"
10300,"2,696890619","0,026968906","0,026968906","0,140670000","-0,038031870","-0,006899598","11706,477533949"
10400,"2,019502034","0,020195020","0,020195020","0,140670000","-0,015974576","0,015384580","11707,870063534"
10500,"2,750783197","0,027507832","0,027507832","0,140670000","0,038754470","0,030138328","11706,412850546"
10600,"2,285615825","0,022856158","0,022856158","0,140670000","-0,032240406","0,000986909","11707,327365868"
10700,"1,795328302","0,017953283","0,017953283","0,140670000","-0,011220278","-0,009196085","11708,329224663"
10800,"3,118632039","0,031186320","0,031186320","0,140670000","0,054391792","-0,011098518","11705,692735516"
10900,"3,344882993","0,033448830","0,033448830","0,140670000","-0,010889174","-0,034347733","11705,233946682"
11000,"2,217258128","0,022172581","0,022172581","0,140670000","-0,030346918","-0,005037117","11707,501026473"
11100,"2,757137473","0,027571375","0,027571375","0,140670000","0,020341136","0,027008735","11706,436865142"
11200,"2,556085793","0,025560858","0,025560858","0,140670000","-0,024465305","0,025196252","11706,830220872"
11300,"1,706835099","0,017068351","0,017068351","0,140670000","-0,012662193","-0,008377922","11708,548989672"
11400,"2,580403384","0,025804034","0,025804034","0,140670000","0,032316469","0,013409808","11706,802074238"
11500,"2,897334295","0,028973343","0,028973343","0,140670000","-0,008855360","-0,015976857","11706,166455738"
11600,"2,153980357","0,021539804","0,021539804","0,140670000","-0,003136325","-0,032436927","11707,676074462"
11700,"3,271733220","0,032717332","0,032717332","0,140670000","0,038306035","-0,003603569","11705,439843899"
11800,"2,992780210","0,029927802","0,029927802","0,140670000","-0,042944171","0,022036225","11706,002161392"
11900,"1,825170699","0,018251707","0,018251707","0,140670000","-0,016726388","0,027101208","11708,347275840"
12000,"2,455119153","0,024551192","0,024551192","0,140670000","0,023567733","0,003283058","11707,091362345"
12100,"2,708841402","0,027088414","0,027088414","0,140670000","-0,019075486","-0,002782927","11706,594455959"
12200,"2,146040325","0,021460403","0,021460403","0,140670000","-0,001022685","-0,014026579","11707,723365086"
12300,"2,884111108","0,028841111","0,028841111","0,140670000","0,033068758","-0,020735970","11706,260532291"
12400,"2,839222368","0,028392224","0,028392224","0,140670000","-0,016429852","-0,013717452","11706,521471932"
12500,"2,262472223","0,022624722","0,022624722","0,140670000","-0,000713636","-0,000294657","11708,023558123"
12600,"3,083306916","0,030833069","0,030833069","0,140670000","0,038240971","0,027550969","11706,758344914"
12700,"2,877076710","0,028770767","0,028770767","0,140670000","-0,043233028","0,015164064","11707,643922009"
12800,"2,682149232","0,026821492","0,026821492","0,140670000","-0,014172054","-0,005729202","11709,597127675"
12900,"5,132680655","0,051326807","0,051326807","0,140670000","0,052325319","-0,016358953","11708,149321446"
13000,"3,522156665","0,035221567","0,035221567","0,140670000","0,004537082","-0,023629059","11716,947873157"
13100,"6,060552451","0,060605525","0,060605525","0,140670000","0,014563871","-0,030459336","11719,409062455"
13200,"11,142388666","0,111423887","0,111423887","0,140670000","0,092085267","-0,029909186","11717,770375192"
13300,"12,500654537","0,125006545","0,125006545","0,140670000","-0,036976814","0,020210830","11725,183390822"
13400,"11,192934305","0,111929343","0,111929343","0,140670000","-0,054880609","0,040273571","11741,669091544"
13500,"12,943800949","0,129438009","0,129438009","0,140670000","0,035513545","-0,032636537","11755,497298203"
13600,"14,595417559","0,145954176","0,145954176","0,140670000","0,001139752","0,013212326","11773,133063531"
13700,"19,246872907","0,192468729","0,192468729","0,140670000","-0,067263067","0,086662397","11791,349882630"
13800,"30,467410636","0,304674106","0,304674106","0,140670000","0,088707005","-0,031983346","11793,332277972"
13900,"26,903737603","0,269037376","0,269037376","0,140670000","-0,008015223","-0,014109834","11831,285841191"
14000,"40,054725896","0,400547259","0,400547259","0,140670000","0,029196746","0,042343642","11833,584950568"
14100,"36,280528707","0,362805287","0,362805287","0,140670000","0,054579679","0,007103062","11865,778898012"
14200,"52,298409749","0,522984097","0,522984097","0,140670000","0,032455046","-0,108282676","11857,997630276"
14300,"54,307096064","0,543070961","0,543070961","0,140670000","-0,140539016","0,004442592","11873,754497020"
14400,"31,007382188","0,310073822","0,310073822","0,140670000","0,055317980","0,045398858","11930,685745410"
14500,"50,351876479","0,503518765","0,503518765","0,140670000","0,025798757","-0,011723088","11895,107657462"
14600,"51,897338570","0,518973386","0,518973386","0,140670000","0,055275964","-0,027001582","11888,658654996"
14700,"37,227339310","0,372273393","0,372273393","0,140670000","-0,082614082","-0,025511239","11908,676122923"
14800,"48,486580192","0,484865802","0,484865802","0,140670000","0,006956971","0,017958511","11873,780546779"
14900,"44,844860012","0,448448600","0,448448600","0,140670000","0,199872668","-0,129387565","11864,802489686"
15000,"38,326273669","0,383262737","0,383262737","0,140670000","-0,042798700","-0,002486653","11855,873937261"
15100,"31,144345926","0,311443459","0,311443459","0,140670000","0,081096658","-0,021648166","11851,401614986"
15200,"30,098444428","0,300984444","0,300984444","0,140670000","-0,039667232","0,017384360","11833,440674056"
15300,"32,336183082","0,323361831","0,323361831","0,140670000","-0,015613257","-0,055990093","11809,710733775"
15400,"19,306754883","0,193067549","0,193067549","0,140670000","0,015833729","-0,029370322","11818,774009091"
15500,"23,228051944","0,232280519","0,232280519","0,140670000","0,038327758","0,052774141","11796,208466719"
15600,"20,280033345","0,202800333","0,202800333","0,140670000","0,016292377","0,017402218","11789,512195875"
15700,"17,024807472","0,170248075","0,170248075","0,140670000","0,047191817","-0,069485231","11782,348193168"
15800,"23,457284029","0,234572840","0,234572840","0,140670000","-0,106539715","-0,030032130","11758,678808899"
15900,"15,372049065","0,153720491","0,153720491","0,140670000","-0,021237621","0,000583809","11767,324459371"
16000,"14,748965025","0,147489650","0,147489650","0,140670000","0,096443629","-0,031284825","11763,412109077"
16100,"7,738072938","0,077380729","0,077380729","0,140670000","0,027492621","-0,008730791","11772,592416878"
16200,"17,548353686","0,175483537","0,175483537","0,140670000","0,009429775","0,021159514","11749,651358369"
16300,"16,221822977","0,162218230","0,162218230","0,140670000","0,032429877","0,039297197","11749,759613115"
16400,"12,906928799","0,129069288","0,129069288","0,140670000","0,003279241","0,025342942","11755,894878827"
16500,"13,748270983","0,137482710","0,137482710","0,140670000","-0,020225087","-0,025288013","11753,405781961"
16600,"14,580807296","0,145808073","0,145808073","0,140670000","-0,008807053","-0,062083566","11751,359832978"
16700,"15,612402436","0,156124024","0,156124024","0,140670000","-0,051743192","-0,014613049","11749,473255624"
16800,"13,889436375","0,138894364","0,138894364","0,140670000","0,014173688","0,032504764","11752,985079539"
16900,"12,801483103","0,128014831","0,128014831","0,140670000","0,025306932","-0,057643312","11755,010057215"
17000,"11,934677644","0,119346776","0,119346776","0,140670000","0,003934147","0,009895785","11757,079694111"
17100,"17,338721601","0,173387216","0,173387216","0,140670000","0,017193736","0,068788154","11746,164512147"
17200,"19,071421301","0,190714213","0,190714213","0,140670000","0,010857936","0,045164948","11742,420736441"
17300,"12,768599168","0,127685992","0,127685992","0,140670000","-0,022747377","-0,026096069","11754,879630121"
17400,"10,978588546","0,109785885","0,109785885","0,140670000","0,015818963","-0,018171668","11758,845587659"
17500,"16,333886613","0,163338866","0,163338866","0,140670000","-0,026092774","-0,036479368","11747,778564413"
17600,"17,076618547","0,170766185","0,170766185","0,140670000","-0,006580619","0,042581511","11746,408758296"
17700,"12,852324588","0,128523246","0,128523246","0,140670000","0,014796770","0,059982415","11754,947557728"
17800,"12,564243725","0,125642437","0,125642437","0,140670000","-0,012189730","-0,003181637","11755,699482992"
17900,"13,385999290","0,133859993","0,133859993","0,140670000","-0,059137005","-0,008886690","11754,182715752"
18000,"16,160064983","0,161600650","0,161600650","0,140670000","-0,074649830","-0,022172734","11748,557831713"
18100,"16,440465289","0,164404653","0,164404653","0,140670000","-0,007065223","0,002930109","11748,074037738"
18200,"12,529613505","0,125296135","0,125296135","0,140670000","0,032847870","-0,053262926","11755,846302877"
18300,"11,270067959","0,112700680","0,112700680","0,140670000","0,006771459","-0,041355309","11758,042567392"
18400,"14,872406464","0,148724065","0,148724065","0,140670000","0,027410034","-0,055925167","11751,148672492"
18500,"14,467850697","0,144678507","0,144678507","0,140670000","0,023495200","0,020133049","11751,789334100"
18600,"12,605237598","0,126052376","0,126052376","0,140670000","-0,017800900","0,033689752","11755,168102956"
18700,"10,592710172","0,105927102","0,105927102","0,140670000","0,014680769","0,008893119","11759,730903774"
18800,"12,651017234","0,126510172","0,126510172","0,140670000","-0,024796867","-0,031849973","11755,429521594"
18900,"17,034362042","0,170343620","0,170343620","0,140670000","-0,033010494","0,027358088","11746,628325512"
19000,"15,173915464","0,151739155","0,151739155","0,140670000","0,067526096","-0,030392973","11750,024952173"
19100,"13,006336574","0,130063366","0,130063366","0,140670000","0,060470480","-0,004198127","11754,332814866"
19200,"10,730115087","0,107301151","0,107301151","0,140670000","0,047318691","-0,000592911","11759,346168399"
19300,"14,210061577","0,142100616","0,142100616","0,140670000","-0,030141871","0,000767346","11752,364428344"
19400,"14,459253352","0,144592534","0,144592534","0,140670000","-0,004005060","0,072079065","11751,923618605"
19500,"13,260431328","0,132604313","0,132604313","0,140670000","-0,041281285","0,049861329","11754,035180971"
19600,"13,057025113","0,130570251","0,130570251","0,140670000","-0,043059434","-0,013116518","11755,027046825"
19700,"13,360858098","0,133608581","0,133608581","0,140670000","-0,014753303","-0,046465030","11753,824032865"
19800,"18,229138047","0,182291380","0,182291380","0,140670000","-0,020186574","0,018455393","11743,617061476"
19900,"17,054427117","0,170544271","0,170544271","0,140670000","0,075429234","-0,017749401","11746,437942594"
20000,"11,655934824","0,116559348","0,116559348","0,140670000","0,007010637","-0,036888027","11757,296280914"
20100,"9,756323395","0,097563234","0,097563234","0,140670000","0,019025903","-0,009691901","11761,359237240"
20200,"15,844289009","0,158442890","0,158442890","0,140670000","0,012116286","-0,008517263","11749,119637699"
20300,"17,092852574","0,170928526","0,170928526","0,140670000","-0,062364833","0,056268914","11747,230282948"
20400,"14,194870350","0,141948704","0,141948704","0,140670000","-0,005344551","-0,038453395","11752,417168251"
20500,"14,002445531","0,140024455","0,140024455","0,140670000","0,009775072","0,017228126","11752,353258279"
20600,"15,201157325","0,152011573","0,152011573","0,140670000","-0,002533908","0,004539220","11750,021979976"
20700,"16,886942066","0,168869421","0,168869421","0,140670000","-0,022085320","0,000218096","11746,472676782"
20800,"15,150310440","0,151503104","0,151503104","0,140670000","0,057992660","0,007815720","11750,119533599"
20900,"11,166235276","0,111662353","0,111662353","0,140670000","0,015170140","0,010198242","11758,457226079"
21000,"11,925227283","0,119252273","0,119252273","0,140670000","-0,032998084","0,051385943","11756,820551472"
21100,"17,118350916","0,171183509","0,171183509","0,140670000","-0,017390382","-0,063425122","11746,991754706"
21200,"16,326938606","0,163269386","0,163269386","0,140670000","-0,058561539","0,042026358","11748,449388892"
21300,"14,178032904","0,141780329","0,141780329","0,140670000","-0,078335309","0,023680844","11752,322470913"
21400,"12,312903185","0,123129032","0,123129032","0,140670000","0,006903393","-0,028993383","11756,121385324"
21500,"13,318863400","0,133188634","0,133188634","0,140670000","-0,052355172","-0,061385993","11754,014642796"
21600,"15,268294708","0,152682947","0,152682947","0,140670000","0,015729382","0,007284881","11750,108519400"
21700,"12,703883974","0,127038840","0,127038840","0,140670000","0,048791516","0,007125683","11755,076812703"
21800,"11,793928720","0,117939287","0,117939287","0,140670000","0,090106045","-0,038398520","11757,351347254"
21900,"11,895901325","0,118959013","0,118959013","0,140670000","-0,008687849","-0,017677780","11757,011566936"
22000,"15,159282900","0,151592829","0,151592829","0,140670000","0,003551197","-0,046544706","11750,566462665"
22100,"15,239139396","0,152391394","0,152391394","0,140670000","-0,041446627","0,049420333","11750,349146777"
22200,"14,087629209","0,140876292","0,140876292","0,140670000","-0,008716806","-0,010495684","11752,346378554"
22300,"11,311788916","0,113117889","0,113117889","0,140670000","0,014143295","-0,010313865","11758,127837623"
22400,"12,651664844","0,126516648","0,126516648","0,140670000","0,027788035","0,001696242","11755,428117275"
22500,"16,005100425","0,160051004","0,160051004","0,140670000","0,062459890","0,034801263","11748,242515280"
22600,"15,146191587","0,151461916","0,151461916","0,140670000","0,045314099","0,012350727","11750,331297965"
22700,"10,789949966","0,107899500","0,107899500","0,140670000","-0,002080454","0,025653603","11759,323737834"
22800,"12,134584096","0,121345841","0,121345841","0,140670000","-0,040766734","-0,023749625","11756,486552451"
22900,"16,692947142","0,166929471","0,166929471","0,140670000","-0,047401231","-0,022387785","11747,262968935"
23000,"14,774698468","0,147746985","0,147746985","0,140670000","-0,068834700","0,039956037","11751,524101811"
23100,"13,881871529","0,138818715","0,138818715","0,140670000","0,029697754","-0,014114083","11752,893988142"
23200,"13,102618987","0,131026190","0,131026190","0,140670000","0,055841589","-0,026021364","11754,437810424"
23300,"15,159909223","0,151599092","0,151599092","0,140670000","0,006698255","0,011163031","11749,999322620"
23400,"14,892171449","0,148921714","0,148921714","0,140670000","0,024545837","0,072917909","11751,202508759"
23500,"15,988155672","0,159881557","0,159881557","0,140670000","-0,035290685","-0,009903178","11748,328961707"
23600,"11,900264931","0,119002649","0,119002649","0,140670000","-0,000762730","-0,026658985","11757,041850290"
23700,"12,429337916","0,124293379","0,124293379","0,140670000","-0,059936143","-0,051417851","11755,991722206"
23800,"17,693794515","0,176937945","0,176937945","0,140670000","0,016728781","-0,043589378","11745,870134827"
23900,"16,158971728","0,161589717","0,161589717","0,140670000","0,016176322","0,030460706","11748,431368110"
24000,"14,968919085","0,149689191","0,149689191","0,140670000","0,045951988","0,040932039","11750,248029496"
24100,"12,347912597","0,123479126","0,123479126","0,140670000","0,056854666","-0,019266268","11756,001639704"
24200,"14,801717065","0,148017171","0,148017171","0,140670000","-0,036751392","0,011509879","11750,756497370"
24300,"15,949590448","0,159495904","0,159495904","0,140670000","-0,085674043","0,101063647","11748,652092707"
24400,"14,375624232","0,143756242","0,143756242","0,140670000","-0,044065562","-0,019693397","11752,007465111"
24500,"12,565018844","0,125650188","0,125650188","0,140670000","-0,024265508","-0,034707902","11756,181542624"
24600,"13,787430916","0,137874309","0,137874309","0,140670000","-0,038473552","-0,078614243","11753,366347214"
24700,"15,969675979","0,159696760","0,159696760","0,140670000","-0,012208809","-0,017901186","11748,852070718"
24800,"14,303882211","0,143038822","0,143038822","0,140670000","0,019577014","0,067420373","11752,373132543"
24900,"13,244739550","0,132447396","0,132447396","0,140670000","0,010133745","0,003682908","11754,302675334"
25000,"10,317829135","0,103178291","0,103178291","0,140670000","0,016107867","-0,035756456","11759,811476952"
25100,"12,917291522","0,129172915","0,129172915","0,140670000","-0,027945357","-0,014871793","11754,767956026"
25200,"15,292229304","0,152922293","0,152922293","0,140670000","-0,032044568","0,044175392","11750,146412080"
25300,"15,369614613","0,153696146","0,153696146","0,140670000","0,029376307","-0,072241897","11749,852400256"
25400,"10,832955632","0,108329556","0,108329556","0,140670000","0,025594755","-0,028249366","11759,095488864"
25500,"13,186814914","0,131868149","0,131868149","0,140670000","0,031734038","0,003120013","11754,460601227"
25600,"16,550148644","0,165501486","0,165501486","0,140670000","0,087795762","-0,005842079","11747,890833993"
25700,"12,879072115","0,128790721","0,128790721","0,140670000","-0,006597264","0,069644130","11755,048238344"
25800,"11,616120822","0,116161208","0,116161208","0,140670000","0,073445374","0,020012608","11757,438930821"
25900,"13,256019210","0,132560192","0,132560192","0,140670000","-0,029264591","-0,012624813","11754,198973934"
26000,"16,165673526","0,161656735","0,161656735","0,140670000","-0,036418348","-0,079460461","11748,392327914"
26100,"13,775755303","0,137757553","0,137757553","0,140670000","-0,035117206","0,058438241","11753,122139792"
26200,"15,589360812","0,155893608","0,155893608","0,140670000","-0,008888522","-0,010362566","11749,219795501"
26300,"12,285812384","0,122858124","0,122858124","0,140670000","-0,002378426","-0,010415073","11756,124725224"
26400,"12,008789625","0,120087896","0,120087896","0,140670000","-0,022218093","0,004671356","11756,876706397"
26500,"15,348046311","0,153480463","0,153480463","0,140670000","0,063025091","0,037784684","11750,429475933"
26600,"14,970200525","0,149702005","0,149702005","0,140670000","-0,028759554","0,057390910","11751,101334952"
26700,"14,730698341","0,147306983","0,147306983","0,140670000","0,012243456","-0,013890395","11751,080016747"
26800,"13,922416889","0,139224169","0,139224169","0,140670000","-0,003826504","-0,068162511","11752,937366034"
26900,"15,189272539","0,151892725","0,151892725","0,140670000","0,012392889","-0,024971612","11750,336155088"
27000,"15,446988195","0,154469882","0,154469882","0,140670000","-0,062079436","0,033353721","11749,656978676"
27100,"15,042465758","0,150424658","0,150424658","0,140670000","-0,003243132","-0,021958550","11750,104810343"
27200,"11,698700067","0,116987001","0,116987001","0,140670000","0,010641325","-0,030194875","11757,316013354"
27300,"14,685435676","0,146854357","0,146854357","0,140670000","0,017701760","0,031643048","11751,190917571"
27400,"16,131449349","0,161314493","0,161314493","0,140670000","0,078764096","0,044969402","11748,633814480"
27500,"16,501138726","0,165011387","0,165011387","0,140670000","-0,029202127","0,045487034","11747,854241223"
27600,"14,495711948","0,144957119","0,144957119","0,140670000","-0,012859245","0,003471589","11751,764164588"
27700,"13,397884222","0,133978842","0,133978842","0,140670000","-0,075904419","-0,061734664","11753,886627569"
27800,"14,045973758","0,140459738","0,140459738","0,140670000","-0,020020309","-0,030839734","11752,760200798"
27900,"13,938555342","0,139385553","0,139385553","0,140670000","-0,086968039","0,017126802","11753,112638675"
28000,"14,955262868","0,149552629","0,149552629","0,140670000","-0,017666564","0,005655318","11750,853298324"
28100,"10,479402591","0,104794026","0,104794026","0,140670000","0,005024201","-0,030073273","11759,965525922"
28200,"14,505099166","0,145050992","0,145050992","0,140670000","0,033312088","0,024104119","11751,466820380"
