Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.04)	0.0	0.04	5	1.0	0.01	994.7183943243459	5	8.333333333333333e-05
(0.04, 0.08)	0.04	0.08	31	1.0	0.03	2055.751348270315	36	0.0006
(0.08, 0.12)	0.08	0.12	37	1.0	0.05	1472.1832236000319	73	0.0012166666666666667
(0.12, 0.16)	0.12	0.16	63	1.0	0.07	1790.493109783822	136	0.002266666666666667
(0.16, 0.2)	0.16	0.2	76	1.0	0.09	1679.9688437477835	212	0.003533333333333333
(0.2, 0.24)	0.2	0.24	121	1.0	0.11	2188.380467513562	333	0.00555
(0.24, 0.28)	0.24	0.28	119	1.0	0.13	1821.0998296091857	452	0.007533333333333334
(0.28, 0.32)	0.28	0.32	155	1.0	0.15000000000000002	2055.7513482703157	607	0.010116666666666666
(0.32, 0.36)	0.32	0.36	154	1.0	0.16999999999999998	1802.1956791288158	761	0.012683333333333333
(0.36, 0.4)	0.36	0.4	212	1.0	0.19	2219.792627334327	973	0.016216666666666667
(0.4, 0.44)	0.4	0.44	234	1.0	0.21000000000000002	2216.8009930656876	1207	0.020116666666666668
(0.44, 0.48)	0.44	0.48	220	1.0	0.22999999999999998	1902.9395369683139	1427	0.023783333333333333
(0.48, 0.52)	0.48	0.52	252	1.0	0.25	2005.3522829578794	1679	0.027983333333333332
(0.52, 0.56)	0.52	0.56	262	1.0	0.27	1930.4905134294704	1941	0.03235
(0.56, 0.6)	0.56	0.6	300	1.0	0.29000000000000004	2058.0380572227873	2241	0.03735
(0.6, 0.64)	0.6	0.64	329	1.0	0.31	2111.370011178771	2570	0.042833333333333334
(0.64, 0.68)	0.64	0.68	333	1.0	0.33	2007.5225776364045	2903	0.048383333333333334
(0.68, 0.72)	0.68	0.72	343	1.0	0.35	1949.648052875722	3246	0.0541
(0.72, 0.76)	0.72	0.76	356	1.0	0.37	1914.1608020511726	3602	0.060033333333333334
(0.76, 0.8)	0.76	0.8	416	1.0	0.39	2122.065907891934	4018	0.06696666666666666
(0.8, 0.84)	0.8	0.84	427	1.0	0.41000000000000003	2071.9256311048644	4445	0.07408333333333333
(0.84, 0.88)	0.84	0.88	503	1.0	0.43	2327.178383000676	4948	0.08246666666666666
(0.88, 0.92)	0.88	0.92	518	1.0	0.45	2290.0627922667145	5466	0.0911
(0.92, 0.96)	0.92	0.96	513	1.0	0.47	2171.4490905888933	5979	0.09965
(0.96, 1.0)	0.96	1.0	522	1.0	0.49	2119.359191172687	6501	0.10835
