Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.02)	0.0	0.02	45	1.0	0.01	0.3580950410063545	45	0.000225
(0.02, 0.04)	0.02	0.04	135	1.0	0.03	0.3580950410063544	180	0.0009
(0.04, 0.06)	0.04	0.06	240	1.0	0.05	0.38196804374011134	420	0.0021
(0.06, 0.08)	0.06	0.08	381	1.0	0.07	0.43312447816959054	801	0.004005
(0.08, 0.1)	0.08	0.1	454	1.0	0.09	0.40142012004169103	1255	0.006275
(0.1, 0.12)	0.1	0.12	586	1.0	0.11	0.42392665460550266	1841	0.009205
(0.12, 0.14)	0.12	0.14	715	1.0	0.13	0.437671716785544	2556	0.01278
(0.14, 0.16)	0.14	0.16	738	1.0	0.15000000000000002	0.3915172448336144	3294	0.01647
(0.16, 0.18)	0.16	0.18	844	1.0	0.16999999999999998	0.39507479033903703	4138	0.02069
(0.18, 0.2)	0.18	0.2	998	1.0	0.19	0.4179869601454284	5136	0.02568
(0.2, 0.22)	0.2	0.22	1152	1.0	0.21000000000000002	0.4365349071315564	6288	0.03144
(0.22, 0.24)	0.22	0.24	1155	1.0	0.22999999999999998	0.39961330663027966	7443	0.037215
(0.24, 0.26)	0.24	0.26	1325	1.0	0.25	0.4217563816297059	8768	0.04384
(0.26, 0.28)	0.26	0.28	1452	1.0	0.27	0.42794567863475425	10220	0.0511
(0.28, 0.3)	0.28	0.3	1583	1.0	0.29000000000000004	0.43437888882226805	11803	0.059015
(0.3, 0.32)	0.3	0.32	1734	1.0	0.31	0.44511598645521017	13537	0.067685
(0.32, 0.34)	0.32	0.34	1867	1.0	0.33	0.45021107175681	15404	0.07702
(0.34, 0.36)	0.34	0.36	1932	1.0	0.35	0.43926325030112906	17336	0.08668
(0.36, 0.38)	0.36	0.38	2210	1.0	0.37	0.4753093337081339	19546	0.09773
(0.38, 0.4)	0.38	0.4	2356	1.0	0.39	0.4807247388096692	21902	0.10951
(0.4, 0.42)	0.4	0.42	2456	1.0	0.41000000000000003	0.47668369686266104	24358	0.12179
(0.42, 0.44)	0.42	0.44	2719	1.0	0.43	0.5031836777758535	27077	0.135385
