Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.08)	0.0	0.08	23	1.0	0.01	1143.9261534729978	23	6.1010385028582036e-05
(0.08, 0.16)	0.08	0.16	98	1.0	0.03	1624.7067107297648	121	0.00032096767775906205
(0.16, 0.24)	0.16	0.24	225	1.0	0.05	2238.116387229778	346	0.0009178084008647559
(0.24, 0.32)	0.24	0.32	286	1.0	0.07	2032.0675769768775	632	0.0016764592755679935
(0.32, 0.4)	0.32	0.4	343	1.0	0.09	1895.4911625180582	975	0.0025863098001246733
(0.4, 0.48)	0.4	0.48	441	1.0	0.11	1993.9582358956216	1416	0.0037561176174118333
(0.48, 0.56)	0.48	0.56	609	1.0	0.13	2329.93654670587	2025	0.005371566507951245
(0.56, 0.64)	0.56	0.64	543	1.0	0.15000000000000002	1800.4402937270668	2568	0.006811942119712986
(0.64, 0.72)	0.64	0.72	581	1.0	0.16999999999999998	1699.7981973601331	3149	0.008353117498043688
(0.72, 0.8)	0.72	0.8	704	1.0	0.19	1842.8467094851017	3853	0.010220565805005504
(0.8, 0.88)	0.8	0.88	942	1.0	0.21000000000000002	2231.01125584175	4795	0.012719338965741343
(0.88, 0.96)	0.88	0.96	966	1.0	0.22999999999999998	2088.908628081126	5761	0.015281775136941789
(0.96, 1.04)	0.96	1.04	1057	1.0	0.25	2102.834685601665	6818	0.018085600222820537
(1.04, 1.12)	1.04	1.12	1162	1.0	0.27	2140.486618897943	7980	0.02116795097948194
(1.12, 1.2)	1.12	1.2	1250	1.0	0.29000000000000004	2143.7896429404036	9230	0.024483732774513576
(1.2, 1.28)	1.2	1.28	1255	1.0	0.31	2013.5025562533117	10485	0.027812777696725334
(1.28, 1.36)	1.28	1.36	1302	1.0	0.33	1962.308105167116	11787	0.03126649601443028
(1.36, 1.44)	1.36	1.44	1536	1.0	0.35	2182.6963624031405	13323	0.035340928684165156
(1.44, 1.52)	1.44	1.52	1661	1.0	0.37	2232.73953104424	14984	0.039746939533403185
(1.52, 1.6)	1.52	1.6	1770	1.0	0.39	2257.2455871206266	16754	0.04444208655516798
(1.6, 1.68)	1.6	1.68	1921	1.0	0.41000000000000003	2330.309799386677	18675	0.04953778001777259
(1.68, 1.76)	1.68	1.76	1983	1.0	0.43	2293.6355534246227	20658	0.05479793625741077
(1.76, 1.84)	1.76	1.84	2002	1.0	0.45	2212.6958060414877	22660	0.06010849238033344
(1.84, 1.92)	1.84	1.92	2270	1.0	0.47	2402.1391011875185	24930	0.06612995212011089
(1.92, 2.0)	1.92	2.0	2440	1.0	0.49	2476.645798113677	27370	0.07260235818401263
(2.0, 2.08)	2.0	2.08	2607	1.0	0.51	2542.3831901995745	29977	0.0795177526957306
(2.08, 2.16)	2.08	2.16	2691	1.0	0.53	2525.270942572467	32668	0.08665596774407469
(2.16, 2.24)	2.16	2.24	2879	1.0	0.55	2603.4493247816267	35547	0.09429287637439156
(2.24, 2.32)	2.24	2.32	3099	1.0	0.5700000000000001	2704.063424571191	38646	0.10251336260063398
(2.32, 2.4)	2.32	2.4	3267	1.0	0.59	2754.021181574268	41913	0.11117948990012866
(2.4, 2.48)	2.4	2.48	3540	1.0	0.61	2886.3140294329346	45453	0.12056978394365823
(2.48, 2.56)	2.48	2.56	3809	1.0	0.63	3007.04949522336	49262	0.1306736342294786
(2.56, 2.64)	2.56	2.64	3892	1.0	0.65	2978.0338390079623	53154	0.14099765242648912
(2.64, 2.72)	2.64	2.72	4337	1.0	0.67	3219.4728926751345	57491	0.15250208894253087
(2.72, 2.8000000000000003)	2.72	2.8000000000000003	4636	1.0	0.6900000000000001	3341.677156585265	62127	0.16479966046394418
(2.8000000000000003, 2.88)	2.8000000000000003	2.88	5054	1.0	0.71	3540.3568767008924	67181	0.1782060294176161
(2.88, 2.96)	2.88	2.96	5416	1.0	0.73	3689.9964545620937	72597	0.19257264877912914
(2.96, 3.04)	2.96	3.04	5984	1.0	0.75	3968.2632477579205	78581	0.20844595938830457
(3.04, 3.12)	3.04	3.12	6533	1.0	0.77	4219.802123455156	85114	0.2257755613618579
(3.12, 3.2)	3.12	3.2	7152	1.0	0.79	4502.674655827662	92266	0.24474713848031088
(3.2, 3.2800000000000002)	3.2	3.2800000000000002	7707	1.0	0.81	4732.280657443048	99973	0.26519092271575795
(3.2800000000000002, 3.36)	3.2800000000000002	3.36	8936	1.0	0.8300000000000001	5354.700946796634	108909	0.28889478361208004
(3.36, 3.44)	3.36	3.44	10299	1.0	0.85	6026.238084203782	119208	0.3162141729777047
(3.44, 3.52)	3.44	3.52	11605	1.0	0.87	6634.314348352883	130813	0.34699789116277835
(3.52, 3.6)	3.52	3.6	13381	1.0	0.89	7477.711704749463	144194	0.382492672122233
(3.6, 3.68)	3.6	3.68	17595	1.0	0.91	9616.522059415864	161789	0.42916561666909825
(3.68, 3.7600000000000002)	3.68	3.7600000000000002	24602	1.0	0.93	13157.022546864235	186391	0.4944255076461928
(3.7600000000000002, 3.84)	3.7600000000000002	3.84	29274	1.0	0.95	15325.992776553183	215665	0.5720784646603976
(3.84, 3.92)	3.84	3.92	74379	1.0	0.97	38137.19559353125	290044	0.7693780919665238
(3.92, 4.0)	3.92	4.0	86941	1.0	0.99	43677.68278835999	376985	1.0
(4.00001, 4.400009799999999)	4.00001	4.400009799999999	211656	-1.0	1.0500024749999999	-20051.21194959323	211656	0.561400902884243
(4.400009799999999, 4.800009599999999)	4.400009799999999	4.800009599999999	39878	-1.0	1.1500024249999998	-3449.3318535885946	251534	0.6671741632936707
(4.800009599999999, 5.2000094)	4.800009599999999	5.2000094	21383	-1.0	1.2500023749999998	-1701.602691824844	272917	0.7238908899934751
(5.2000094, 5.6000092)	5.2000094	5.6000092	14167	-1.0	1.350002325	-1043.8635754560119	287084	0.7614677439034094
(5.6000092, 6.0000089999999995)	5.6000092	6.0000089999999995	9692	-1.0	1.450002275	-664.8827842838601	296776	0.7871750120685174
(6.0000089999999995, 6.4000088)	6.0000089999999995	6.4000088	7326	-1.0	1.550002225	-470.1483961079763	304102	0.8066066512118913
(6.4000088, 6.8000086)	6.4000088	6.8000086	6450	-1.0	1.650002175	-388.84414509092716	310552	0.8237147692128144
(6.8000086, 7.2000084)	6.8000086	7.2000084	4695	-1.0	1.750002125	-266.86854431421943	315247	0.8361678876646491
(7.2000084, 7.6000081999999995)	7.2000084	7.6000081999999995	3450	-1.0	1.850002075	-185.5014230894354	318697	0.8453187414790962
(7.6000081999999995, 8.000008)	7.6000081999999995	8.000008	2876	-1.0	1.9500020249999999	-146.70813136630377	321573	0.852947105412531
(8.000008, 8.400007800000001)	8.000008	8.400007800000001	3294	-1.0	2.050001975	-159.8341889015205	324867	0.8616841814892816
(8.400007800000001, 8.8000076)	8.400007800000001	8.8000076	3381	-1.0	2.150001925	-156.4251889115354	328248	0.8706520182274399
(8.8000076, 9.2000074)	8.8000076	9.2000074	1613	-1.0	2.250001875	-71.31023267640425	329861	0.8749303739383684
(9.2000074, 9.6000072)	9.2000074	9.6000072	1492	-1.0	2.350001825	-63.15401846090977	331353	0.8788877866604423
(9.6000072, 10.000007)	9.6000072	10.000007	1387	-1.0	2.450001775	-56.313228702269846	332740	0.8825666951359896
(10.000007, 10.4000068)	10.000007	10.4000068	1745	-1.0	2.550001725	-68.06993301105388	334485	0.8871951704711231
(10.4000068, 10.8000066)	10.4000068	10.8000066	1436	-1.0	2.650001675	-53.902468890247924	335921	0.8910040475950495
(10.8000066, 11.2000064)	10.8000066	11.2000064	1161	-1.0	2.750001625	-41.99519821174226	337082	0.8940835088352157
(11.2000064, 11.6000062)	11.2000064	11.6000062	1115	-1.0	2.850001575	-38.9161737297436	338197	0.8970409586911892
