Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.04)	0.0	0.04	140	1.0	0.01	27852.115041081684	140	0.00028000056000112
(0.04, 0.08)	0.04	0.08	423	1.0	0.03	28051.05871994655	563	0.001126002252004504
(0.08, 0.12)	0.08	0.12	762	1.0	0.05	30319.01665900606	1325	0.0026500053000106
(0.12, 0.16)	0.12	0.16	1019	1.0	0.07	28960.51553761452	2344	0.004688009376018752
(0.16, 0.2)	0.16	0.2	1293	1.0	0.09	28581.575196919526	3637	0.007274014548029096
(0.2, 0.24)	0.2	0.24	1633	1.0	0.11	29534.093416939228	5270	0.01054002108004216
(0.24, 0.28)	0.24	0.28	1962	1.0	0.13	30025.19214868254	7232	0.014464028928057857
(0.28, 0.32)	0.28	0.32	2304	1.0	0.15000000000000002	30557.749073643918	9536	0.01907203814407629
(0.32, 0.36)	0.32	0.36	2581	1.0	0.16999999999999998	30204.331479425153	12117	0.024234048468096937
(0.36, 0.4)	0.36	0.4	2737	1.0	0.19	28658.360476481383	14854	0.029708059416118832
(0.4, 0.44)	0.4	0.44	3082	1.0	0.21000000000000002	29197.353250548927	17936	0.03587207174414349
(0.44, 0.48)	0.44	0.48	3437	1.0	0.22999999999999998	29729.105402545883	21373	0.04274608549217099
(0.48, 0.52)	0.48	0.52	3750	1.0	0.25	29841.551829730346	25123	0.05024610049220098
(0.52, 0.56)	0.52	0.56	3952	1.0	0.27	29119.459958294912	29075	0.0581501163002326
(0.56, 0.6)	0.56	0.6	4421	1.0	0.29000000000000004	30328.620836606475	33496	0.06699213398426797
(0.6, 0.64)	0.6	0.64	4696	1.0	0.31	30136.75857901371	38192	0.07638415276830554
(0.64, 0.68)	0.64	0.68	5072	1.0	0.33	30577.04058189743	43264	0.08652817305634611
(0.68, 0.72)	0.68	0.72	5384	1.0	0.35	30603.221914527367	48648	0.09729619459238918
(0.72, 0.76)	0.72	0.76	5775	1.0	0.37	31051.344471476186	54423	0.10884621769243538
(0.76, 0.8)	0.76	0.8	6058	1.0	0.39	30902.584783676288	60481	0.12096224192448385
(0.8, 0.84)	0.8	0.84	6566	1.0	0.41000000000000003	31860.102327481356	67047	0.13409426818853637
(0.84, 0.88)	0.84	0.88	6721	1.0	0.43	31095.359666297307	73768	0.14753629507259014
(0.88, 0.92)	0.88	0.92	7089	1.0	0.45	31340.26087717903	80857	0.16171432342864686
(0.92, 0.96)	0.92	0.96	7465	1.0	0.47	31598.18218566489	88322	0.1766443532887066
(0.96, 1.0)	0.96	1.0	7842	1.0	0.49	31839.108768536807	96164	0.19232838465676932
(1.0, 1.04)	1.0	1.04	8333	1.0	0.51	32505.836783940245	104497	0.20899441798883597
(1.04, 1.08)	1.04	1.08	8695	1.0	0.53	32638.024296793166	113192	0.22638445276890554
(1.08, 1.12)	1.08	1.12	9128	1.0	0.55	33017.41637597317	122320	0.24464048928097856
(1.12, 1.16)	1.12	1.16	9533	1.0	0.5700000000000001	33272.45773015445	131853	0.26370652741305484
(1.16, 1.2)	1.16	1.2	9872	1.0	0.59	33287.66097888115	141725	0.2834505669011338
(1.2, 1.24)	1.2	1.24	10441	1.0	0.61	34051.98280373929	152166	0.30433260866521733
(1.24, 1.28)	1.24	1.28	10982	1.0	0.63	34679.3568459364	163148	0.3262966525933052
(1.28, 1.32)	1.28	1.32	11380	1.0	0.65	34830.44716126476	174528	0.34905669811339624
(1.32, 1.36)	1.32	1.36	12051	1.0	0.67	35783.13841791842	186579	0.37315874631749263
(1.36, 1.4000000000000001)	1.36	1.4000000000000001	12284	1.0	0.6900000000000001	35417.74132139206	198863	0.3977267954535909
(1.4000000000000001, 1.44)	1.4000000000000001	1.44	13010	1.0	0.71	36454.32763425296	211873	0.423746847493695
(1.44, 1.48)	1.44	1.48	13369	1.0	0.73	36433.945791019665	225242	0.4504849009698019
(1.48, 1.52)	1.48	1.52	14144	1.0	0.75	37518.12525152943	239386	0.4787729575459151
(1.52, 1.56)	1.52	1.56	14838	1.0	0.77	38336.70528567434	254224	0.5084490168980338
(1.56, 1.6)	1.56	1.6	15553	1.0	0.79	39166.72199221903	269777	0.5395550791101582
(1.6, 1.6400000000000001)	1.6	1.6400000000000001	16332	1.0	0.81	40112.940286679564	286109	0.5722191444382889
(1.6400000000000001, 1.68)	1.6400000000000001	1.68	16912	1.0	0.8300000000000001	40536.572252562524	303021	0.6060432120864242
(1.68, 1.72)	1.68	1.72	17206	1.0	0.85	40270.88162998748	320227	0.6404552809105618
(1.72, 1.76)	1.72	1.76	17361	1.0	0.87	39699.55412382745	337588	0.6751773503547007
(1.76, 1.8)	1.76	1.8	17791	1.0	0.89	39768.61787286382	355379	0.7107594215188431
(1.8, 1.84)	1.8	1.84	19856	1.0	0.91	43409.07348945982	375235	0.7504715009430019
(1.84, 1.8800000000000001)	1.84	1.8800000000000001	22947	1.0	0.93	49087.74837539933	398182	0.7963655927311855
(1.8800000000000001, 1.92)	1.8800000000000001	1.92	27532	1.0	0.95	57655.972279027425	425714	0.8514297028594057
(1.92, 1.96)	1.92	1.96	33219	1.0	0.97	68131.03163105257	458933	0.9178678357356714
(1.96, 2.0)	1.96	2.0	41066	1.0	0.99	82523.44561883537	499999	1.0
(2.5, 2.53)	2.5	2.53	14693	-1.0	1.2574999999999998	-30993.553066258868	14693	0.029386
(2.53, 2.56)	2.53	2.56	13969	-1.0	1.2725	-29118.996726269404	28662	0.057324
(2.56, 2.59)	2.56	2.59	13139	-1.0	1.2875	-27069.73200368194	41801	0.083602
(2.59, 2.62)	2.59	2.62	12247	-1.0	1.3025	-24941.402278265152	54048	0.108096
