Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.008)	0.0	0.008	11	1.0	0.01	54709.511687839025	11	0.0001375
(0.008, 0.016)	0.008	0.016	37	1.0	0.03	61340.96765000133	48	0.0006
(0.016, 0.024)	0.016	0.024	52	1.0	0.049999999999999996	51725.35650486598	100	0.00125
(0.024, 0.032)	0.024	0.032	105	1.0	0.06999999999999999	74603.87957432595	205	0.0025625
(0.032, 0.04)	0.032	0.04	106	1.0	0.09000000000000001	58577.860999100354	311	0.0038875
(0.04, 0.048)	0.04	0.048	138	1.0	0.10999999999999999	62395.97200761806	449	0.0056125
(0.048, 0.056)	0.048	0.056	165	1.0	0.13	63126.35963981424	614	0.007675
(0.056, 0.064)	0.056	0.064	166	1.0	0.15	55041.08448594717	780	0.00975
(0.064, 0.07200000000000001)	0.064	0.07200000000000001	243	1.0	0.17	71093.10877082817	1023	0.0127875
(0.07200000000000001, 0.08)	0.07200000000000001	0.08	238	1.0	0.19000000000000003	62300.78364452486	1261	0.0157625
(0.08, 0.088)	0.08	0.088	261	1.0	0.20999999999999996	61814.643075870124	1522	0.019025
(0.088, 0.096)	0.088	0.096	323	1.0	0.22999999999999998	69846.5307319051	1845	0.0230625
(0.096, 0.10400000000000001)	0.096	0.10400000000000001	294	1.0	0.25	58489.441586271445	2139	0.0267375
(0.10400000000000001, 0.112)	0.10400000000000001	0.112	376	1.0	0.27	69261.87338258413	2515	0.0314375
(0.112, 0.12)	0.112	0.12	381	1.0	0.29	65342.708316823475	2896	0.0362
(0.12, 0.128)	0.12	0.128	430	1.0	0.31	68988.53379991432	3326	0.041575
(0.128, 0.136)	0.128	0.136	480	1.0	0.33	72343.15595086143	3806	0.047575
(0.136, 0.14400000000000002)	0.136	0.14400000000000002	521	1.0	0.35000000000000003	74035.46906328338	4327	0.0540875
(0.14400000000000002, 0.152)	0.14400000000000002	0.152	530	1.0	0.37000000000000005	71243.34445836546	4857	0.0607125
(0.152, 0.16)	0.152	0.16	590	1.0	0.38999999999999996	75241.51957068764	5447	0.0680875
(0.16, 0.168)	0.16	0.168	641	1.0	0.41	77757.86472706163	6088	0.0761
(0.168, 0.176)	0.168	0.176	719	1.0	0.42999999999999994	83163.0843626984	6807	0.0850875
(0.176, 0.184)	0.176	0.184	732	1.0	0.44999999999999996	80903.76273838012	7539	0.0942375
(0.184, 0.192)	0.184	0.192	756	1.0	0.47	80000.75596906431	8295	0.1036875
(0.192, 0.2)	0.192	0.2	860	1.0	0.49	87291.61419580976	9155	0.1144375
(0.2, 0.20800000000000002)	0.2	0.20800000000000002	933	1.0	0.51	90987.47665731508	10088	0.1261
(0.20800000000000002, 0.216)	0.20800000000000002	0.216	1012	1.0	0.53	94967.45425058891	11100	0.13875
(0.216, 0.224)	0.216	0.224	1044	1.0	0.5499999999999999	94407.81851587402	12144	0.1518
(0.224, 0.232)	0.224	0.232	1156	1.0	0.57	100867.9354244688	13300	0.16625
(0.232, 0.24)	0.232	0.24	1203	1.0	0.59	101410.6973196771	14503	0.1812875
(0.24, 0.248)	0.24	0.248	1239	1.0	0.61	101020.99103015289	15742	0.196775
(0.248, 0.256)	0.248	0.256	1420	1.0	0.63	112103.18412226753	17162	0.214525
(0.256, 0.264)	0.256	0.264	1493	1.0	0.65	114239.58174817266	18655	0.2331875
(0.264, 0.272)	0.264	0.272	1606	1.0	0.67	119217.7418869328	20261	0.2532625
(0.272, 0.28)	0.272	0.28	1742	1.0	0.6900000000000001	125565.17702268183	22003	0.2750375
(0.28, 0.28800000000000003)	0.28	0.28800000000000003	1911	1.0	0.7100000000000001	133866.6796868889	23914	0.298925
(0.28800000000000003, 0.296)	0.28800000000000003	0.296	1982	1.0	0.7300000000000001	135036.42859937446	25896	0.3237
(0.296, 0.304)	0.296	0.304	2266	1.0	0.7499999999999999	150268.79210259745	28162	0.352025
(0.304, 0.312)	0.304	0.312	2306	1.0	0.7699999999999999	148949.3907345416	30468	0.38085
(0.312, 0.32)	0.312	0.32	2615	1.0	0.7899999999999999	164632.1899467191	33083	0.4135375
(0.32, 0.328)	0.32	0.328	2843	1.0	0.8099999999999999	174566.9379669204	35926	0.449075
(0.328, 0.336)	0.328	0.336	3116	1.0	0.83	186719.4287177508	39042	0.488025
(0.336, 0.34400000000000003)	0.336	0.34400000000000003	3368	1.0	0.85	197071.2677696699	42410	0.530125
(0.34400000000000003, 0.352)	0.34400000000000003	0.352	3884	1.0	0.8699999999999999	222039.43928481528	46294	0.578675
(0.352, 0.36)	0.352	0.36	4318	1.0	0.8899999999999999	241303.03520744498	50612	0.63265
(0.36, 0.368)	0.36	0.368	4988	1.0	0.9099999999999999	272618.4258730682	55600	0.695
(0.368, 0.376)	0.368	0.376	5528	1.0	0.9299999999999999	295634.5851518802	61128	0.7641
(0.376, 0.384)	0.376	0.384	6273	1.0	0.95	328414.13092613785	67401	0.8425125
(0.384, 0.392)	0.384	0.392	6690	1.0	0.97	343024.0236097863	74091	0.9261375
(0.392, 0.4)	0.392	0.4	5909	1.0	0.99	296858.1309122501	80000	1.0
(0.5, 0.506)	0.5	0.506	3919	-1.0	1.2574999999999998	-206669.3909798341	3919	0.0489875
(0.506, 0.512)	0.506	0.512	4442	-1.0	1.2725	-231488.62384223932	8361	0.1045125
(0.512, 0.518)	0.512	0.518	4309	-1.0	1.2874999999999999	-221941.31060937702	12670	0.158375
(0.518, 0.524)	0.518	0.524	3903	-1.0	1.3025	-198714.56906195267	16573	0.2071625
(0.524, 0.53)	0.524	0.53	3588	-1.0	1.3175	-180597.07014981683	20161	0.2520125
(0.53, 0.536)	0.53	0.536	3206	-1.0	1.3325	-159553.0792847453	23367	0.2920875
(0.536, 0.542)	0.536	0.542	2985	-1.0	1.3475	-146900.89830838266	26352	0.3294
(0.542, 0.548)	0.542	0.548	2630	-1.0	1.3625	-128005.35178338893	28982	0.362275
(0.548, 0.554)	0.548	0.554	2479	-1.0	1.3775	-119342.13669836907	31461	0.3932625
(0.554, 0.56)	0.554	0.56	2269	-1.0	1.3925	-108055.8246186452	33730	0.421625
(0.56, 0.5660000000000001)	0.56	0.5660000000000001	2238	-1.0	1.4075	-105443.68343388387	35968	0.4496
(0.5660000000000001, 0.5720000000000001)	0.5660000000000001	0.5720000000000001	1992	-1.0	1.4225	-92863.69263006897	37960	0.4745
(0.5720000000000001, 0.5780000000000001)	0.5720000000000001	0.5780000000000001	1904	-1.0	1.4375	-87835.07583970086	39864	0.4983
(0.5780000000000001, 0.5840000000000001)	0.5780000000000001	0.5840000000000001	1844	-1.0	1.4525000000000001	-84188.67328211587	41708	0.52135
(0.5840000000000001, 0.59)	0.5840000000000001	0.59	1706	-1.0	1.4674999999999998	-77092.08771004484	43414	0.542675
(0.59, 0.596)	0.59	0.596	1657	-1.0	1.4825	-74120.21942194215	45071	0.5633875
(0.596, 0.602)	0.596	0.602	1552	-1.0	1.4974999999999998	-68728.01104024	46623	0.5827875
(0.602, 0.608)	0.602	0.608	1488	-1.0	1.5125	-65240.373366594715	48111	0.6013875
(0.608, 0.614)	0.608	0.614	1429	-1.0	1.5274999999999999	-62038.30160346925	49540	0.61925
(0.614, 0.62)	0.614	0.62	1392	-1.0	1.5425	-59844.322199869704	50932	0.63665
(0.62, 0.626)	0.62	0.626	1417	-1.0	1.5574999999999999	-60332.4115466068	52349	0.6543625
(0.626, 0.632)	0.626	0.632	1319	-1.0	1.5725	-55624.10438214361	53668	0.67085
(0.632, 0.638)	0.632	0.638	1277	-1.0	1.5875	-53344.05835389762	54945	0.6868125
(0.638, 0.644)	0.638	0.644	1272	-1.0	1.6025	-52637.82829248311	56217	0.7027125
(0.644, 0.65)	0.644	0.65	1204	-1.0	1.6175	-49361.81130413245	57421	0.7177625
(0.65, 0.656)	0.65	0.656	1133	-1.0	1.6325	-46024.13234382777	58554	0.731925
(0.656, 0.662)	0.656	0.662	1106	-1.0	1.6475	-44518.30224067701	59660	0.74575
(0.662, 0.668)	0.662	0.668	1081	-1.0	1.6625	-43119.42192539798	60741	0.7592625
(0.668, 0.674)	0.668	0.674	983	-1.0	1.6775	-38859.738961582974	61724	0.77155
(0.674, 0.68)	0.674	0.68	1025	-1.0	1.6925000000000001	-40160.95929817635	62749	0.7843625
(0.68, 0.686)	0.68	0.686	1028	-1.0	1.7075	-39924.66605623933	63777	0.7972125
(0.686, 0.6920000000000001)	0.686	0.6920000000000001	971	-1.0	1.7225000000000001	-37382.54710745777	64748	0.80935
(0.6920000000000001, 0.6980000000000001)	0.6920000000000001	0.6980000000000001	954	-1.0	1.7375	-36410.98698073571	65702	0.821275
(0.6980000000000001, 0.7040000000000001)	0.6980000000000001	0.7040000000000001	930	-1.0	1.7525000000000002	-35191.17857238757	66632	0.8329
(0.7040000000000001, 0.7100000000000001)	0.7040000000000001	0.7100000000000001	974	-1.0	1.7675	-36543.355627417775	67606	0.845075
(0.7100000000000001, 0.716)	0.7100000000000001	0.716	901	-1.0	1.7825000000000002	-33520.010221084485	68507	0.8563375
(0.716, 0.722)	0.716	0.722	927	-1.0	1.7974999999999999	-34199.49750722937	69434	0.867925
(0.722, 0.728)	0.722	0.728	896	-1.0	1.8124999999999998	-32782.259542606334	70330	0.879125
(0.728, 0.734)	0.728	0.734	809	-1.0	1.8275	-29356.212713484565	71139	0.8892375
(0.734, 0.74)	0.734	0.74	920	-1.0	1.8424999999999998	-33112.29028596661	72059	0.9007375
(0.74, 0.746)	0.74	0.746	833	-1.0	1.8575	-29738.91152883542	72892	0.91115
(0.746, 0.752)	0.746	0.752	803	-1.0	1.8724999999999998	-28438.23304468002	73695	0.9211875
(0.752, 0.758)	0.752	0.758	826	-1.0	1.8875	-29020.30529666803	74521	0.9315125
(0.758, 0.764)	0.758	0.764	782	-1.0	1.9024999999999999	-27257.81110334248	75303	0.9412875
(0.764, 0.77)	0.764	0.77	805	-1.0	1.9175	-27840.01068860841	76108	0.95135
(0.77, 0.776)	0.77	0.776	852	-1.0	1.9324999999999999	-29236.742456725726	76960	0.962
(0.776, 0.782)	0.776	0.782	789	-1.0	1.9475	-26866.335066218468	77749	0.9718625
(0.782, 0.788)	0.782	0.788	774	-1.0	1.9625	-26154.12440618412	78523	0.9815375
(0.788, 0.794)	0.788	0.794	727	-1.0	1.9775	-24379.61306949162	79250	0.990625
(0.794, 0.8)	0.794	0.8	750	-1.0	1.9925	-24961.565729594582	80000	1.0
