Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.008)	0.0	0.008	15	1.0	0.01	74603.87957432594	15	0.0001875
(0.008, 0.016)	0.008	0.016	38	1.0	0.03	62998.83164054191	53	0.0006625
(0.016, 0.024)	0.016	0.024	64	1.0	0.049999999999999996	63661.97723675813	117	0.0014625
(0.024, 0.032)	0.024	0.032	101	1.0	0.06999999999999999	71761.82701911354	218	0.002725
(0.032, 0.04)	0.032	0.04	92	1.0	0.09000000000000001	50841.16237657767	310	0.003875
(0.04, 0.048)	0.04	0.048	125	1.0	0.10999999999999999	56518.09058661057	435	0.0054375
(0.048, 0.056)	0.048	0.056	195	1.0	0.13	74603.87957432591	630	0.007875
(0.056, 0.064)	0.056	0.064	206	1.0	0.15	68303.9964102718	836	0.01045
(0.064, 0.07200000000000001)	0.064	0.07200000000000001	217	1.0	0.17	63486.43869658317	1053	0.0131625
(0.07200000000000001, 0.08)	0.07200000000000001	0.08	233	1.0	0.19000000000000003	60991.94365199283	1286	0.016075
(0.08, 0.088)	0.08	0.088	301	1.0	0.20999999999999996	71288.15159324485	1587	0.0198375
(0.088, 0.096)	0.088	0.096	347	1.0	0.22999999999999998	75036.36583272778	1934	0.024175
(0.096, 0.10400000000000001)	0.096	0.10400000000000001	395	1.0	0.25	78582.7531516232	2329	0.0291125
(0.10400000000000001, 0.112)	0.10400000000000001	0.112	381	1.0	0.27	70182.90893288446	2710	0.033875
(0.112, 0.12)	0.112	0.12	442	1.0	0.29	75804.40177437264	3152	0.0394
(0.12, 0.128)	0.12	0.128	515	1.0	0.31	82625.80210919972	3667	0.0458375
(0.128, 0.136)	0.128	0.136	534	1.0	0.33	80481.76099533334	4201	0.0525125
(0.136, 0.14400000000000002)	0.136	0.14400000000000002	565	1.0	0.35000000000000003	80287.98468475069	4766	0.059575
(0.14400000000000002, 0.152)	0.14400000000000002	0.152	603	1.0	0.37000000000000005	81056.10699697051	5369	0.0671125
(0.152, 0.16)	0.152	0.16	632	1.0	0.38999999999999996	80597.69554012643	6001	0.0750125
(0.16, 0.168)	0.16	0.168	701	1.0	0.41	85036.29200260562	6702	0.083775
(0.168, 0.176)	0.168	0.176	751	1.0	0.42999999999999994	86864.36210902155	7453	0.0931625
(0.176, 0.184)	0.176	0.184	798	1.0	0.44999999999999996	88198.36429675865	8251	0.1031375
(0.184, 0.192)	0.184	0.192	885	1.0	0.47	93651.67861457926	9136	0.1142
(0.192, 0.2)	0.192	0.2	915	1.0	0.49	92874.21742926272	10051	0.1256375
(0.2, 0.20800000000000002)	0.2	0.20800000000000002	992	1.0	0.51	96741.23991860297	11043	0.1380375
(0.20800000000000002, 0.216)	0.20800000000000002	0.216	1060	1.0	0.53	99471.83943243502	12103	0.1512875
(0.216, 0.224)	0.216	0.224	1112	1.0	0.5499999999999999	100556.98677169724	13215	0.1651875
(0.224, 0.232)	0.224	0.232	1247	1.0	0.57	108808.23137916315	14462	0.180775
(0.232, 0.24)	0.232	0.24	1360	1.0	0.59	114645.50985433155	15822	0.197775
(0.24, 0.248)	0.24	0.248	1466	1.0	0.61	119529.27590815506	17288	0.2161
(0.248, 0.256)	0.248	0.256	1440	1.0	0.63	113682.10220849665	18728	0.2341
(0.256, 0.264)	0.256	0.264	1622	1.0	0.65	124110.24889185268	20350	0.254375
(0.264, 0.272)	0.264	0.272	1700	1.0	0.67	126195.61719040207	22050	0.275625
(0.272, 0.28)	0.272	0.28	1815	1.0	0.6900000000000001	130827.09316657149	23865	0.2983125
(0.28, 0.28800000000000003)	0.28	0.28800000000000003	2004	1.0	0.7100000000000001	140381.38466380184	25869	0.3233625
(0.28800000000000003, 0.296)	0.28800000000000003	0.296	2062	1.0	0.7300000000000001	140486.94034909693	27931	0.3491375
(0.296, 0.304)	0.296	0.304	2298	1.0	0.7499999999999999	152390.85801048938	30229	0.3778625
(0.304, 0.312)	0.304	0.312	2502	1.0	0.7699999999999999	161609.44302594237	32731	0.4091375
