Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.04)	0.0	0.04	5	1.0	0.01	994.7183943243459	5	0.0001
(0.04, 0.08)	0.04	0.08	22	1.0	0.03	1458.9203116757071	27	0.00054
(0.08, 0.12)	0.08	0.12	20	1.0	0.05	795.7747154594766	47	0.00094
(0.12, 0.16)	0.12	0.16	40	1.0	0.07	1136.8210220849664	87	0.00174
(0.16, 0.2)	0.16	0.2	58	1.0	0.09	1282.0814860180453	145	0.0029
(0.2, 0.24)	0.2	0.24	80	1.0	0.11	1446.8631190172312	225	0.0045
(0.24, 0.28)	0.24	0.28	76	1.0	0.13	1163.0553533638497	301	0.00602
(0.28, 0.32)	0.28	0.32	102	1.0	0.15000000000000002	1352.817016281111	403	0.00806
(0.32, 0.36)	0.32	0.36	119	1.0	0.16999999999999998	1392.6057520540849	522	0.01044
(0.36, 0.4)	0.36	0.4	127	1.0	0.19	1329.781432412545	649	0.01298
(0.4, 0.44)	0.4	0.44	169	1.0	0.21000000000000002	1601.02293943633	818	0.01636
(0.44, 0.48)	0.44	0.48	170	1.0	0.22999999999999998	1470.4532785664244	988	0.01976
(0.48, 0.52)	0.48	0.52	161	1.0	0.25	1281.1972918897563	1149	0.02298
(0.52, 0.56)	0.52	0.56	173	1.0	0.27	1274.7132016156427	1322	0.02644
(0.56, 0.6)	0.56	0.6	190	1.0	0.29000000000000004	1303.4241029077652	1512	0.03024
(0.6, 0.64)	0.6	0.64	185	1.0	0.31	1187.2445351613153	1697	0.03394
(0.64, 0.68)	0.64	0.68	207	1.0	0.33	1247.9194401523596	1904	0.03808
(0.68, 0.72)	0.68	0.72	239	1.0	0.35	1358.5011213915382	2143	0.04286
(0.72, 0.76)	0.72	0.76	236	1.0	0.37	1268.9380597867325	2379	0.04758
(0.76, 0.8)	0.76	0.8	255	1.0	0.39	1300.7855925779884	2634	0.05268
(0.8, 0.84)	0.8	0.84	292	1.0	0.41000000000000003	1416.8671763059024	2926	0.05852
(0.84, 0.88)	0.84	0.88	296	1.0	0.43	1369.472766139563	3222	0.06444
(0.88, 0.92)	0.88	0.92	296	1.0	0.45	1308.6073098666939	3518	0.07036
(0.92, 0.96)	0.92	0.96	349	1.0	0.47	1477.2626366774343	3867	0.07734
(0.96, 1.0)	0.96	1.0	363	1.0	0.49	1473.8072536315815	4230	0.0846
(1.0, 1.04)	1.0	1.04	395	1.0	0.51	1540.8382970906514	4625	0.0925
(1.04, 1.08)	1.04	1.08	359	1.0	0.53	1347.5619002356234	4984	0.09968
(1.08, 1.12)	1.08	1.12	408	1.0	0.55	1475.8003813975738	5392	0.10784
(1.12, 1.16)	1.12	1.16	407	1.0	0.5700000000000001	1420.527671894772	5799	0.11598
(1.16, 1.2)	1.16	1.2	491	1.0	0.59	1655.6160393669616	6290	0.1258
(1.2, 1.24)	1.2	1.24	492	1.0	0.61	1604.5949180576313	6782	0.13564
(1.24, 1.28)	1.24	1.28	557	1.0	0.63	1758.91474805924	7339	0.14678
(1.28, 1.32)	1.28	1.32	635	1.0	0.65	1943.5267089106435	7974	0.15948
(1.32, 1.36)	1.32	1.36	700	1.0	0.67	2078.516047841913	8674	0.17348
(1.36, 1.4000000000000001)	1.36	1.4000000000000001	738	1.0	0.6900000000000001	2127.8323913372956	9412	0.18824
(1.4000000000000001, 1.44)	1.4000000000000001	1.44	820	1.0	0.71	2297.65938970695	10232	0.20464
(1.44, 1.48)	1.44	1.48	912	1.0	0.73	2485.433357873434	11144	0.22288
(1.48, 1.52)	1.48	1.52	932	1.0	0.75	2472.2067826941056	12076	0.24152
(1.52, 1.56)	1.52	1.56	968	1.0	0.77	2501.0062485869225	13044	0.26088
(1.56, 1.6)	1.56	1.6	893	1.0	0.79	2248.81905349782	13937	0.27874
(1.6, 1.6400000000000001)	1.6	1.6400000000000001	912	1.0	0.81	2239.95845833038	14849	0.29698
(1.6400000000000001, 1.68)	1.6400000000000001	1.68	830	1.0	0.8300000000000001	1989.4367886487046	15679	0.31358
