Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.04)	0.0	0.04	138	1.0	0.01	2.7451482535098437	138	0.000276
(0.04, 0.08)	0.04	0.08	458	1.0	0.03	3.0369031403563	596	0.001192
(0.08, 0.12)	0.08	0.12	698	1.0	0.05	2.7769760593476387	1294	0.002588
(0.12, 0.16)	0.12	0.16	1071	1.0	0.07	3.043533933239174	2365	0.00473
(0.16, 0.2)	0.16	0.2	1332	1.0	0.09	2.944072039996063	3697	0.007394
(0.2, 0.24)	0.2	0.24	1620	1.0	0.11	2.9296048555243406	5317	0.010634
(0.24, 0.28)	0.24	0.28	1914	1.0	0.13	2.928770210266353	7231	0.014462
(0.28, 0.32)	0.28	0.32	2269	1.0	0.15000000000000002	3.009053810248231	9500	0.019
(0.32, 0.36)	0.32	0.36	2463	1.0	0.16999999999999998	2.8820546242091853	11963	0.023926
(0.36, 0.4)	0.36	0.4	2940	1.0	0.19	3.078083854049935	14903	0.029806
(0.4, 0.44)	0.4	0.44	3152	1.0	0.21000000000000002	2.9857513095455617	18055	0.03611
(0.44, 0.48)	0.44	0.48	3495	1.0	0.22999999999999998	3.022776668562351	21550	0.0431
(0.48, 0.52)	0.48	0.52	3844	1.0	0.25	3.058652141012124	25394	0.050788
(0.52, 0.56)	0.52	0.56	4083	1.0	0.27	3.0081697045305114	29477	0.058954
(0.56, 0.6)	0.56	0.6	4485	1.0	0.29000000000000004	3.0764592496231047	33962	0.067924
(0.6, 0.64)	0.6	0.64	4722	1.0	0.31	3.0300584509288155	38684	0.077368
(0.64, 0.68)	0.64	0.68	5191	1.0	0.33	3.129131441363544	43875	0.08775
(0.68, 0.72)	0.68	0.72	5511	1.0	0.35	3.1321971066444676	49386	0.098772
(0.72, 0.76)	0.72	0.76	5918	1.0	0.37	3.1817053200687906	55304	0.110608
(0.76, 0.8)	0.76	0.8	6020	1.0	0.39	3.070567165761655	61324	0.122648
(0.8, 0.84)	0.8	0.84	6525	1.0	0.41000000000000003	3.165799284933155	67849	0.135698
(0.84, 0.88)	0.84	0.88	6912	1.0	0.43	3.1975842144017554	74761	0.149522
(0.88, 0.92)	0.88	0.92	7167	1.0	0.45	3.168192839437203	81928	0.163856
(0.92, 0.96)	0.92	0.96	7518	1.0	0.47	3.181934099581718	89446	0.178892
(0.96, 1.0)	0.96	1.0	8029	1.0	0.49	3.2595083299956418	97475	0.19495
(1.0, 1.04)	1.0	1.04	8341	1.0	0.51	3.2533790256501245	105816	0.211632
(1.04, 1.08)	1.04	1.08	8809	1.0	0.53	3.306263462560598	114625	0.22925
(1.08, 1.12)	1.08	1.12	9317	1.0	0.55	3.3697689430765734	123942	0.247884
(1.12, 1.16)	1.12	1.16	9581	1.0	0.5700000000000001	3.343664558464009	133523	0.267046
(1.16, 1.2)	1.16	1.2	10192	1.0	0.59	3.436324121809422	143715	0.28743
(1.2, 1.24)	1.2	1.24	10517	1.0	0.61	3.429641741763244	154232	0.308464
(1.24, 1.28)	1.24	1.28	10885	1.0	0.63	3.4369609776230328	165117	0.330234
(1.28, 1.32)	1.28	1.32	11387	1.0	0.65	3.4848387026439873	176504	0.353008
(1.32, 1.36)	1.32	1.36	12043	1.0	0.67	3.575580836796343	188547	0.377094
(1.36, 1.4000000000000001)	1.36	1.4000000000000001	12670	1.0	0.6900000000000001	3.6527019924353814	201217	0.402434
(1.4000000000000001, 1.44)	1.4000000000000001	1.44	13070	1.0	0.71	3.6618787174294574	214287	0.428574
(1.44, 1.48)	1.44	1.48	13350	1.0	0.73	3.6378528076589647	227637	0.455274
(1.48, 1.52)	1.48	1.52	14186	1.0	0.75	3.76257711345803	241823	0.483646
(1.52, 1.56)	1.52	1.56	14905	1.0	0.77	3.8505961526975487	256728	0.513456
(1.56, 1.6)	1.56	1.6	15515	1.0	0.79	3.9067120852325377	272243	0.544486
(1.6, 1.6400000000000001)	1.6	1.6400000000000001	16333	1.0	0.81	4.011138524295608	288576	0.577152
(1.6400000000000001, 1.68)	1.6400000000000001	1.68	16998	1.0	0.8300000000000001	4.07386328035277	305574	0.611148
(1.68, 1.72)	1.68	1.72	17329	1.0	0.85	4.055470936493779	322903	0.645806
(1.72, 1.76)	1.72	1.76	17591	1.0	0.87	4.022147503539196	340494	0.680988
(1.76, 1.8)	1.76	1.8	17817	1.0	0.89	3.982275397556162	358311	0.716622
(1.8, 1.84)	1.8	1.84	19903	1.0	0.91	4.350747387291483	378214	0.756428
(1.84, 1.8800000000000001)	1.84	1.8800000000000001	22836	1.0	0.93	4.884541492687438	401050	0.8021
(1.8800000000000001, 1.92)	1.8800000000000001	1.92	26935	1.0	0.95	5.640012830533029	427985	0.85597
(1.92, 1.96)	1.92	1.96	32752	1.0	0.97	6.716651396903819	460737	0.921474
(1.96, 2.0)	1.96	2.0	39263	1.0	0.99	7.8892369987964255	500000	1.0
(2.5, 2.53)	2.5	2.53	12367	-1.0	1.2574999999999998	-2.608445823697923	12367	0.024734
(2.53, 2.56)	2.53	2.56	11720	-1.0	1.2725	-2.4428414172819775	24087	0.048174
(2.56, 2.59)	2.56	2.59	11324	-1.0	1.2875	-2.3328030634770016	35411	0.070822
(2.59, 2.62)	2.59	2.62	10868	-1.0	1.3025	-2.213081214620317	46279	0.092558
(2.62, 2.65)	2.62	2.65	10331	-1.0	1.3175	-2.079779013980169	56610	0.11322
(2.65, 2.68)	2.65	2.68	10071	-1.0	1.3325	-2.0046143376637513	66681	0.133362
(2.68, 2.71)	2.68	2.71	9822	-1.0	1.3475000000000001	-1.9332882432827927	76503	0.153006
(2.71, 2.74)	2.71	2.74	9661	-1.0	1.3625	-1.8806631938773009	86164	0.172328
(2.74, 2.77)	2.74	2.77	9528	-1.0	1.3775	-1.8345755234271912	95692	0.191384
(2.77, 2.8)	2.77	2.8	9449	-1.0	1.3925	-1.7997662319648717	105141	0.210282
(2.8, 2.83)	2.8	2.83	9388	-1.0	1.4075	-1.7690908301078707	114529	0.229058
(2.83, 2.86)	2.83	2.86	9086	-1.0	1.4224999999999999	-1.6941267946233796	123615	0.24723
(2.86, 2.89)	2.86	2.89	9202	-1.0	1.4375	-1.6978519960544358	132817	0.265634
(2.89, 2.92)	2.89	2.92	9096	-1.0	1.4525000000000001	-1.660962259900103	141913	0.283826
(2.92, 2.95)	2.92	2.95	9157	-1.0	1.4675	-1.6550097561424684	151070	0.30214
(2.95, 2.98)	2.95	2.98	9209	-1.0	1.4825	-1.6475675320981336	160279	0.320558
(2.98, 3.01)	2.98	3.01	9075	-1.0	1.4975	-1.60733076225929	169354	0.338708
(3.01, 3.04)	3.01	3.04	9061	-1.0	1.5125	-1.588935254524852	178415	0.35683
(3.04, 3.07)	3.04	3.07	9085	-1.0	1.5274999999999999	-1.5774992691564187	187500	0.375
(3.07, 3.1)	3.07	3.1	8931	-1.0	1.5425	-1.5356787354799923	196431	0.392862
(3.1, 3.13)	3.1	3.13	8942	-1.0	1.5575	-1.5227621177183988	205373	0.410746
(3.13, 3.16)	3.13	3.16	9001	-1.0	1.5725	-1.5181880251509887	214374	0.428748
(3.16, 3.19)	3.16	3.19	9074	-1.0	1.5875	-1.5160394234758898	223448	0.446896
(3.19, 3.2199999999999998)	3.19	3.2199999999999998	9312	-1.0	1.6025	-1.5412403950158775	232760	0.46552
(3.2199999999999998, 3.25)	3.2199999999999998	3.25	9232	-1.0	1.6175	-1.5138294873494205	241992	0.483984
(3.25, 3.2800000000000002)	3.25	3.2800000000000002	9344	-1.0	1.6325	-1.5181164765102426	251336	0.502672
(3.2800000000000002, 3.31)	3.2800000000000002	3.31	9316	-1.0	1.6475	-1.499786743474466	260652	0.521304
(3.31, 3.34)	3.31	3.34	9489	-1.0	1.6625	-1.5138548851871754	270141	0.540282
(3.34, 3.37)	3.34	3.37	9425	-1.0	1.6775	-1.4901990562405276	279566	0.559132
(3.37, 3.4)	3.37	3.4	9368	-1.0	1.6925	-1.4680595031436243	288934	0.577868
(3.4, 3.4299999999999997)	3.4	3.4299999999999997	9314	-1.0	1.7075	-1.4467749320313685	298248	0.596496
(3.4299999999999997, 3.46)	3.4299999999999997	3.46	9512	-1.0	1.7225	-1.464664195109357	307760	0.61552
(3.46, 3.49)	3.46	3.49	9679	-1.0	1.7375	-1.4775123870696376	317439	0.634878
(3.49, 3.52)	3.49	3.52	9643	-1.0	1.7525	-1.459417649519079	327082	0.654164
(3.52, 3.55)	3.52	3.55	9732	-1.0	1.7675	-1.4603875832787574	336814	0.673628
(3.55, 3.58)	3.55	3.58	9730	-1.0	1.7825	-1.4478006115088697	346544	0.693088
(3.58, 3.61)	3.58	3.61	9904	-1.0	1.7974999999999999	-1.461393551309803	356448	0.712896
(3.61, 3.6399999999999997)	3.61	3.6399999999999997	9998	-1.0	1.8125	-1.4630547253622108	366446	0.732892
(3.6399999999999997, 3.67)	3.6399999999999997	3.67	9979	-1.0	1.8275	-1.4482885292081893	376425	0.75285
(3.67, 3.7)	3.67	3.7	9981	-1.0	1.8425	-1.4367857533560944	386406	0.772812
(3.7, 3.73)	3.7	3.73	10032	-1.0	1.8575	-1.432465447127696	396438	0.792876
(3.73, 3.76)	3.73	3.76	10350	-1.0	1.8725	-1.4660337802455867	406788	0.813576
(3.76, 3.79)	3.76	3.79	10281	-1.0	1.8875	-1.444687292796341	417069	0.834138
(3.79, 3.82)	3.79	3.82	10783	-1.0	1.9024999999999999	-1.5032817798902673	427852	0.855704
(3.82, 3.8499999999999996)	3.82	3.8499999999999996	11101	-1.0	1.9175	-1.5355083555209386	438953	0.877906
(3.8499999999999996, 3.88)	3.8499999999999996	3.88	11432	-1.0	1.9324999999999999	-1.569018871658791	450385	0.90077
(3.88, 3.91)	3.88	3.91	11686	-1.0	1.9475	-1.5915264827576887	462071	0.924142
(3.91, 3.94)	3.91	3.94	12411	-1.0	1.9625	-1.677345640139619	474482	0.948964
(3.94, 3.9699999999999998)	3.94	3.9699999999999998	12553	-1.0	1.9775	-1.68366812760998	487035	0.97407
(3.9699999999999998, 4.0)	3.9699999999999998	4.0	12965	-1.0	1.9925	-1.7258364813342197	500000	1.0
