Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.04)	0.0	0.04	10	1.0	0.01	1989.4367886486918	10	0.0002
(0.04, 0.08)	0.04	0.08	19	1.0	0.03	1259.976632810838	29	0.00058
(0.08, 0.12)	0.08	0.12	44	1.0	0.05	1750.7043740108486	73	0.00146
(0.12, 0.16)	0.12	0.16	66	1.0	0.07	1875.7546864401947	139	0.00278
(0.16, 0.2)	0.16	0.2	86	1.0	0.09	1901.0173758198603	225	0.0045
(0.2, 0.24)	0.2	0.24	75	1.0	0.11	1356.4341740786542	300	0.006
(0.24, 0.28)	0.24	0.28	108	1.0	0.13	1652.7628705696811	408	0.00816
(0.28, 0.32)	0.28	0.32	125	1.0	0.15000000000000002	1657.863990540577	533	0.01066
(0.32, 0.36)	0.32	0.36	141	1.0	0.16999999999999998	1650.0622776439159	674	0.01348
(0.36, 0.4)	0.36	0.4	132	1.0	0.19	1382.1350321138264	806	0.01612
(0.4, 0.44)	0.4	0.44	177	1.0	0.21000000000000002	1676.811007575328	983	0.01966
(0.44, 0.48)	0.44	0.48	190	1.0	0.22999999999999998	1643.4477819271801	1173	0.02346
(0.48, 0.52)	0.48	0.52	222	1.0	0.25	1766.6198683200366	1395	0.0279
(0.52, 0.56)	0.52	0.56	217	1.0	0.27	1598.9177153213552	1612	0.03224
(0.56, 0.6)	0.56	0.6	263	1.0	0.29000000000000004	1804.2133634986435	1875	0.0375
(0.6, 0.64)	0.6	0.64	258	1.0	0.31	1655.7248111979422	2133	0.04266
(0.64, 0.68)	0.64	0.68	298	1.0	0.33	1796.5217061130586	2431	0.04862
(0.68, 0.72)	0.68	0.72	338	1.0	0.35	1921.2275273235978	2769	0.05538
(0.72, 0.76)	0.72	0.76	336	1.0	0.37	1806.6236783404327	3105	0.0621
(0.76, 0.8)	0.76	0.8	332	1.0	0.39	1693.571830336832	3437	0.06874
(0.8, 0.84)	0.8	0.84	381	1.0	0.41000000000000003	1848.720527988181	3818	0.07636
(0.84, 0.88)	0.84	0.88	405	1.0	0.43	1873.7718590760912	4223	0.08446
(0.88, 0.92)	0.88	0.92	413	1.0	0.45	1825.8608749153534	4636	0.09272
(0.92, 0.96)	0.92	0.96	423	1.0	0.47	1790.4931097838244	5059	0.10118
(0.96, 1.0)	0.96	1.0	459	1.0	0.49	1863.5744612035699	5518	0.11036
(1.0, 1.04)	1.0	1.04	547	1.0	0.51	2133.768477236927	6065	0.1213
(1.04, 1.08)	1.04	1.08	559	1.0	0.53	2098.2927638766396	6624	0.13248
(1.08, 1.12)	1.08	1.12	584	1.0	0.55	2112.4201537651547	7208	0.14416
(1.12, 1.16)	1.12	1.16	620	1.0	0.5700000000000001	2163.9487876529697	7828	0.15656
(1.16, 1.2)	1.16	1.2	576	1.0	0.59	1942.22981400279	8404	0.16808
(1.2, 1.24)	1.2	1.24	707	1.0	0.61	2305.7898517616777	9111	0.18222
(1.24, 1.28)	1.24	1.28	695	1.0	0.63	2194.6961398584776	9806	0.19612
(1.28, 1.32)	1.28	1.32	748	1.0	0.65	2289.382642937262	10554	0.21108
(1.32, 1.36)	1.32	1.36	744	1.0	0.67	2209.165627991976	11298	0.22596
(1.36, 1.4000000000000001)	1.36	1.4000000000000001	910	1.0	0.6900000000000001	2623.7499676381285	12208	0.24416
(1.4000000000000001, 1.44)	1.4000000000000001	1.44	923	1.0	0.71	2586.267825243311	13131	0.26262
(1.44, 1.48)	1.44	1.48	1022	1.0	0.73	2785.2115041081684	14153	0.28306
(1.48, 1.52)	1.48	1.52	1067	1.0	0.75	2830.3054046508696	15220	0.3044
(1.52, 1.56)	1.52	1.56	1137	1.0	0.77	2937.6488684331935	16357	0.32714
(1.56, 1.6)	1.56	1.6	1246	1.0	0.79	3137.7699223497016	17603	0.35206
(1.6, 1.6400000000000001)	1.6	1.6400000000000001	1350	1.0	0.81	3315.7279810811547	18953	0.37906
(1.6400000000000001, 1.68)	1.6400000000000001	1.68	1486	1.0	0.8300000000000001	3561.810925219247	20439	0.40878
(1.68, 1.72)	1.68	1.72	1460	1.0	0.85	3417.1502487377497	21899	0.43798
(1.72, 1.76)	1.72	1.76	1431	1.0	0.87	3272.2805109842225	23330	0.4666
(1.76, 1.8)	1.76	1.8	1421	1.0	0.89	3176.3928951345897	24751	0.49502
(1.8, 1.84)	1.8	1.84	1689	1.0	0.91	3692.482127502903	26440	0.5288
(1.84, 1.8800000000000001)	1.84	1.8800000000000001	2331	1.0	0.93	4986.427047677511	28771	0.57542
