Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.5, 0.51)	0.5	0.51	2019	1.0	0.505	0.6362982510819184	2019	0.010095
(0.51, 0.52)	0.51	0.52	2073	1.0	0.515	0.6406308694767383	4092	0.02046
(0.52, 0.53)	0.52	0.53	2313	1.0	0.525	0.701184194580061	6405	0.032025
(0.53, 0.54)	0.53	0.54	2287	1.0	0.535	0.6803433925495607	8692	0.04346
(0.54, 0.55)	0.54	0.55	2333	1.0	0.545	0.681293154469173	11025	0.055125
(0.55, 0.56)	0.55	0.56	2438	1.0	0.555	0.6991276956744683	13463	0.067315
(0.56, 0.5700000000000001)	0.56	0.5700000000000001	2439	1.0	0.5650000000000001	0.6870354415059949	15902	0.07951
(0.5700000000000001, 0.58)	0.5700000000000001	0.58	2543	1.0	0.575	0.7038729965442839	18445	0.092225
(0.58, 0.59)	0.58	0.59	2490	1.0	0.585	0.6774219579151555	20935	0.104675
(0.59, 0.6)	0.59	0.6	2661	1.0	0.595	0.7117765857089878	23596	0.11798
(0.6, 0.61)	0.6	0.61	2803	1.0	0.605	0.7373666849886586	26399	0.131995
(0.61, 0.62)	0.61	0.62	2855	1.0	0.615	0.7388338515433707	29254	0.14627
(0.62, 0.63)	0.62	0.63	2955	1.0	0.625	0.7524770461680188	32209	0.161045
(0.63, 0.64)	0.63	0.64	2968	1.0	0.635	0.7438852715358607	35177	0.175885
(0.64, 0.65)	0.64	0.65	3187	1.0	0.645	0.7863902812659774	38364	0.19182
(0.65, 0.66)	0.65	0.66	3089	1.0	0.655	0.7505720655936413	41453	0.207265
(0.66, 0.67)	0.66	0.67	3091	1.0	0.665	0.7397639243112037	44544	0.22272
(0.67, 0.6799999999999999)	0.67	0.6799999999999999	3236	1.0	0.675	0.7629929565080338	47780	0.2389
(0.6799999999999999, 0.69)	0.6799999999999999	0.69	3309	1.0	0.6849999999999999	0.7688152413236189	51089	0.255445
(0.69, 0.7)	0.69	0.7	3433	1.0	0.695	0.7861488574099522	54522	0.27261
(0.7, 0.71)	0.7	0.71	3508	1.0	0.705	0.7919290173997077	58030	0.29015
(0.71, 0.72)	0.71	0.72	3587	1.0	0.715	0.7984378629928798	61617	0.308085
(0.72, 0.73)	0.72	0.73	3660	1.0	0.725	0.8034500230395472	65277	0.326385
(0.73, 0.74)	0.73	0.74	3710	1.0	0.735	0.8033454888184858	68987	0.344935
(0.74, 0.75)	0.74	0.75	3893	1.0	0.745	0.8316563726399616	72880	0.3644
(0.75, 0.76)	0.75	0.76	4008	1.0	0.755	0.8448829576768027	76888	0.38444
(0.76, 0.77)	0.76	0.77	4029	1.0	0.765	0.838207651540801	80917	0.404585
(0.77, 0.78)	0.77	0.78	4096	1.0	0.775	0.8411511328814458	85013	0.425065
(0.78, 0.79)	0.78	0.79	4057	1.0	0.785	0.8225288500284647	89070	0.44535
(0.79, 0.8)	0.79	0.8	4300	1.0	0.795	0.8608294486805432	93370	0.46685
(0.8, 0.81)	0.8	0.81	4376	1.0	0.805	0.8651615731918878	97746	0.48873
(0.81, 0.8200000000000001)	0.81	0.8200000000000001	4353	1.0	0.8150000000000001	0.8500546494891139	102099	0.510495
(0.8200000000000001, 0.8300000000000001)	0.8200000000000001	0.8300000000000001	4620	1.0	0.8250000000000001	0.8912587687269289	106719	0.533595
(0.8300000000000001, 0.8400000000000001)	0.8300000000000001	0.8400000000000001	4642	1.0	0.8350000000000001	0.8847782729748465	111361	0.556805
(0.8400000000000001, 0.8500000000000001)	0.8400000000000001	0.8500000000000001	4588	1.0	0.8450000000000001	0.8641367774554382	115949	0.579745
(0.8500000000000001, 0.86)	0.8500000000000001	0.86	4856	1.0	0.855	0.903916579143277	120805	0.604025
(0.86, 0.87)	0.86	0.87	4912	1.0	0.865	0.9037702460748637	125717	0.628585
(0.87, 0.88)	0.87	0.88	4939	1.0	0.875	0.8983524609678164	130656	0.65328
(0.88, 0.89)	0.88	0.89	5218	1.0	0.885	0.9383753541600264	135874	0.67937
(0.89, 0.9)	0.89	0.9	5254	1.0	0.895	0.9342924123885207	141128	0.70564
(0.9, 0.91)	0.9	0.91	5507	1.0	0.905	0.9684613337370134	146635	0.733175
(0.91, 0.9199999999999999)	0.91	0.9199999999999999	5430	1.0	0.915	0.9444838240022004	152065	0.760325
(0.9199999999999999, 0.9299999999999999)	0.9199999999999999	0.9299999999999999	5699	1.0	0.9249999999999999	0.9805567032769759	157764	0.78882
(0.9299999999999999, 0.94)	0.9299999999999999	0.94	5704	1.0	0.9349999999999999	0.9709205532502628	163468	0.81734
(0.94, 0.95)	0.94	0.95	5818	1.0	0.945	0.9798457136155049	169286	0.84643
(0.95, 0.96)	0.95	0.96	5912	1.0	0.955	0.98525090514465	175198	0.87599
(0.96, 0.97)	0.96	0.97	6056	1.0	0.965	0.9987903596244028	181254	0.90627
(0.97, 0.98)	0.97	0.98	6136	1.0	0.975	1.0016050924740718	187390	0.93695
(0.98, 0.99)	0.98	0.99	6198	1.0	0.985	1.0014542872678531	193588	0.96794
(0.99, 1.0)	0.99	1.0	6412	1.0	0.995	1.0256193871279695	200000	1.0
