u	Value_4
0.	-4987.482927497397
0.06	-4987.378016842023
0.12	-4987.063284546918
0.18	-4986.538729715451
0.24	-4985.8043511541455
0.3	-4984.860147823938
0.36	-4983.7061194716325
0.42	-4982.342267441272
0.48	-4980.768595664918
0.54	-4978.985111832382
0.6	-4976.991828738951
0.66	-4974.788765810274
0.72	-4972.375950803023
0.78	-4969.753421679786
0.84	-4966.921228656182
0.9	-4963.87943641785
0.96	-4960.628126504317
1.02	-4957.167399856329
1.08	-4953.497379522435
1.14	-4949.618213520019
1.2	-4945.530077845029
1.26	-4941.233179623878
1.32	-4936.727760399891
1.38	-4932.014099545732
1.44	-4927.092517791966
1.5	-4921.963380860757
1.56	-4916.6271031923425
1.62	-4911.084151750561
1.68	-4905.3350498922555
1.74	-4899.380381283792
1.8	-4893.220793846449
1.86	-4886.857003710819
1.92	-4880.289799158754
1.98	-4873.520044529675
2.04	-4866.548684066653
2.1	-4859.376745676016
2.16	-4852.005344572763
2.22	-4844.435686782675
2.28	-4836.669072470917
2.34	-4828.706899065633
2.4	-4820.550664144249
2.46	-4812.201968049633
2.52	-4803.662516202612
2.58	-4794.934121077522
2.64	-4786.018703807481
2.7	-4776.918295386776
2.76	-4767.635037438642
2.82	-4758.17118251818
2.88	-4748.529093921921
2.94	-4738.711244977765
3.	-4728.720217791864
3.06	-4718.558701432038
3.12	-4708.229489531069
3.18	-4697.735477297181
3.24	-4687.079657923521
3.3	-4676.265118393352
3.36	-4665.2950346826865
3.42	-4654.172666367808
3.48	-4642.901350650593
3.54	-4631.484495820523
3.6	-4619.925574178176
3.66	-4608.2281144509225
3.72	-4596.395693737436
3.78	-4584.431929023269
3.84	-4572.340468315221
3.9	-4560.124981447302
3.96	-4547.789150615747
4.02	-4535.336660704684
4.08	-4522.771189467681
4.14	-4510.096397633249
4.2	-4497.3159190046445
4.26	-4484.433350625838
4.32	-4471.45224308612
4.38	-4458.376091035833
4.44	-4445.20832398477
4.5	-4431.952297453124
4.56	-4418.611284542428
4.62	-4405.188467990753
4.68	-4391.6869327725535
4.74	-4378.109659299014
4.8	-4364.459517269809
4.86	-4350.739260221445
4.92	-4336.951520811576
4.98	-4323.098806872195
5.04	-4309.183498258235
5.1	-4295.207844511226
5.16	-4281.173963351055
5.22	-4267.083840001921
5.28	-4252.939327352005
5.34	-4238.742146939807
5.4	-4224.4938907537025
5.46	-4210.196023825391
5.52	-4195.849887591997
5.58	-4181.4567039963995
5.64	-4167.017580290317
5.7	-4152.533514500218
5.76	-4138.005401511999
5.82	-4123.4340397268215
5.88	-4108.820138237269
5.94	-4094.1643244703414
6.	-4079.4671522415138
6.06	-4064.7291101622886
6.12	-4049.950630342328
6.18	-4035.1320973261795
6.24	-4020.273857204122
6.3	-4005.3762268364453
6.36	-3990.439503130551
6.42	-3975.4639723108708
6.48	-3960.449919122352
6.54	-3945.3976359094386
6.6	-3930.307431513895
6.66	-3915.179639936598
6.72	-3900.01462871042
6.78	-3884.8128069336444
6.84	-3869.5746329159538
6.9	-3854.300621391832
6.96	-3838.991350259408
7.02	-3823.6474668060514
7.08	-3808.2696933857324
7.14	-3792.858832516925
7.2	-3777.4157713739824
7.26	-3761.941485649145
7.32	-3746.4370427668355
7.38	-3730.9036044364725
7.44	-3715.3424285348965
7.5	-3699.7548703141797
7.56	-3684.1423829356877
7.62	-3668.5065173360254
7.68	-3652.848921435461
7.74	-3637.171338704197
7.8	-3621.4756061065495
7.86	-3605.7636514475394
7.92	-3590.037490150662
7.98	-3574.2992214995743
8.04	-3558.5510243800372
8.1	-3542.795152561686
8.16	-3527.033929562045
8.22	-3511.2697431375664
8.28	-3495.505039448361
8.34	-3479.7423169446565
8.4	-3463.9841200240053
8.46	-3448.2330325084713
8.52	-3432.491670991099
8.58	-3416.7626781001345
8.64	-3401.048715728585
8.7	-3385.352458274995
8.76	-3369.6765859394554
8.82	-3354.0237781165993
8.88	-3338.3967069245646
8.94	-3322.798030906153
9.	-3307.2303889351842
9.06	-3291.6963943577703
9.12	-3276.1986293948116
9.18	-3260.7396398285364
9.24	-3245.321929992333
9.3	-3229.94795807972
9.36	-3214.6201317847676
9.42	-3199.3408042830365
9.48	-3184.1122705588937
9.54	-3168.9367640820255
9.6	-3153.8164538331416
9.66	-3138.7534416763037
9.72	-3123.7497600727966
9.78	-3108.8073701294593
9.84	-3093.9281599723204
9.9	-3079.1139434348106
9.96	-3064.3664590483377
10.02	-3049.6873693218104
10.08	-3035.078260295713
10.14	-3020.540641355591
10.2	-3006.075945289197
10.26	-2991.685528571215
10.32	-2977.3706718592507
10.38	-2963.1325806847444
10.44	-2948.9723863225386
10.5	-2934.891146823091
10.56	-2920.8898481916117
10.62	-2906.9694056988765
10.68	-2893.1306653089177
10.74	-2879.3744052094385
10.8	-2865.701337431357
10.86	-2852.1121095445956
10.92	-2838.6073064179113
10.98	-2825.187452031272
11.04	-2811.8530113300535
11.1	-2798.604392110994
11.16	-2785.4419469306304
11.22	-2772.365975027636
11.28	-2759.3767242511726
11.34	-2746.4743929880487
11.4	-2733.659132082172
11.46	-2720.93104674035
11.52	-2708.290198419162
11.58	-2695.7366066881655
11.64	-2683.2702510652425
11.7	-2670.8910728204037
11.76	-2658.598976744878
11.82	-2646.393832882699
11.88	-2634.275478222503
11.94	-2622.2437183475295
12.	-2610.298329042294
