Intervalo	Inicio	Fin	Count	Q	u/R	Sigma	q_Comulate	q/Q
(0.0, 0.04)	0.0	0.04	2	1.0	0.01	397.88735772973837	2	0.00010230179028132993
(0.04, 0.08)	0.04	0.08	5	1.0	0.03	331.57279810811525	7	0.00035805626598465475
(0.08, 0.12)	0.08	0.12	7	1.0	0.05	278.52115041081686	14	0.0007161125319693095
(0.12, 0.16)	0.12	0.16	8	1.0	0.07	227.3642044169933	22	0.001125319693094629
(0.16, 0.2)	0.16	0.2	10	1.0	0.09	221.04853207207677	32	0.0016368286445012788
(0.2, 0.24)	0.2	0.24	8	1.0	0.11	144.68631190172312	40	0.0020460358056265983
(0.24, 0.28)	0.24	0.28	7	1.0	0.13	107.12351938877563	47	0.002404092071611253
(0.28, 0.32)	0.28	0.32	22	1.0	0.15000000000000002	291.7840623351416	69	0.0035294117647058825
(0.32, 0.36)	0.32	0.36	17	1.0	0.16999999999999998	198.94367886486927	86	0.004398976982097186
(0.36, 0.4)	0.36	0.4	15	1.0	0.19	157.0607991038439	101	0.005166240409207161
(0.4, 0.44)	0.4	0.44	26	1.0	0.21000000000000002	246.31122145174308	127	0.00649616368286445
(0.44, 0.48)	0.44	0.48	39	1.0	0.22999999999999998	337.3392815534738	166	0.008491048593350384
(0.48, 0.52)	0.48	0.52	31	1.0	0.25	246.69016179243755	197	0.010076726342710998
(0.52, 0.56)	0.52	0.56	26	1.0	0.27	191.57539446246653	223	0.011406649616368286
(0.56, 0.6)	0.56	0.6	43	1.0	0.29000000000000004	294.9854548685995	266	0.01360613810741688
(0.6, 0.64)	0.6	0.64	39	1.0	0.31	250.28398308806104	305	0.015601023017902813
(0.64, 0.68)	0.64	0.68	42	1.0	0.33	253.20104582801497	347	0.01774936061381074
(0.68, 0.72)	0.68	0.72	32	1.0	0.35	181.89136353359507	379	0.01938618925831202
(0.72, 0.76)	0.72	0.76	40	1.0	0.37	215.07424742148007	419	0.021432225063938617
(0.76, 0.8)	0.76	0.8	44	1.0	0.39	224.44927871933916	463	0.023682864450127877
(0.8, 0.84)	0.8	0.84	50	1.0	0.41000000000000003	242.61424251813398	513	0.026240409207161124
(0.84, 0.88)	0.84	0.88	47	1.0	0.43	217.45006759648464	560	0.02864450127877238
(0.88, 0.92)	0.88	0.92	51	1.0	0.45	225.4695027135182	611	0.03125319693094629
(0.92, 0.96)	0.92	0.96	69	1.0	0.47	292.0662519505529	680	0.034782608695652174
(0.96, 1.0)	0.96	1.0	62	1.0	0.49	251.72465489024256	742	0.0379539641943734
(1.0, 1.04)	1.0	1.04	73	1.0	0.51	284.76252072814566	815	0.04168797953964194
(1.04, 1.08)	1.04	1.08	86	1.0	0.53	322.81427136563684	901	0.04608695652173913
(1.08, 1.12)	1.08	1.12	83	1.0	0.55	300.22409719607504	984	0.05033248081841432
(1.12, 1.16)	1.12	1.16	116	1.0	0.5700000000000001	404.86783768991046	1100	0.056265984654731455
(1.16, 1.2)	1.16	1.2	118	1.0	0.59	397.8873577297382	1218	0.06230179028132992
(1.2, 1.24)	1.2	1.24	120	1.0	0.61	391.3646141603979	1338	0.06843989769820971
(1.24, 1.28)	1.24	1.28	122	1.0	0.63	385.2560130399054	1460	0.07468030690537085
(1.28, 1.32)	1.28	1.32	136	1.0	0.65	416.2513896249567	1596	0.08163682864450128
(1.32, 1.36)	1.32	1.36	143	1.0	0.67	424.6111354877051	1739	0.08895140664961637
(1.36, 1.4000000000000001)	1.36	1.4000000000000001	142	1.0	0.6900000000000001	409.42032462045523	1881	0.09621483375959079
(1.4000000000000001, 1.44)	1.4000000000000001	1.44	158	1.0	0.71	442.71973606548556	2039	0.10429667519181586
(1.44, 1.48)	1.44	1.48	151	1.0	0.73	411.51363710404445	2190	0.11202046035805627
(1.48, 1.52)	1.48	1.52	166	1.0	0.75	440.32867588757676	2356	0.12051150895140665
(1.52, 1.56)	1.52	1.56	136	1.0	0.77	351.3810431898982	2492	0.12746803069053708
(1.56, 1.6)	1.56	1.6	170	1.0	0.79	428.1066507218694	2662	0.13616368286445013
(1.6, 1.6400000000000001)	1.6	1.6400000000000001	151	1.0	0.81	370.87031492092916	2813	0.14388746803069052
(1.6400000000000001, 1.68)	1.6400000000000001	1.68	137	1.0	0.8300000000000001	328.3769157167139	2950	0.15089514066496162
(1.68, 1.72)	1.68	1.72	131	1.0	0.85	306.6073168387981	3081	0.15759590792838873
(1.72, 1.76)	1.72	1.76	118	1.0	0.87	269.83165639143135	3199	0.1636317135549872
(1.76, 1.8)	1.76	1.8	161	1.0	0.89	359.88687974431315	3360	0.17186700767263427
(1.8, 1.84)	1.8	1.84	227	1.0	0.91	496.266100025553	3587	0.18347826086956523
(1.84, 1.8800000000000001)	1.84	1.8800000000000001	659	1.0	0.93	1409.7191867951435	4246	0.21718670076726343
(1.8800000000000001, 1.92)	1.8800000000000001	1.92	2111	1.0	0.95	4420.737958776221	6357	0.32516624040920716
(1.92, 1.96)	1.92	1.96	4720	1.0	0.97	9680.558394249318	11077	0.5665984654731457
