U	Potencial_0.04	Potencial_0.08	Potencial_2.0	Potencial_4.0	Potencial_8.0	Potencial_40.0
0.0	0.5838948720480369	0.576881221041525	0.3160209571089184	0.15738115118162715	0.045387396100635566	0.0005855865231300766
0.06	0.5827476023418027	0.5765772739073617	0.31599215632307626	0.1573627327407746	0.04538358993600767	0.0005855827185071021
0.12	0.582147766847542	0.5763436999137524	0.31590573107067305	0.1573074799894662	0.04537217315767657	0.0005855713048204157
0.18	0.5823469123660898	0.5765130948091726	0.31576161263547453	0.15721540066226009	0.04535315091144948	0.000585552282616927
0.24	0.5827321362623997	0.5768741811626097	0.31555968638469273	0.15708650771945898	0.04532653177083201	0.0005855256528078828
0.3	0.5834095968321967	0.5772717797962634	0.31529979160913013	0.1569208194511501	0.045292327732765834	0.0005854914166691049
0.36	0.5840580455707717	0.5776527855769854	0.314981721297239	0.1567183596228231	0.04525055421165575	0.0005854495758405085
0.42	0.5844403245775422	0.5780359689328642	0.31460522184167616	0.15647915766252518	0.045201230031679515	0.0005854001323263416
0.48	0.584936766950993	0.5783973438626503	0.31416999267756524	0.15620324888949366	0.045144377417372546	0.0005853430884946036
0.54	0.585518582102108	0.5785256979983275	0.3136756858528473	0.15589067478416638	0.045080021982480914	0.0005852784470771175
0.6	0.5854084886303604	0.5781565486450484	0.3131219055329089	0.15554148329945333	0.04500819271706923	0.0005852062111690422
0.6599999999999999	0.5837834195319317	0.5772791185095947	0.31250820744398083	0.15515572921309345	0.04492892197287163	0.0005851263842287034
0.72	0.5823698295715715	0.5764172719355345	0.311834098262608	0.15473347452087702	0.04484224544687515	0.0005850389700772182
0.78	0.5821012506903932	0.5759968137994336	0.3110990349615376	0.15427478887043936	0.04474820216311789	0.0005849439728981232
0.84	0.5827528017167307	0.5758956743881394	0.3103024241257157	0.15377975003525424	0.044646834452689646	0.0005848413972369702
0.8999999999999999	0.5822377658126805	0.5755557079469205	0.3094436212553813	0.15324844442836325	0.04453818793191495	0.0005847312480008084
0.96	0.5814116821080652	0.574997769917035	0.3085219300766549	0.15268096765526795	0.04442231147870588	0.0005846135304578703
1.02	0.5809014529304649	0.5743883907849009	0.3075366018832093	0.1520774251052793	0.04429925720706191	0.0005844882502369082
1.08	0.5804851272471484	0.5737720577431467	0.30648683493579393	0.15143793258047958	0.04416908043970331	0.0005843554133267139
1.14	0.5795436323944347	0.5731185109942848	0.3053717739494235	0.15076261696129567	0.04403183967881676	0.0005842150260755152
1.2	0.5788598594727522	0.572550524836719	0.3041905097009889	0.1500516169074879	0.04388759657489566	0.0005840670951903759
1.26	0.5786107321947752	0.5720483476561832	0.3029420787930673	0.14930508359316935	0.04373641589365639	0.0005839116277365204
1.3199999999999998	0.5782725251200026	0.5715123236769089	0.30162546361273396	0.14852318147424812	0.04357836548101323	0.0005837486311366462
1.38	0.5774835607406036	0.5709554501025212	0.3002395925273911	0.14770608908643879	0.04341351622609394	0.0005835781131701937
1.44	0.5769622959116578	0.5704931175856984	0.2987833403630377	0.14685399987173997	0.04324194202227998	0.0005834000819726994
1.5	0.5768875265115422	0.5700845612174745	0.2972555292140748	0.1459671230309873	0.04306371972625387	0.0005832145460348189
1.56	0.57669545720044	0.5695831157499075	0.2956549296376591	0.14504568439979815	0.04287892911504162	0.0005830215142016528
1.6199999999999999	0.5758037712540773	0.5689295688199898	0.2939802622898011	0.14408992734491008	0.04268765284103538	0.0005828209956717913
1.68	0.5750081509491239	0.5682369424895232	0.29223020006479095	0.1431001136775868	0.04248997638498558	0.000582612999996462
1.74	0.5744750037704656	0.567481467781579	0.2904033708040076	0.14207652458041808	0.04228598800695237	0.0005823975370787121
1.7999999999999998	0.5736940875344879	0.5666344610572026	0.28849836064468826	0.14101946154349027	0.04207577869521012	0.0005821746171722088
1.8599999999999999	0.572733611780851	0.565835447484871	0.28651371808361986	0.13992924730554315	0.04185944211309829	0.0005819442508804322
1.92	0.5719277101101479	0.5651250658165682	0.28444795883481305	0.1388062267953505	0.04163707454381701	0.0005817064491555893
1.98	0.5715546545469958	0.5644854248926521	0.282299571563911	0.13765076806820933	0.041408774833168155	0.0005814612232976342
2.04	0.5712353132737555	0.5638790858840765	0.28006702458511645	0.13646326323204444	0.041174644330242864	0.0005812085849529798
2.1	0.5705889874274053	0.5632924063385341	0.2777487736086094	0.1352441293572833	0.040934786826064176	0.0005809485461135818
2.16	0.5699554234013506	0.5627171677234531	0.27534327062748115	0.13399380936431152	0.040689308490193574	0.0005806811191157245
2.2199999999999998	0.5697388715713887	0.5621551515080204	0.2728489740328339	0.1327127728819909	0.04043831780531497	0.000580406316638689
2.28	0.5695430254873032	0.5615358044615542	0.2702643600434672	0.13140151707042502	0.040181925499811096	0.0005801241517037074
2.34	0.5685633540634107	0.5607751055179495	0.2675879355320259	0.13006056740088548	0.03992024447835821	0.0005798346376727418
2.4	0.5677554102427763	0.560025245841776	0.26481825232208106	0.12869047838557962	0.03965338975055891	0.0005795377882469256
2.46	0.5674672563851697	0.5593120733188652	0.2619539230196502	0.12729183424975238	0.039381478357643974	0.0005792336174655952
2.52	0.5671315130859014	0.5585168329529029	0.25899363842745066	0.12586524953848402	0.03910462929727983	0.00057892213970463
2.58	0.566049648498481	0.5575584743050225	0.2559361865699501	0.12441136965045829	0.03882296344651509	0.000578603369675287
2.6399999999999997	0.5649119320861783	0.5565132922261639	0.25278047333119424	0.12293087129096794	0.038536603482911484	0.0005782773224227659
2.6999999999999997	0.5642599970530304	0.5554548553662779	0.24952554467482987	0.12142446283648131	0.038245673803906304	0.0005779440133246168
2.76	0.5636875831699469	0.5543413375987778	0.24617061037603818	0.11989288460322137	0.03795030044445761	0.0005776034580894637
2.82	0.56238418369269	0.5530583613531455	0.24271506914797136	0.11833690901242866	0.037650610993029576	0.0005772556727552847
2.88	0.5608365554372051	0.551597872887895	0.23915853499071177	0.11675734064527848	0.037346734505978696	0.0005769006736881768
2.94	0.5596953921281025	0.5500411240373423	0.2355008645292483	0.11515501618080506	0.03703880142040786	0.0005765384775804549
3.0	0.5586132842778171	0.5484055904692764	0.23174218503951732	0.11353080421067455	0.036726943465558846	0.0005761691014493386
3.06	0.5567884634339644	0.5466453407767847	0.2278829227899165	0.1118856049252091	0.03641129357281963	0.0005757925626351913
3.12	0.5550958558632547	0.5448538660554555	0.2239238312523264	0.1102203496657382	0.036091985784425525	0.0005754088787998595
3.1799999999999997	0.5539314656047808	0.5430006127036293	0.2198660186648018	0.10853600033908511	0.03576915516094031	0.0005750180679251083
3.2399999999999998	0.5526146975616892	0.5409789852713398	0.2157109743616549	0.10683354869085346	0.03544293768760701	0.0005746201483107857
3.3	0.5505635550027683	0.538796251365885	0.2114605932301462	0.1051140154350727	0.03511347017966069	0.0005742151385731959
3.36	0.5486538251713104	0.5365206168355453	0.20711719761135644	0.10337844923876438	0.034780890186703134	0.000573803057643175
3.42	0.547223533646284	0.5340204999462923	0.20268355594086818	0.10162792556102776	0.03444533589623807	0.0005733839247645524
3.48	0.5454401002534185	0.5311279177726582	0.1981628974272874	0.09986354534735306	0.03410694603647926	0.0005729577594921051
3.54	0.5428722202479299	0.5278277648689564	0.1935589220970278	0.09808643358101968	0.03376585977853277	0.0005725245816898209
3.5999999999999996	0.5399015019708902	0.5239052742460044	0.18887580559464062	0.09629773769459839	0.03342221663807306	0.0005720844115289387
3.6599999999999997	0.536959282566056	0.5189174036809635	0.18411819821996767	0.09449862584577064	0.033076156376625324	0.0005716372694862489
3.7199999999999998	0.5327247300587664	0.5121471133140032	0.1792912178050842	0.09269028506286908	0.03272781890257536	0.0005711831763419288
3.78	0.5247747227127542	0.5025851122160355	0.1744004361817635	0.09087391926670131	0.032377344172027006	0.0005707221531776456
3.84	0.5123968527157714	0.4888227351152257	0.16945185915808228	0.08905074717637255	0.032024872089631666	0.0005702542213747781
3.9	0.4944036941151709	0.4687520358594629	0.16445190010298302	0.08722200010789637	0.03167054240951744	0.0005697794026122401
3.96	0.4646636127727081	0.4395864194244384	0.15940734742088747	0.0853889196754298	0.03131449463644296	0.0005692977188643359
4.02	0.41314904248076856	0.4012098124763737	0.15432532637484744	0.08355275540589333	0.030956867927308337	0.00056880919239902
